ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1993,1993-09-19,3,24.045,SDG,,HOU,W 18-17,,,
2,1993,1993-11-07,8,24.094,SDG,@,MIN,W 30-17,,,
3,1993,1993-11-14,9,24.101,SDG,,CHI,L 13-16,,,
4,1993,1993-11-21,10,24.108,SDG,,RAI,L 7-12,,,
5,1993,1993-11-29,11,24.116,SDG,@,IND,W 31-0,,,
6,1993,1993-12-05,12,24.122,SDG,,DEN,W 13-10,,,
7,1993,1993-12-12,13,24.129,SDG,,GNB,L 13-20,,,
8,1993,1993-12-19,14,24.136,SDG,@,KAN,L 24-28,,,
9,1993,1993-12-27,15,24.144,SDG,,MIA,W 45-20,,,
10,1993,1994-01-02,16,24.150,SDG,@,TAM,W 32-17,,,
11,1996,1996-09-22,4,27.048,PHI,@,ATL,W 33-18,,,
12,1996,1996-09-30,5,27.056,PHI,,DAL,L 19-23,,,
13,1996,1996-10-13,6,27.069,PHI,@,NYG,W 19-10,,,
14,1996,1996-10-20,7,27.076,PHI,,MIA,W 35-28,,,
15,1996,1996-10-27,8,27.083,PHI,,CAR,W 20-9,,,
16,1996,1996-11-03,9,27.090,PHI,@,DAL,W 31-21,1,4,0
17,1996,1996-11-10,10,27.097,PHI,,BUF,L 17-24,,,
18,1996,1996-11-17,11,27.104,PHI,,WAS,L 21-26,,,
19,1996,1996-11-24,12,27.111,PHI,@,ARI,L 30-36,,,
20,1996,1996-12-01,13,27.118,PHI,,NYG,W 24-0,,,
21,1996,1996-12-05,14,27.122,PHI,@,IND,L 10-37,,,
22,1996,1996-12-14,15,27.131,PHI,@,NYJ,W 21-20,,,
23,1996,1996-12-22,16,27.139,PHI,,ARI,W 29-19,,,
