ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1998,1998-10-18,6,23.204,MIA,,STL,W 14-0,,,,
2,1998,1998-10-25,7,23.211,MIA,,NWE,W 12-9,,,,
3,1998,1998-11-08,9,23.225,MIA,,IND,W 27-14,1,3,3.00,0
4,1998,1998-11-15,10,23.232,MIA,@,CAR,W 13-9,,,,
5,1998,1998-11-29,12,23.246,MIA,,NOR,W 30-10,1,3,3.00,0
6,1998,1998-12-06,13,23.253,MIA,@,OAK,W 27-17,,,,
7,1998,1998-12-13,14,23.260,MIA,,NYJ,L 16-21,,,,
8,1998,1998-12-21,15,23.268,MIA,,DEN,W 31-21,,,,
9,1998,1998-12-27,16,23.274,MIA,@,ATL,L 16-38,,,,
