ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-07,1,23.011,JAX,@,CAR,L 23-24,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
2,2003,2003-09-14,2,23.018,JAX,,BUF,L 17-38,*,1,7,7.00,0,1,6,6.00,0,0,0,0.0,,,0,0,0
3,2003,2003-09-21,3,23.025,JAX,@,IND,L 13-23,*,,,,,,,,,,,,,,,,
4,2003,2003-09-28,4,23.032,JAX,@,HOU,L 20-24,*,0,0,,0,1,1,1.00,0,0,0,0.0,,,0,0,0
5,2003,2003-10-05,5,23.039,JAX,,SDG,W 27-21,*,,,,,,,,,,,,,,,,
6,2003,2003-10-12,6,23.046,JAX,,MIA,L 10-24,*,,,,,,,,,,,,,,,,
7,2003,2003-10-26,7,23.060,JAX,,TEN,L 17-30,*,,,,,,,,,,,,,,,,
8,2003,2003-11-02,8,23.067,JAX,@,BAL,L 17-24,*,,,,,,,,,,,,,,,,
9,2003,2003-11-09,9,23.074,JAX,,IND,W 28-23,*,,,,,,,,,,,,,,,,
10,2003,2003-11-16,10,23.081,JAX,@,TEN,L 3-10,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
11,2003,2003-11-23,11,23.088,JAX,@,NYJ,L 10-13,*,,,,,,,,,,,,,,,,
12,2003,2003-11-30,12,23.095,JAX,,TAM,W 17-10,*,,,,,,,,,,,,,,,,
13,2003,2003-12-07,13,23.102,JAX,,HOU,W 27-0,*,,,,,,,,,,,,,,,,
14,2003,2003-12-14,14,23.109,JAX,@,NWE,L 13-27,*,,,,,,,,,,,,,,,,
15,2003,2003-12-21,15,23.116,JAX,,NOR,W 20-19,*,,,,,,,,,,,,,,,,
16,2003,2003-12-28,16,23.123,JAX,@,ATL,L 14-21,*,,,,,,,,,,,,,,,,
17,2004,2004-09-12,1,24.016,JAX,@,BUF,W 13-10,*,,,,,,,,,,,,,,,,
18,2004,2004-09-19,2,24.023,JAX,,DEN,W 7-6,*,,,,,,,,,,,,,,,,
19,2004,2004-09-26,3,24.030,JAX,@,TEN,W 15-12,*,0,0,,0,0,0,,0,0,0,0.0,,,1,21,0
20,2004,2004-10-03,4,24.037,JAX,,IND,L 17-24,*,,,,,,,,,,,,,,,,
21,2004,2004-10-10,5,24.044,JAX,@,SDG,L 21-34,*,,,,,,,,,,,,,,,,
22,2004,2004-10-17,6,24.051,JAX,,KAN,W 22-16,*,,,,,,,,,,,,,,,,
23,2004,2004-10-24,7,24.058,JAX,@,IND,W 27-24,*,,,,,,,,,,,,,,,,
24,2004,2004-10-31,8,24.065,JAX,@,HOU,L 6-20,*,,,,,,,,,,,,,,,,
25,2004,2004-11-14,9,24.079,JAX,,DET,W 23-17,*,0,0,,0,0,0,,0,0,0,0.0,,,1,21,0
26,2004,2004-11-21,10,24.086,JAX,,TEN,L 15-18,*,,,,,,,,,,,,,,,,
27,2004,2004-11-28,11,24.093,JAX,@,MIN,L 16-27,*,,,,,,,,,,,,,,,,
28,2004,2004-12-05,12,24.100,JAX,,PIT,L 16-17,*,,,,,,,,,,,,,,,,
29,2004,2004-12-12,13,24.107,JAX,,CHI,W 22-3,*,0,0,,0,1,8,8.00,0,0,0,0.0,,,0,0,0
30,2004,2004-12-19,14,24.114,JAX,@,GNB,W 28-25,*,0,0,,0,0,0,,0,0,0,0.0,,,2,0,0
