ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1994,1994-09-11,2,22.361,NYG,@,ARI,W 20-17,,
2,1994,1994-11-13,10,23.059,NYG,,ARI,L 9-10,,
3,1995,1995-09-04,1,23.354,NYG,,DAL,L 0-35,,
4,1995,1995-11-26,12,24.072,NYG,,CHI,L 24-27,,
5,1995,1995-11-30,13,24.076,NYG,@,ARI,W 10-6,,
6,1995,1995-12-10,14,24.086,NYG,,WAS,W 20-13,,
7,1995,1995-12-17,15,24.093,NYG,@,DAL,L 20-21,,
8,1995,1995-12-23,16,24.099,NYG,,SDG,L 17-27,,
9,1996,1996-09-01,1,24.352,NYG,,BUF,L 20-23,,0.5
10,1996,1996-09-08,2,24.359,NYG,@,DAL,L 0-27,,
11,1996,1996-09-15,3,25.000,NYG,,WAS,L 10-31,,
12,1996,1996-09-22,4,25.007,NYG,@,NYJ,W 13-6,,
13,1996,1996-09-29,5,25.014,NYG,,MIN,W 15-10,,
14,1996,1996-10-13,6,25.028,NYG,,PHI,L 10-19,,0.5
15,1996,1996-10-20,7,25.035,NYG,@,WAS,L 21-31,,
16,1996,1996-10-27,8,25.042,NYG,@,DET,W 35-7,,
17,1996,1996-11-03,9,25.049,NYG,,ARI,W 16-8,,1.0
18,1996,1996-11-10,10,25.056,NYG,@,CAR,L 17-27,,
19,1996,1996-11-17,11,25.063,NYG,@,ARI,L 23-31,,
20,1996,1996-11-24,12,25.070,NYG,,DAL,W 20-6,,
21,1996,1996-12-01,13,25.077,NYG,@,PHI,L 0-24,,1.0
22,1996,1996-12-08,14,25.084,NYG,@,MIA,W 17-7,,1.0
23,1996,1996-12-15,15,25.091,NYG,,NOR,L 3-17,,
24,1996,1996-12-21,16,25.097,NYG,,NWE,L 22-23,,1.0
25,1997,1997-08-31,1,25.350,NYG,,PHI,W 31-17,,1.0
26,1997,1997-09-07,2,25.357,NYG,@,JAX,L 13-40,,
27,1997,1997-09-14,3,25.364,SEA,@,IND,W 31-3,,
28,1997,1997-09-21,4,26.006,NYG,@,STL,L 3-13,,1.0
29,1997,1997-09-28,5,26.013,NYG,,NOR,W 14-9,,
30,1997,1997-10-05,6,26.020,NYG,,DAL,W 20-17,,
31,1997,1997-10-12,7,26.027,NYG,@,ARI,W 27-13,,
32,1997,1997-10-19,8,26.034,NYG,@,DET,W 26-20,,
33,1997,1997-10-26,9,26.041,NYG,,CIN,W 29-27,,0.5
34,1997,1997-11-09,10,26.055,NYG,@,TEN,L 6-10,,1.0
35,1998,1998-09-06,1,26.356,NYG,,WAS,W 31-24,,2.0
36,1998,1998-09-13,2,26.363,NYG,@,OAK,L 17-20,,2.0
37,1998,1998-09-21,3,27.006,NYG,,DAL,L 7-31,,
38,1998,1998-09-27,4,27.012,NYG,@,SDG,W 34-16,,
39,1998,1998-10-04,5,27.019,NYG,@,TAM,L 3-20,,1.0
40,1998,1998-10-11,6,27.026,NYG,,ATL,L 20-34,,
41,1998,1998-10-18,7,27.033,NYG,,ARI,W 34-7,,1.0
42,1998,1998-11-01,8,27.047,NYG,@,WAS,L 14-21,,
43,1998,1998-11-08,9,27.054,NYG,@,DAL,L 6-16,,
44,1998,1998-11-15,10,27.061,NYG,,GNB,L 3-37,,1.0
45,1998,1998-11-22,11,27.068,NYG,,PHI,W 20-0,,1.0
46,1998,1998-11-30,12,27.076,NYG,@,SFO,L 7-31,,1.0
47,1998,1998-12-06,13,27.082,NYG,@,ARI,W 23-19,,
48,1998,1998-12-13,14,27.089,NYG,,DEN,W 20-16,,1.0
49,1998,1998-12-20,15,27.096,NYG,,KAN,W 28-7,,1.0
50,1998,1998-12-27,16,27.103,NYG,@,PHI,W 20-10,,
51,1999,1999-09-12,1,27.362,IND,,BUF,W 31-14,*,3.0
52,1999,1999-09-19,2,28.004,IND,@,NWE,L 28-31,*,
53,1999,1999-09-26,3,28.011,IND,@,SDG,W 27-19,*,
54,1999,1999-10-10,4,28.025,IND,,MIA,L 31-34,*,
55,1999,1999-10-17,5,28.032,IND,@,NYJ,W 16-13,*,
56,1999,1999-10-24,6,28.039,IND,,CIN,W 31-10,*,2.0
57,1999,1999-10-31,7,28.046,IND,,DAL,W 34-24,*,2.0
58,1999,1999-11-07,8,28.053,IND,,KAN,W 25-17,*,
59,1999,1999-11-14,9,28.060,IND,@,NYG,W 27-19,*,
60,1999,1999-11-21,10,28.067,IND,@,PHI,W 44-17,*,
61,1999,1999-11-28,11,28.074,IND,,NYJ,W 13-6,*,
62,1999,1999-12-05,12,28.081,IND,@,MIA,W 37-34,*,
63,1999,1999-12-12,13,28.088,IND,,NWE,W 20-15,*,2.0
64,1999,1999-12-19,14,28.095,IND,,WAS,W 24-21,*,3.0
65,1999,1999-12-26,15,28.102,IND,@,CLE,W 29-28,*,
66,1999,2000-01-02,16,28.109,IND,@,BUF,L 6-31,*,
67,2000,2000-09-03,1,28.354,IND,@,KAN,W 27-14,,
68,2000,2000-09-10,2,28.361,IND,,OAK,L 31-38,*,
69,2000,2000-09-25,3,29.010,IND,,JAX,W 43-14,*,2.0
70,2000,2000-10-01,4,29.016,IND,@,BUF,W 18-16,*,2.0
71,2000,2000-10-08,5,29.023,IND,@,NWE,L 16-24,*,
72,2000,2000-10-15,6,29.030,IND,@,SEA,W 37-24,*,1.0
73,2000,2000-10-22,7,29.037,IND,,NWE,W 30-23,,
74,2000,2000-10-29,8,29.044,IND,,DET,W 30-18,*,1.0
75,2000,2000-11-05,9,29.051,IND,@,CHI,L 24-27,*,
76,2000,2000-11-12,10,29.058,IND,,NYJ,W 23-15,*,
77,2000,2000-11-19,11,29.065,IND,@,GNB,L 24-26,,
78,2000,2000-11-26,12,29.072,IND,,MIA,L 14-17,,
79,2000,2000-12-03,13,29.079,IND,@,NYJ,L 17-27,*,
80,2000,2000-12-11,14,29.087,IND,,BUF,W 44-20,*,1.0
81,2000,2000-12-17,15,29.093,IND,@,MIA,W 20-13,*,0.5
82,2000,2000-12-24,16,29.100,IND,,MIN,W 31-10,*,
83,2001,2001-09-09,1,29.359,IND,@,NYJ,W 45-24,*,
84,2001,2001-09-23,2,30.008,IND,,BUF,W 42-26,*,1.5
85,2001,2001-09-30,3,30.015,IND,@,NWE,L 13-44,*,
86,2001,2001-10-14,4,30.029,IND,,OAK,L 18-23,*,
87,2001,2001-10-21,5,30.036,IND,,NWE,L 17-38,*,
88,2001,2001-11-04,7,30.050,IND,@,BUF,W 30-14,*,1.0
89,2001,2001-11-11,8,30.057,IND,,MIA,L 24-27,*,
90,2001,2001-11-18,9,30.064,IND,@,NOR,L 20-34,*,
91,2001,2001-11-25,10,30.071,IND,,SFO,L 21-40,*,2.0
92,2001,2001-12-02,11,30.078,IND,@,BAL,L 27-39,*,
93,2001,2001-12-10,12,30.086,IND,@,MIA,L 6-41,*,
94,2001,2001-12-16,13,30.092,IND,,ATL,W 41-27,*,1.0
95,2001,2001-12-23,14,30.099,IND,,NYJ,L 28-29,*,
96,2001,2001-12-30,15,30.106,IND,@,STL,L 17-42,*,
97,2001,2002-01-06,16,30.113,IND,,DEN,W 29-10,*,3.0
98,2002,2002-09-08,1,30.358,IND,@,JAX,W 28-25,*,1.0
99,2002,2002-09-15,2,31.000,IND,,MIA,L 13-21,*,1.0
100,2002,2002-09-22,3,31.007,IND,@,HOU,W 23-3,*,
101,2002,2002-10-06,4,31.021,IND,,CIN,W 28-21,*,
102,2002,2002-10-13,5,31.028,IND,,BAL,W 22-20,*,1.0
103,2002,2002-10-21,6,31.036,IND,@,PIT,L 10-28,*,
104,2002,2002-10-27,7,31.042,IND,@,WAS,L 21-26,*,
105,2002,2002-11-03,8,31.049,IND,,TEN,L 15-23,*,
106,2002,2002-11-10,9,31.056,IND,@,PHI,W 35-13,*,
107,2002,2002-11-17,10,31.063,IND,,DAL,W 20-3,*,1.0
108,2002,2002-11-24,11,31.070,IND,@,DEN,W 23-20,*,
109,2002,2002-12-01,12,31.077,IND,,HOU,W 19-3,*,1.0
110,2002,2002-12-08,13,31.084,IND,@,TEN,L 17-27,*,
111,2002,2002-12-15,14,31.091,IND,@,CLE,W 28-23,*,1.0
112,2002,2002-12-22,15,31.098,IND,,NYG,L 27-44,*,
113,2002,2002-12-29,16,31.105,IND,,JAX,W 20-13,*,
114,2003,2003-09-07,1,31.357,IND,@,CLE,W 9-6,,
115,2003,2003-09-14,2,31.364,IND,,TEN,W 33-7,,1.0
116,2003,2003-09-21,3,32.006,IND,,JAX,W 23-13,*,1.0
117,2003,2003-09-28,4,32.013,IND,@,NOR,W 55-21,*,
118,2003,2003-10-06,5,32.021,IND,@,TAM,W 38-35,,
119,2003,2003-10-12,6,32.027,IND,,CAR,L 20-23,,
120,2003,2003-10-26,7,32.041,IND,,HOU,W 30-21,,
121,2003,2003-11-02,8,32.048,IND,@,MIA,W 23-17,,1.0
122,2003,2003-11-09,9,32.055,IND,@,JAX,L 23-28,,
123,2003,2003-11-16,10,32.062,IND,,NYJ,W 38-31,,
124,2003,2003-11-23,11,32.069,IND,@,BUF,W 17-14,,
125,2003,2003-11-30,12,32.076,IND,,NWE,L 34-38,,
126,2003,2003-12-07,13,32.083,IND,@,TEN,W 29-27,,
127,2003,2003-12-14,14,32.090,IND,,ATL,W 38-7,,
128,2003,2003-12-21,15,32.097,IND,,DEN,L 17-31,,
129,2003,2003-12-28,16,32.104,IND,@,HOU,W 20-17,*,
