ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
12,1986,1986-11-23,12,24.086,STL,,KAN,W 23-14,6,11,1.83,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,24,24.00,0,3,37,12.33,0,0,0
13,1986,1986-11-30,13,24.093,STL,,WAS,L 17-20,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,63,31.50,0,3,26,8.67,0,0,0
14,1986,1986-12-07,14,24.100,STL,@,PHI,T 10-10,1,4,4.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,4,80,20.00,0,4,27,6.75,0,0,0
15,1986,1986-12-14,15,24.107,STL,@,NYG,L 7-27,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,46,15.33,0,3,24,8.00,0,0,0
16,1986,1986-12-21,16,24.114,STL,,TAM,W 21-17,7,21,3.00,0,,3,14,4.67,0,,,0,0,,0,0,0,,,,,,2,42,21.00,0,4,145,36.25,2,2,12
17,1987,1987-09-13,1,25.015,STL,,DAL,W 24-13,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,14,14.00,0,7,44,6.29,0,0,0
18,1987,1987-09-20,2,25.022,STL,@,SDG,L 24-28,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,63,21.00,0,2,29,14.50,0,0,0
19,1987,1987-10-04,3,25.036,STL,@,WAS,L 21-28,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,61,30.50,0,2,11,5.50,0,0,0
20,1987,1987-10-11,4,25.043,STL,,NOR,W 24-19,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,59,19.67,0,1,29,29.00,0,0,0
21,1987,1987-10-18,5,25.050,STL,@,SFO,L 28-34,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,61,20.33,0,2,22,11.00,0,0,0
22,1987,1987-10-25,6,25.057,STL,@,NYG,L 7-30,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,5,97,19.40,0,2,19,9.50,0,0,0
23,1987,1987-11-01,7,25.064,STL,,PHI,L 23-28,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,50,50.00,0,5,65,13.00,0,0,0
24,1987,1987-11-08,8,25.071,STL,,TAM,W 31-28,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,70,23.33,0,2,12,6.00,0,0,0
25,1987,1987-11-15,9,25.078,STL,,RAM,L 24-27,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,20,10.00,0,0,0
26,1987,1987-11-22,10,25.085,STL,@,PHI,W 31-19,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,14,14.00,0,3,34,11.33,0,0,0
27,1987,1987-11-29,11,25.092,STL,@,ATL,W 34-21,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,36,18.00,0,5,81,16.20,0,0,0
28,1987,1987-12-06,12,25.099,STL,,WAS,L 17-34,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,4,90,22.50,0,2,4,2.00,0,0,0
29,1987,1987-12-13,13,25.106,STL,,NYG,W 27-24,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,67,33.50,0,2,96,48.00,1,1,6
30,1987,1987-12-20,14,25.113,STL,@,TAM,W 31-14,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,23,23.00,0,4,53,13.25,0,0,0
31,1987,1987-12-27,15,25.120,STL,@,DAL,L 16-21,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,56,18.67,0,3,31,10.33,0,0,0
32,1988,1988-09-04,1,26.006,PHO,@,CIN,L 14-21,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,14,14.00,0,1,17,17.00,0,0,0
33,1988,1988-09-12,2,26.014,PHO,,DAL,L 14-17,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,95,31.67,0,3,16,5.33,0,0,0
34,1988,1988-09-18,3,26.020,PHO,@,TAM,W 30-24,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,11,11.00,0,0,0
35,1988,1988-09-25,4,26.027,PHO,,WAS,W 30-21,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,18,18.00,0,3,31,10.33,0,0,0
36,1988,1988-10-02,5,26.034,PHO,@,RAM,W 41-27,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,10,10.00,0,2,34,17.00,0,0,0
37,1988,1988-10-09,6,26.041,PHO,,PIT,W 31-14,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,7,57,8.14,0,0,0
38,1988,1988-10-16,7,26.048,PHO,@,WAS,L 17-33,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,4,82,20.50,0,4,54,13.50,0,0,0
39,1988,1988-10-23,8,26.055,PHO,,CLE,L 21-29,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,0,0
40,1988,1988-10-30,9,26.062,PHO,@,DAL,W 16-10,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,13,13.00,0,4,39,9.75,0,0,0
41,1988,1988-12-04,14,26.097,PHO,@,NYG,L 7-44,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,6,124,20.67,0,2,22,11.00,0,0,0
42,1988,1988-12-10,15,26.103,PHO,,PHI,L 17-23,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,65,21.67,0,2,2,1.00,0,0,0
43,1988,1988-12-18,16,26.111,PHO,,GNB,L 17-26,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,54,18.00,0,3,50,16.67,0,0,0
44,1989,1989-09-10,1,27.012,PHO,@,DET,W 16-13,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,4,83,20.75,0,1,10,10.00,0,0,0
45,1989,1989-09-17,2,27.019,PHO,@,SEA,W 34-24,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,59,19.67,0,2,4,2.00,0,0,0
46,1989,1989-09-24,3,27.026,PHO,@,NYG,L 7-35,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,29,29.00,0,2,13,6.50,0,0,0
47,1989,1989-10-01,4,27.033,PHO,,SDG,L 13-24,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,52,17.33,0,6,84,14.00,0,0,0
48,1989,1989-10-08,5,27.040,PHO,@,WAS,L 28-30,1,28,28.00,0,,1,16,16.00,0,,,0,0,,0,0,0,,0,,,,5,88,17.60,0,2,62,31.00,0,0,0
49,1989,1989-10-15,6,27.047,PHO,,PHI,L 5-17,2,2,1.00,0,,1,17,17.00,0,,,0,0,,0,0,0,,0,,,,2,29,14.50,0,4,42,10.50,0,0,0
50,1989,1989-10-22,7,27.054,PHO,,ATL,W 34-20,1,2,2.00,0,,1,23,23.00,0,,,0,0,,0,0,0,,0,,,,4,112,28.00,0,1,1,1.00,0,0,0
51,1989,1989-10-29,8,27.061,PHO,@,DAL,W 19-10,1,3,3.00,0,,1,12,12.00,0,,,0,0,,0,0,0,,0,,,,3,59,19.67,0,2,19,9.50,0,0,0
52,1989,1989-11-05,9,27.068,PHO,,NYG,L 13-20,8,42,5.25,0,,2,34,17.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,2,26,13.00,0,0,0
53,1989,1989-11-12,10,27.075,PHO,,DAL,W 24-20,5,6,1.20,0,,4,22,5.50,0,,,0,0,,0,0,0,,0,,,,1,21,21.00,0,2,36,18.00,0,0,0
54,1989,1989-11-19,11,27.082,PHO,@,RAM,L 14-37,3,14,4.67,0,,5,37,7.40,0,,,0,0,,0,0,0,,0,,,,0,0,,0,3,32,10.67,0,0,0
55,1989,1989-11-26,12,27.089,PHO,,TAM,L 13-14,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,2,45,22.50,0,5,85,17.00,0,0,0
56,1989,1989-12-03,13,27.096,PHO,,WAS,L 10-29,2,7,3.50,0,,2,22,11.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,5,105,21.00,0,2,19,9.50,0,0,0
57,1989,1989-12-10,14,27.103,PHO,@,RAI,L 14-16,7,26,3.71,0,,1,9,9.00,0,,,0,0,,0,0,0,,0,,,,2,42,21.00,0,2,1,0.50,0,0,0
58,1989,1989-12-16,15,27.109,PHO,,DEN,L 0-37,3,1,0.33,0,,3,18,6.00,0,,,0,0,,0,0,0,,0,,,,5,89,17.80,0,1,-1,-1.00,0,0,0
59,1989,1989-12-24,16,27.117,PHO,@,PHI,L 14-31,4,13,3.25,0,,2,35,17.50,0,,,0,0,,0,0,0,,0,,,,3,61,20.33,0,0,0,,0,0,0
60,1990,1990-09-09,1,28.011,PHO,@,WAS,L 0-31,2,7,3.50,0,,3,25,8.33,0,,,0,0,,0,0,0,,,,,,3,60,20.00,0,3,27,9.00,0,0,0
61,1990,1990-09-16,2,28.018,PHO,@,PHI,W 23-21,1,1,1.00,0,,3,26,8.67,0,,,0,0,,0,0,0,,,,,,3,61,20.33,0,2,29,14.50,0,0,0
62,1990,1990-09-23,3,28.025,PHO,@,NOR,L 7-28,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,0,0
63,1990,1990-09-30,4,28.032,PHO,,WAS,L 10-38,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,50,25.00,0,0,0,,0,0,0
64,1990,1990-10-14,5,28.046,PHO,,DAL,W 20-3,0,0,,0,,1,0,0.00,0,,,0,0,,0,0,0,,,,,,1,11,11.00,0,5,41,8.20,0,0,0
65,1990,1990-10-21,6,28.053,PHO,@,NYG,L 19-20,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,22,22.00,0,2,20,10.00,0,0,0
66,1990,1990-10-28,7,28.060,PHO,,CHI,L 21-31,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,5,109,21.80,0,2,5,2.50,0,0,0
67,1990,1990-11-04,8,28.067,PHO,@,MIA,L 3-23,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,32,32.00,0,2,20,10.00,0,0,0
68,1990,1990-11-11,9,28.074,PHO,@,BUF,L 14-45,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,20,20.00,0,2,10,5.00,0,0,0
69,1990,1990-11-18,10,28.081,PHO,,GNB,L 21-24,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,4,2.00,0,0,0
70,1990,1990-11-25,11,28.088,PHO,,NWE,W 34-14,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,20,20.00,0,2,25,12.50,0,0,0
71,1990,1990-12-02,12,28.095,PHO,,IND,W 20-17,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,24,24.00,0,3,31,10.33,0,0,0
72,1990,1990-12-09,13,28.102,PHO,@,ATL,W 24-13,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,18,9.00,0,0,0
73,1990,1990-12-16,14,28.109,PHO,@,DAL,L 10-41,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,17,8.50,0,0,0
74,1990,1990-12-23,15,28.116,PHO,,NYG,L 21-24,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,4,58,14.50,0,3,22,7.33,0,0,0
75,1990,1990-12-29,16,28.122,PHO,,PHI,L 21-23,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,4,77,19.25,0,3,29,9.67,0,0,0
76,1991,1991-09-01,1,29.003,GNB,,PHI,L 3-20,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,67,33.50,0,0,0
77,1991,1991-09-08,2,29.010,GNB,@,DET,L 14-23,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,26,26.00,0,1,16,16.00,0,0,0
78,1991,1991-09-22,4,29.024,GNB,@,MIA,L 13-16,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,4,90,22.50,0,4,54,13.50,0,0,0
79,1991,1991-09-29,5,29.031,GNB,@,RAM,L 21-23,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,4,63,15.75,0,2,6,3.00,0,0,0
80,1991,1991-10-06,6,29.038,GNB,,DAL,L 17-20,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,35,35.00,0,2,6,3.00,0,0,0
81,1991,1991-10-17,7,29.049,GNB,,CHI,L 0-10,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,16,16.00,0,1,5,5.00,0,0,0
82,1991,1991-10-27,8,29.059,GNB,@,TAM,W 27-0,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,25,12.50,0,0,0
83,1991,1991-11-03,9,29.066,GNB,@,NYJ,L 16-19,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,5,26,5.20,0,0,0
84,1991,1991-11-10,10,29.073,GNB,,BUF,L 24-34,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,0,0
85,1991,1991-11-17,11,29.080,GNB,,MIN,L 21-35,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,73,24.33,0,1,14,14.00,0,0,0
86,1991,1991-11-24,12,29.087,GNB,,IND,W 14-10,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,22,22.00,0,5,14,2.80,0,0,0
87,1992,1992-09-06,1,30.008,PHI,,NOR,W 15-13,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,3,56,18.67,0,0,0
88,1992,1992-09-13,2,30.015,PHI,@,PHO,W 31-14,0,0,,0,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,,,,,1,25,25.00,0,0,0,,0,0,0
89,1992,1992-09-20,3,30.022,PHI,,DEN,W 30-0,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,0,0
90,1992,1992-10-05,4,30.037,PHI,,DAL,W 31-7,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,18,18.00,0,2,19,9.50,0,0,0
91,1992,1992-10-11,5,30.043,PHI,@,KAN,L 17-24,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,52,17.33,0,2,9,4.50,0,0,0
92,1992,1992-10-18,6,30.050,PHI,@,WAS,L 12-16,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,67,22.33,0,2,28,14.00,0,0,0
93,1992,1992-10-25,7,30.057,PHI,,PHO,W 7-3,1,1,1.00,0,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,,,,,1,22,22.00,0,0,0,,0,0,0
94,1992,1992-11-01,8,30.064,PHI,@,DAL,L 10-20,0,0,,0,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,,,,,0,0,,0,4,44,11.00,0,0,0
95,1992,1992-11-08,9,30.071,PHI,,RAI,W 31-10,0,0,,0,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,,,,,2,65,32.50,0,2,27,13.50,0,0,0
96,1992,1992-11-15,10,30.078,PHI,@,GNB,L 24-27,0,0,,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,,,,,5,70,14.00,0,1,5,5.00,0,0,0
97,1992,1992-11-22,11,30.085,PHI,@,NYG,W 47-34,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,5,123,24.60,0,4,111,27.75,1,1,6
98,1992,1992-11-29,12,30.092,PHI,@,SFO,L 14-20,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,4,32,8.00,0,0,0
99,1992,1992-12-06,13,30.099,PHI,,MIN,W 28-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,10,10.00,0,2,31,15.50,0,0,0
100,1992,1992-12-13,14,30.106,PHI,@,SEA,W 20-17,1,1,1.00,0,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,,,,,3,59,19.67,0,8,57,7.13,0,0,0
101,1992,1992-12-20,15,30.113,PHI,,WAS,W 17-13,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,3,55,18.33,0,0,0
102,1992,1992-12-27,16,30.120,PHI,,NYG,W 20-10,0,0,,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,1,17,17.00,0,2,21,10.50,0,0,0
103,1993,1993-09-05,1,31.007,PHI,,PHO,W 23-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,14,7.00,0,0,0
104,1993,1993-09-12,2,31.014,PHI,@,GNB,W 20-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,29,14.50,0,3,37,12.33,0,0,0
105,1993,1993-09-19,3,31.021,PHI,,WAS,W 34-31,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,17,17.00,0,1,11,11.00,0,0,0
106,1993,1993-10-03,4,31.035,PHI,@,NYJ,W 35-30,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,87,29.00,0,0,0,,0,0,0
107,1993,1993-10-10,5,31.042,PHI,,CHI,L 6-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,80,26.67,0,0,0,,0,0,0
108,1993,1993-10-17,6,31.049,PHI,@,NYG,L 10-21,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,39,19.50,0,4,18,4.50,0,0,0
109,1993,1993-10-31,7,31.063,PHI,,DAL,L 10-23,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,12,12.00,0,1,1,1.00,0,0,0
110,1993,1993-11-07,8,31.070,PHI,@,PHO,L 3-16,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,54,18.00,0,1,10,10.00,0,0,0
111,1993,1993-11-14,9,31.077,PHI,,MIA,L 14-19,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,31,15.50,0,4,72,18.00,0,0,0
112,1993,1993-11-21,10,31.084,PHI,,NYG,L 3-7,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,12,12.00,0,6,29,4.83,0,0,0
113,1993,1993-11-28,11,31.091,PHI,@,WAS,W 17-14,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,45,22.50,0,0,0,,0,0,0
114,1993,1993-12-06,12,31.099,PHI,@,DAL,L 17-23,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,34,17.00,0,4,21,5.25,0,0,0
115,1993,1993-12-12,13,31.105,PHI,,BUF,L 7-10,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,57,19.00,0,0,0,,0,0,0
116,1993,1993-12-19,14,31.112,PHI,@,IND,W 20-10,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,5,46,9.20,0,0,0
117,1993,1993-12-26,15,31.119,PHI,,NOR,W 37-26,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,63,15.75,0,0,0,,0,0,0
118,1993,1994-01-03,16,31.127,PHI,@,SFO,W 37-34,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,19,19.00,0,2,16,8.00,0,0,0
