ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-11-22,11,22.078,DET,@,CIN,W 19-13,,,,,,,,,,,,,,,
2,1992,1992-11-26,12,22.082,DET,,HOU,L 21-24,,,,,,,,,,,,,,,
3,1992,1992-12-06,13,22.092,DET,@,GNB,L 10-38,,,,,,,,,,,,,,,
4,1992,1992-12-13,14,22.099,DET,,CLE,W 24-14,,,,,,,,,,,,,,,
5,1992,1992-12-20,15,22.106,DET,,CHI,W 16-3,,,,,,,,,,,,,,,
6,1992,1992-12-28,16,22.114,DET,@,SFO,L 6-24,,,,,,,,,,,,,,,
7,1993,1993-09-05,1,23.000,DET,,ATL,W 30-13,,0,0,,0,,,,,,,,,,
8,1993,1993-09-12,2,23.007,DET,@,NWE,W 19-16,,0,0,,0,,,,,,,,,,
9,1993,1993-09-19,3,23.014,DET,@,NOR,L 3-14,,0,0,,0,,,,,,,,,,
10,1993,1993-09-26,4,23.021,DET,,PHO,W 26-20,,0,0,,0,,,,,,,,,,
11,1993,1993-10-03,5,23.028,DET,@,TAM,L 10-27,,0,0,,0,,,,,,,,,,
12,1993,1993-10-17,6,23.042,DET,,SEA,W 30-10,,0,0,,0,,,,,,,,,,
13,1993,1993-10-24,7,23.049,DET,@,RAM,W 16-13,,0,0,,0,,,,,,,,,,
14,1993,1993-10-31,8,23.056,DET,@,MIN,W 30-27,,0,0,,0,,,,,,,,,,
15,1993,1993-11-07,9,23.063,DET,,TAM,W 23-0,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
16,1993,1993-11-21,10,23.077,DET,@,GNB,L 17-26,,0,0,,0,,,,,,,,,,
17,1993,1993-11-25,11,23.081,DET,,CHI,L 6-10,,0,0,,0,,,,,,,,,,
18,1993,1993-12-05,12,23.091,DET,,MIN,L 0-13,,0,0,,0,,,,,,,,,,
19,1993,1993-12-12,13,23.098,DET,@,PHO,W 21-14,,0,0,,0,,,,,,,,,,
20,1993,1993-12-19,14,23.105,DET,,SFO,L 17-55,,0,0,,0,,,,,,,,,,
21,1993,1993-12-26,15,23.112,DET,@,CHI,W 20-14,,2,34,17.00,0,0,0,,0,0,0,0.0,0,0,0
22,1993,1994-01-02,16,23.119,DET,,GNB,W 30-20,,0,0,,0,,,,,,,,,,
23,1994,1994-09-04,1,23.364,DET,,ATL,W 31-28,,0,0,,0,1,12,12.00,0,0,0,0.0,0,0,0
24,1994,1994-09-11,2,24.006,DET,@,MIN,L 3-10,,,,,,0,0,,0,,,,,,
25,1994,1994-09-19,3,24.014,DET,@,DAL,W 20-17,,,,,,0,0,,0,,,,,,
26,1994,1994-09-25,4,24.020,DET,,NWE,L 17-23,,,,,,0,0,,0,,,,,,
27,1994,1994-10-02,5,24.027,DET,@,TAM,L 14-24,,,,,,0,0,,0,,,,,,
28,1994,1994-10-09,6,24.034,DET,,SFO,L 21-27,,,,,,0,0,,0,,,,,,
29,1994,1994-10-23,7,24.048,DET,,CHI,W 21-16,,,,,,0,0,,0,,,,,,
30,1994,1994-10-30,8,24.055,DET,@,NYG,W 28-25,,,,,,0,0,,0,,,,,,
31,1994,1994-11-06,9,24.062,DET,@,GNB,L 30-38,,,,,,,,,,,,,0,8,0
32,1994,1994-11-13,10,24.069,DET,,TAM,W 14-9,,,,,,0,0,,0,,,,,,
33,1994,1994-11-20,11,24.076,DET,@,CHI,L 10-20,,,,,,0,0,,0,,,,,,
34,1994,1994-11-24,12,24.080,DET,,BUF,W 35-21,,0,0,,0,0,0,,0,1,6,0.0,2,28,1
35,1994,1994-12-04,13,24.090,DET,,GNB,W 34-31,,0,0,,0,0,0,,0,0,0,0.0,1,18,0
36,1994,1994-12-10,14,24.096,DET,@,NYJ,W 18-7,,,,,,0,0,,0,,,,,,
37,1994,1994-12-17,15,24.103,DET,,MIN,W 41-19,,0,0,,0,2,8,4.00,0,0,0,0.0,0,0,0
38,1994,1994-12-25,16,24.111,DET,@,MIA,L 20-27,,,,,,0,0,,0,,,,,,
39,1995,1995-09-03,1,24.363,DET,@,PIT,L 20-23,,0,0,,0,0,0,,0,0,0,0.0,1,10,0
40,1995,1995-09-10,2,25.005,DET,@,MIN,L 10-20,,,,,,0,0,,0,,,,,,
41,1995,1995-09-17,3,25.012,DET,,ARI,L 17-20,,,,,,0,0,,0,,,,,,
42,1995,1995-09-25,4,25.020,DET,,SFO,W 27-24,,,,,,0,0,,0,,,,,,
43,1995,1995-10-08,5,25.033,DET,,CLE,W 38-20,,,,,,0,0,,0,,,,,,
44,1995,1995-10-15,6,25.040,DET,@,GNB,L 21-30,,,,,,0,0,,0,,,,,,
45,1995,1995-10-22,7,25.047,DET,@,WAS,L 30-36,,,,,,0,0,,0,,,,,,
46,1995,1995-10-29,8,25.054,DET,,GNB,W 24-16,,0,0,,0,0,0,,0,0,0,0.0,2,53,0
47,1995,1995-11-05,9,25.061,DET,@,ATL,L 22-34,,,,,,0,0,,0,,,,,,
48,1995,1995-11-12,10,25.068,DET,,TAM,W 27-24,,0,0,,0,0,0,,0,0,0,0.0,2,43,0
49,1995,1995-11-19,11,25.075,DET,@,CHI,W 24-17,,,,,,0,0,,0,,,,,,
50,1995,1995-11-23,12,25.079,DET,,MIN,W 44-38,,0,0,,0,2,19,9.50,0,0,0,0.0,0,0,0
51,1995,1995-12-04,13,25.090,DET,,CHI,W 27-7,,0,0,,0,1,2,2.00,0,0,0,0.0,0,0,0
52,1995,1995-12-10,14,25.096,DET,@,HOU,W 24-17,,0,0,,0,1,28,28.00,0,0,0,0.0,1,17,0
53,1995,1995-12-17,15,25.103,DET,,JAX,W 44-0,,0,0,,0,1,0,0.00,0,0,0,0.0,1,39,0
54,1995,1995-12-23,16,25.109,DET,@,TAM,W 37-10,,0,0,,0,0,0,,0,0,0,0.0,1,11,0
55,1996,1996-09-01,1,25.362,NWE,@,MIA,L 10-24,,,,,,,,,,,,,,,
56,1996,1996-09-08,2,26.003,NWE,@,BUF,L 10-17,,0,0,,0,0,0,,0,0,0,0.0,1,15,0
57,1996,1996-09-15,3,26.010,NWE,,ARI,W 31-0,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
58,1996,1996-09-22,4,26.017,NWE,,JAX,W 28-25,,,,,,,,,,,,,,,
59,1996,1996-10-06,5,26.031,NWE,@,BAL,W 46-38,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
60,1996,1996-10-06,5,26.031,BUF,,IND,W 16-13,,,,,,,,,,,,,,,
61,1996,1996-10-13,6,26.038,NWE,,WAS,L 22-27,,,,,,,,,,,,,,,
62,1996,1996-10-20,7,26.045,NWE,@,IND,W 27-9,,,,,,,,,,,,,,,
63,1996,1996-10-27,8,26.052,NWE,,BUF,W 28-25,,,,,,,,,,,,,,,
64,1996,1996-11-03,9,26.059,NWE,,MIA,W 42-23,,,,,,,,,,,,,,,
65,1996,1996-11-10,10,26.066,NWE,@,NYJ,W 31-27,,0,0,,0,0,0,,0,0,0,0.0,1,35,0
66,1996,1996-11-17,11,26.073,NWE,,DEN,L 8-34,,,,,,,,,,,,,,,
67,1996,1996-11-24,12,26.080,NWE,,IND,W 27-13,,,,,,,,,,,,,,,
68,1996,1996-12-01,13,26.087,NWE,@,SDG,W 45-7,,,,,,,,,,,,,,,
69,1996,1996-12-08,14,26.094,NWE,,NYJ,W 34-10,,,,,,,,,,,,,,,
70,1996,1996-12-15,15,26.101,NWE,@,DAL,L 6-12,,,,,,,,,,,,,,,
71,1996,1996-12-21,16,26.107,NWE,@,NYG,W 23-22,,,,,,,,,,,,,,,
72,1997,1997-08-31,1,26.360,NWE,,SDG,W 41-7,,0,0,,0,0,0,,0,1,6,0.0,1,53,1
73,1997,1997-09-07,2,27.002,NWE,@,IND,W 31-6,,,,,,,,,,,,,,,
74,1997,1997-09-14,3,27.009,NWE,,NYJ,W 27-24,,,,,,,,,,,,,,,
75,1997,1997-09-21,4,27.016,NWE,,CHI,W 31-3,,,,,,,,,,,,,,,
76,1997,1997-10-06,5,27.031,NWE,@,DEN,L 13-34,,0,0,,0,0,0,,0,0,0,0.0,2,30,0
77,1997,1997-10-12,6,27.037,NWE,,BUF,W 33-6,,0,0,,0,0,0,,0,0,0,0.0,1,26,0
78,1997,1997-10-19,7,27.044,NWE,@,NYJ,L 19-24,,,,,,,,,,,,,,,
79,1997,1997-10-27,8,27.052,NWE,,GNB,L 10-28,,,,,,,,,,,,,,,
80,1997,1997-11-02,9,27.058,NWE,@,MIN,L 18-23,,,,,,,,,,,,,,,
81,1997,1997-11-09,10,27.065,NWE,@,BUF,W 31-10,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
82,1997,1997-11-16,11,27.072,NWE,@,TAM,L 7-27,,,,,,,,,,,,,,,
83,1997,1997-11-23,12,27.079,NWE,,MIA,W 27-24,,,,,,,,,,,,,,,
84,1997,1997-11-30,13,27.086,NWE,,IND,W 20-17,,,,,,,,,,,,,,,
85,1997,1997-12-07,14,27.093,NWE,@,JAX,W 26-20,,,,,,,,,,,,,,,
86,1997,1997-12-13,15,27.099,NWE,,PIT,L 21-24,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
87,1997,1997-12-22,16,27.108,NWE,@,MIA,W 14-12,,,,,,,,,,,,,,,
88,1998,1998-10-25,7,28.050,NWE,@,MIA,L 9-12,,0,0,,0,0,0,,0,0,0,0.0,1,19,0
89,1998,1998-11-15,10,28.071,NWE,@,BUF,L 10-13,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
90,1998,1998-12-20,15,28.106,NWE,,SFO,W 24-21,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
91,1999,1999-09-12,1,29.007,NOR,,CAR,W 19-10,,,,,,,,,,,,,,,
92,1999,1999-09-19,2,29.014,NOR,@,SFO,L 21-28,,,,,,,,,,,,,,,
93,1999,1999-10-03,3,29.028,NOR,@,CHI,L 10-14,,,,,,,,,,,,,,,
94,1999,1999-10-10,4,29.035,NOR,,ATL,L 17-20,,,,,,,,,,,,,,,
95,1999,1999-10-17,5,29.042,NOR,,TEN,L 21-24,,,,,,,,,,,,,,,
96,1999,1999-10-24,6,29.049,NOR,@,NYG,L 3-31,*,,,,,,,,,,,,,,
97,1999,1999-10-31,7,29.056,NOR,,CLE,L 16-21,*,,,,,,,,,,,,,,
98,1999,1999-11-07,8,29.063,NOR,,TAM,L 16-31,*,,,,,,,,,,,,,,
99,1999,1999-11-14,9,29.070,NOR,,SFO,W 24-6,*,0,0,,0,0,0,,0,0,0,0.0,1,24,0
100,1999,1999-11-21,10,29.077,NOR,@,JAX,L 23-41,*,0,0,,0,0,0,,0,0,0,0.0,1,0,0
101,1999,1999-11-28,11,29.084,NOR,@,STL,L 12-43,*,,,,,,,,,,,,,,
102,1999,1999-12-05,12,29.091,NOR,@,ATL,L 12-35,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
103,1999,1999-12-12,13,29.098,NOR,,STL,L 14-30,*,,,,,,,,,,,,,,
104,1999,1999-12-19,14,29.105,NOR,@,BAL,L 8-31,*,,,,,,,,,,,,,,
105,1999,1999-12-24,15,29.110,NOR,,DAL,W 31-24,*,,,,,,,,,,,,,,
106,1999,2000-01-02,16,29.119,NOR,@,CAR,L 13-45,,,,,,,,,,,,,,,
