ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1970,1970-09-20,1,22.335,CIN,,OAK,W 31-21
2,1970,1970-09-27,2,22.342,CIN,@,DET,L 3-38
3,1970,1970-10-04,3,22.349,CIN,,HOU,L 13-20
4,1970,1970-10-11,4,22.356,CIN,@,CLE,L 27-30
5,1970,1970-10-18,5,22.363,CIN,,KAN,L 19-27
6,1970,1970-10-25,6,23.005,CIN,@,WAS,L 0-20
7,1970,1970-11-02,7,23.013,CIN,@,PIT,L 10-21
8,1970,1970-11-08,8,23.019,CIN,@,BUF,W 43-14
9,1970,1970-11-15,9,23.026,CIN,,CLE,W 14-10
10,1970,1970-11-22,10,23.033,CIN,,PIT,W 34-7
11,1970,1970-11-29,11,23.040,CIN,,NOR,W 26-6
12,1970,1970-12-06,12,23.047,CIN,@,SDG,W 17-14
13,1970,1970-12-13,13,23.054,CIN,@,HOU,W 30-20
14,1970,1970-12-20,14,23.061,CIN,,BOS,W 45-7
15,1971,1971-11-21,10,24.032,BUF,,NYJ,L 7-20
16,1971,1971-11-28,11,24.039,BUF,,NWE,W 27-20
17,1971,1971-12-05,12,24.046,BUF,@,BAL,L 0-24
18,1971,1971-12-12,13,24.053,BUF,,HOU,L 14-20
19,1971,1971-12-19,14,24.060,BUF,@,KAN,L 9-22
20,1975,1975-11-30,11,28.041,KAN,@,BAL,L 14-28
21,1975,1975-12-07,12,28.048,KAN,,SDG,L 20-28
22,1975,1975-12-14,13,28.055,KAN,@,CLE,L 14-40
23,1975,1975-12-21,14,28.062,KAN,@,OAK,L 20-28
