ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-16,1,25.343,PHI,,CLE,L 10-35,5,12,2.40,0,2,29,14.50,0
2,1950,1950-09-24,2,25.351,PHI,@,CRD,W 45-7,2,2,1.00,0,0,0,,0
3,1950,1950-10-07,3,25.364,PHI,,RAM,W 56-20,6,83,13.83,0,0,0,,0
4,1950,1950-10-15,4,26.007,PHI,@,BAL,W 24-14,4,6,1.50,0,1,6,6.00,0
5,1950,1950-10-22,5,26.014,PHI,@,PIT,W 17-10,3,31,10.33,0,0,0,,0
6,1950,1950-10-29,6,26.021,PHI,,WAS,W 35-3,1,5,5.00,0,1,39,39.00,0
7,1950,1950-11-05,7,26.028,PHI,,PIT,L 7-9,1,2,2.00,0,0,0,,0
8,1950,1950-11-19,9,26.042,PHI,,CRD,L 10-14,1,1,1.00,0,0,0,,0
9,1950,1950-11-26,10,26.049,PHI,@,NYG,L 3-7,1,3,3.00,0,0,0,,0
10,1950,1950-12-03,11,26.056,PHI,@,CLE,L 7-13,5,14,2.80,0,1,13,13.00,0
11,1952,1952-09-28,1,27.356,RAM,@,CLE,L 7-37,2,8,4.00,0,1,3,3.00,0
12,1952,1952-10-26,5,28.018,RAM,,CHI,W 31-7,6,17,2.83,1,0,0,,0
13,1952,1952-11-09,7,28.032,RAM,@,DTX,W 27-6,4,15,3.75,0,0,0,,0
14,1952,1952-11-30,10,28.053,RAM,@,SFO,W 34-21,4,20,5.00,0,0,0,,0
15,1952,1952-12-07,11,28.060,RAM,,GNB,W 45-27,2,3,1.50,0,0,0,,0
16,1952,1952-12-14,12,28.067,RAM,,PIT,W 28-14,9,19,2.11,0,1,-2,-2.00,0
