ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1986,1986-09-07,1,24.077,SEA,,PIT,W 30-0,0,0,,0,,
2,1986,1986-09-14,2,24.084,SEA,,KAN,W 23-17,2,18,9.00,0,0,0
3,1986,1986-09-21,3,24.091,SEA,@,NWE,W 38-31,0,0,,0,,
4,1986,1986-09-28,4,24.098,SEA,@,WAS,L 14-19,1,8,8.00,0,0,0
5,1986,1986-10-06,5,24.106,SEA,,SDG,W 33-7,1,11,11.00,0,0,0
6,1986,1986-10-12,6,24.112,SEA,@,RAI,L 10-14,1,0,0.00,0,0,0
7,1986,1986-10-19,7,24.119,SEA,,NYG,W 17-12,1,16,16.00,1,1,6
8,1986,1986-10-26,8,24.126,SEA,@,DEN,L 13-20,0,0,,0,,
9,1986,1986-11-02,9,24.133,SEA,,NYJ,L 7-38,3,17,5.67,0,0,0
10,1986,1986-11-09,10,24.140,SEA,@,KAN,L 7-27,0,0,,0,,
11,1986,1986-11-16,11,24.147,SEA,@,CIN,L 7-34,1,-4,-4.00,0,0,0
12,1986,1986-11-23,12,24.154,SEA,,PHI,W 24-20,2,48,24.00,0,0,0
13,1986,1986-11-27,13,24.158,SEA,@,DAL,W 31-14,0,0,,0,,
14,1986,1986-12-08,14,24.169,SEA,,RAI,W 37-0,1,17,17.00,0,0,0
15,1986,1986-12-14,15,24.175,SEA,@,SDG,W 34-24,0,0,,0,,
16,1986,1986-12-20,16,24.181,SEA,,DEN,W 41-16,0,0,,0,,
