ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1956,1956-09-30,1,22.018,PHI,@,RAM,L 7-27,7,30,4.29,0,2,8,4.00,0
2,1956,1956-10-06,2,22.024,PHI,,WAS,W 13-9,20,67,3.35,0,1,8,8.00,0
3,1956,1956-10-14,3,22.032,PHI,@,PIT,W 35-21,15,81,5.40,1,1,1,1.00,0
4,1956,1956-10-21,4,22.039,PHI,,CRD,L 6-20,14,55,3.93,0,0,0,,0
5,1956,1956-10-28,5,22.046,PHI,@,NYG,L 3-20,4,2,0.50,0,1,2,2.00,0
6,1956,1956-11-11,7,22.060,PHI,,PIT,W 14-7,19,58,3.05,1,1,13,13.00,0
7,1956,1956-11-18,8,22.067,PHI,,CLE,L 0-16,8,8,1.00,0,0,0,,0
8,1956,1956-11-25,9,22.074,PHI,,SFO,T 10-10,3,9,3.00,0,1,4,4.00,0
9,1956,1956-12-02,10,22.081,PHI,@,CLE,L 14-17,9,43,4.78,1,0,0,,0
10,1956,1956-12-09,11,22.088,PHI,@,WAS,L 17-19,13,80,6.15,1,0,0,,0
11,1957,1957-09-29,1,23.017,PHI,@,RAM,L 13-17,8,33,4.13,0,2,24,12.00,0
12,1957,1957-10-05,2,23.023,PHI,,NYG,L 20-24,8,26,3.25,0,0,0,,0
13,1957,1957-10-13,3,23.031,PHI,@,CLE,L 7-24,5,13,2.60,0,0,0,,0
14,1957,1957-11-03,6,23.052,PHI,@,CRD,W 38-21,10,34,3.40,0,0,0,,0
15,1957,1957-11-10,7,23.059,PHI,,DET,L 16-27,2,4,2.00,0,0,0,,0
16,1957,1957-11-17,8,23.066,PHI,@,NYG,L 0-13,9,54,6.00,0,1,7,7.00,0
17,1957,1957-11-24,9,23.073,PHI,,WAS,W 21-12,11,23,2.09,0,1,0,0.00,0
18,1957,1957-12-01,10,23.080,PHI,,PIT,W 7-6,3,6,2.00,0,0,0,,0
19,1957,1957-12-14,12,23.093,PHI,,CRD,L 27-31,1,2,2.00,0,0,0,,0
