ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2015,2015-12-27,15,23.016,IND,@,MIA,W 18-12,,0,0,,0
2,2015,2016-01-03,16,23.023,IND,,TEN,W 30-24,,2,12,6.00,0
