ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.120,NWE,,BAL,L 13-27,,,,,,,,,,,
2,1976,1976-10-03,4,22.141,NWE,,OAK,W 48-17,3,62,20.67,0,0,0,,0,0,0,0
3,1976,1976-10-10,5,22.148,NWE,@,DET,L 10-30,0,0,,0,1,7,7.00,0,0,0,0
4,1976,1976-10-18,6,22.156,NWE,,NYJ,W 41-7,,,,,,,,,,,
5,1976,1976-10-24,7,22.162,NWE,@,BUF,W 26-22,2,28,14.00,0,0,0,,0,0,0,0
6,1976,1976-10-31,8,22.169,NWE,@,MIA,L 3-10,,,,,,,,,,,
7,1976,1976-11-07,9,22.176,NWE,,BUF,W 20-10,0,0,,0,1,11,11.00,0,0,0,0
8,1976,1976-11-14,10,22.183,NWE,@,BAL,W 21-14,1,44,44.00,0,0,0,,0,0,0,0
9,1976,1976-11-21,11,22.190,NWE,@,NYJ,W 38-24,,,,,,,,,,,
10,1977,1977-10-09,4,23.147,NWE,,SEA,W 31-0,,,,,,,,,,,
11,1977,1977-10-16,5,23.154,NWE,@,SDG,W 24-20,,,,,,,,,,,
12,1977,1977-10-23,6,23.161,NWE,,BAL,W 17-3,,,,,,,,,,,
13,1977,1977-10-30,7,23.168,NWE,,NYJ,W 24-13,,,,,,,,,,,
14,1977,1977-11-06,8,23.175,NWE,,BUF,L 14-24,1,13,13.00,0,0,0,,0,0,0,0
15,1977,1977-11-13,9,23.182,NWE,@,MIA,L 5-17,1,15,15.00,0,0,0,,0,0,0,0
16,1977,1977-11-20,10,23.189,NWE,@,BUF,W 20-7,1,15,15.00,0,1,0,0.00,0,0,0,0
17,1977,1977-11-27,11,23.196,NWE,,PHI,W 14-6,,,,,,,,,,,
18,1977,1977-12-04,12,23.203,NWE,@,ATL,W 16-10,,,,,,,,,,,
19,1977,1977-12-11,13,23.210,NWE,,MIA,W 14-10,,,,,,,,,,,
20,1977,1977-12-18,14,23.217,NWE,@,BAL,L 24-30,1,30,30.00,0,0,0,,0,0,0,0
21,1978,1978-09-03,1,24.111,NWE,,WAS,L 14-16,,,,,,,,,,,
22,1978,1978-09-10,2,24.118,NWE,@,STL,W 16-6,,,,,,,,,,,
23,1978,1978-09-18,3,24.126,NWE,,BAL,L 27-34,0,0,,0,0,0,,0,1,13,0
24,1978,1978-09-24,4,24.132,NWE,@,OAK,W 21-14,,,,,,,,,,,
25,1978,1978-10-01,5,24.139,NWE,,SDG,W 28-23,,,,,,,,,,,
26,1978,1978-10-08,6,24.146,NWE,,PHI,W 24-14,,,,,,,,,,,
27,1978,1978-10-15,7,24.153,NWE,@,CIN,W 10-3,,,,,,,,,,,
28,1978,1978-10-22,8,24.160,NWE,,MIA,W 33-24,0,0,,0,0,0,,0,2,12,0
29,1978,1978-10-29,9,24.167,NWE,,NYJ,W 55-21,,,,,,,,,,,
30,1978,1978-11-05,10,24.174,NWE,@,BUF,W 14-10,,,,,,,,,,,
31,1978,1978-11-19,12,24.188,NWE,@,NYJ,W 19-17,,,,,,,,,,,
32,1978,1978-11-26,13,24.195,NWE,@,BAL,W 35-14,,,,,,,,,,,
33,1978,1978-12-03,14,24.202,NWE,@,DAL,L 10-17,,,,,,,,,,,
34,1978,1978-12-10,15,24.209,NWE,,BUF,W 26-24,,,,,,,,,,,
35,1978,1978-12-18,16,24.217,NWE,@,MIA,L 3-23,,,,,,,,,,,
36,1979,1979-09-03,1,25.111,NWE,,PIT,L 13-16,,,,,,,,,,,
37,1979,1979-09-09,2,25.117,NWE,,NYJ,W 56-3,,,,,,,,,,,
38,1979,1979-10-01,5,25.139,NWE,@,GNB,L 14-27,,,,,,,,,,,
