ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2004,2004-09-26,3,27.075,KAN,,HOU,L 21-24,,3,2,16,8.00,1,66.7%,5.33,0,0,,0,0,0,,0,1,6
2,2004,2004-10-04,4,27.083,KAN,@,BAL,W 27-24,,10,5,60,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
3,2004,2004-10-17,5,27.096,KAN,@,JAX,L 16-22,,1,,,,,0.0%,,,,,,,,,,,
4,2004,2004-10-24,6,27.103,KAN,,ATL,W 56-10,,1,,,,,0.0%,,,,,,,,,,,
5,2004,2004-10-31,7,27.110,KAN,,IND,W 45-35,,,,,,,0.0%,,,,,,,,,,,
6,2004,2004-11-07,8,27.117,KAN,@,TAM,L 31-34,,2,1,30,30.00,0,50.0%,15.00,0,0,,0,2,16,8.00,0,0,0
7,2004,2004-11-14,9,27.124,KAN,@,NOR,L 20-27,,,,,,,0.0%,,,,,,,,,,,
8,2004,2004-11-22,10,27.132,KAN,,NWE,L 19-27,,0,,,,,0.0%,,,,,,,,,,,
9,2004,2004-11-28,11,27.138,KAN,,SDG,L 31-34,,0,,,,,0.0%,,,,,,,,,,,
10,2004,2004-12-05,12,27.145,KAN,@,OAK,W 34-27,,0,,,,,0.0%,,,,,,,,,,,
11,2004,2004-12-13,13,27.153,KAN,@,TEN,W 49-38,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,2,28,14.00,0,0,0
12,2004,2004-12-19,14,27.159,KAN,,DEN,W 45-17,,,,,,,0.0%,,,,,,,,,,,
13,2004,2004-12-25,15,27.165,KAN,,OAK,W 31-30,,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,0,0
14,2004,2005-01-02,16,27.173,KAN,@,SDG,L 17-24,,3,2,12,6.00,0,66.7%,4.00,1,12,12.00,0,0,0,,0,0,0
15,2005,2005-09-11,1,28.060,KAN,,NYJ,W 27-7,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
16,2005,2005-09-18,2,28.067,KAN,@,OAK,W 23-17,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,0,0
17,2005,2005-09-26,3,28.075,KAN,@,DEN,L 10-30,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
18,2005,2005-10-21,6,28.100,KAN,@,MIA,W 30-20,,2,1,50,50.00,0,50.0%,25.00,0,0,,0,0,0,,0,0,0
19,2005,2005-10-30,7,28.109,KAN,@,SDG,L 20-28,*,8,7,58,8.29,0,87.5%,7.25,0,0,,0,0,0,,0,0,0
20,2005,2005-11-06,8,28.116,KAN,,OAK,W 27-23,*,6,4,25,6.25,0,66.7%,4.17,0,0,,0,2,20,10.00,0,0,0
21,2005,2005-11-13,9,28.123,KAN,@,BUF,L 3-14,*,6,2,15,7.50,0,33.3%,2.50,0,0,,0,0,0,,0,0,0
22,2005,2005-11-20,10,28.130,KAN,@,HOU,W 45-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
23,2005,2005-11-27,11,28.137,KAN,,NWE,W 26-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
24,2005,2005-12-04,12,28.144,KAN,,DEN,W 31-27,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0
25,2005,2005-12-11,13,28.151,KAN,@,DAL,L 28-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
26,2005,2005-12-17,14,28.157,KAN,@,NYG,L 17-27,,4,0,0,,0,0.0%,0.00,0,0,,0,1,11,11.00,0,0,0
27,2005,2005-12-24,15,28.164,KAN,,SDG,W 20-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
28,2005,2006-01-01,16,28.172,KAN,,CIN,W 37-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
