ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-10-04,3,25.152,NWE,,CLE,L 10-20,1,-7,-7.00,0,0,0,,0,1,24,24.00,0,0,0
2,1987,1987-10-11,4,25.159,NWE,,BUF,W 14-7,35,146,4.17,0,0,0,,0,1,7,7.00,0,0,0
3,1987,1987-10-18,5,25.166,NWE,@,HOU,W 21-7,13,31,2.38,1,2,3,1.50,0,0,0,,0,1,6
4,1987,1987-10-25,6,25.173,NWE,@,IND,L 16-30,0,0,,0,0,0,,0,0,0,,0,0,
