ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1994,1994-12-11,14,23.267,NOR,@,ATL,W 29-20,,,,,,0.0%,
2,1994,1994-12-19,15,23.275,NOR,,DAL,L 16-24,,,,,,0.0%,
3,1994,1994-12-24,16,23.280,NOR,@,DEN,W 30-28,,,,,,0.0%,
4,1995,1995-09-03,1,24.168,NOR,,SFO,L 22-24,,0,0,,0,0.0%,
5,1995,1995-09-10,2,24.175,NOR,@,STL,L 13-17,,0,0,,0,0.0%,
6,1995,1995-09-17,3,24.182,NOR,,ATL,L 24-27,,0,0,,0,0.0%,
7,1995,1995-09-24,4,24.189,NOR,@,NYG,L 29-45,,0,0,,0,0.0%,
8,1995,1995-10-01,5,24.196,NOR,,PHI,L 10-15,0,0,0,,0,0.0%,
9,1995,1995-10-15,6,24.210,NOR,,MIA,W 33-30,,0,0,,0,0.0%,
10,1995,1995-10-22,7,24.217,NOR,@,CAR,L 3-20,,0,0,,0,0.0%,
11,1995,1995-10-29,8,24.224,NOR,@,SFO,W 11-7,,0,0,,0,0.0%,
12,1995,1995-11-05,9,24.231,NOR,,STL,W 19-10,0,0,0,,0,0.0%,
13,1995,1995-11-12,10,24.238,NOR,,IND,W 17-14,1,1,8,8.00,0,100.0%,8.00
14,1995,1995-11-19,11,24.245,NOR,@,MIN,L 24-43,,0,0,,0,0.0%,
15,1995,1995-11-26,12,24.252,NOR,,CAR,W 34-26,,0,0,,0,0.0%,
16,1995,1995-12-03,13,24.259,NOR,@,NWE,W 31-17,,0,0,,0,0.0%,
17,1995,1995-12-10,14,24.266,NOR,@,ATL,L 14-19,,0,0,,0,0.0%,
18,1995,1995-12-16,15,24.272,NOR,,GNB,L 23-34,0,0,0,,0,0.0%,
19,1995,1995-12-24,16,24.280,NOR,@,NYJ,W 12-0,,0,0,,0,0.0%,
20,1996,1996-09-01,1,25.166,PIT,@,JAX,L 9-24,,0,0,,0,0.0%,
21,1996,1996-09-08,2,25.173,PIT,,BAL,W 31-17,,0,0,,0,0.0%,
22,1996,1996-09-16,3,25.181,PIT,,BUF,W 24-6,,0,0,,0,0.0%,
23,1996,1996-09-29,4,25.194,PIT,,HOU,W 30-16,,0,0,,0,0.0%,
24,1996,1996-10-07,5,25.202,PIT,@,KAN,W 17-7,,0,0,,0,0.0%,
25,1996,1996-10-13,6,25.208,PIT,,CIN,W 20-10,,0,0,,0,0.0%,
26,1996,1996-10-20,7,25.215,PIT,@,HOU,L 13-23,,0,0,,0,0.0%,
27,1996,1996-10-27,8,25.222,PIT,@,ATL,W 20-17,,0,0,,0,0.0%,
28,1996,1996-11-03,9,25.229,PIT,,STL,W 42-6,0,0,0,,0,0.0%,
29,1996,1996-11-10,10,25.236,PIT,@,CIN,L 24-34,0,0,0,,0,0.0%,
30,1996,1996-11-17,11,25.243,PIT,,JAX,W 28-3,,0,0,,0,0.0%,
31,1996,1996-11-25,12,25.251,PIT,@,MIA,W 24-17,,0,0,,0,0.0%,
32,1996,1996-12-01,13,25.257,PIT,@,BAL,L 17-31,,0,0,,0,0.0%,
33,1996,1996-12-08,14,25.264,PIT,,SDG,W 16-3,1,1,4,4.00,0,100.0%,4.00
34,1996,1996-12-15,15,25.271,PIT,,SFO,L 15-25,4,2,26,13.00,0,50.0%,6.50
35,1996,1996-12-22,16,25.278,PIT,@,CAR,L 14-18,3,1,6,6.00,0,33.3%,2.00
36,1997,1997-08-31,1,26.165,PIT,,DAL,L 7-37,,0,0,,0,0.0%,
37,1997,1997-09-07,2,26.172,PIT,,WAS,W 14-13,1,1,11,11.00,0,100.0%,11.00
38,1997,1997-09-22,3,26.187,PIT,@,JAX,L 21-30,,0,0,,0,0.0%,
39,1997,1997-09-28,4,26.193,PIT,,TEN,W 37-24,0,0,0,,0,0.0%,
40,1997,1997-10-05,5,26.200,PIT,@,BAL,W 42-34,,0,0,,0,0.0%,
41,1997,1997-10-12,6,26.207,PIT,,IND,W 24-22,,0,0,,0,0.0%,
42,1997,1997-10-19,7,26.214,PIT,@,CIN,W 26-10,1,0,0,,0,0.0%,0.00
43,1997,1997-10-26,8,26.221,PIT,,JAX,W 23-17,,0,0,,0,0.0%,
44,1997,1997-11-03,9,26.229,PIT,@,KAN,L 10-13,,0,0,,0,0.0%,
45,1997,1997-11-09,10,26.235,PIT,,BAL,W 37-0,,0,0,,0,0.0%,
46,1997,1997-11-16,11,26.242,PIT,,CIN,W 20-3,,0,0,,0,0.0%,
47,1997,1997-11-23,12,26.249,PIT,@,PHI,L 20-23,,0,0,,0,0.0%,
48,1997,1997-12-21,16,26.277,PIT,@,TEN,L 6-16,,0,0,,0,0.0%,
