ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1975,1975-09-28,2,23.114,HOU,,SDG,W 33-17,,,,,,,,
2,1975,1975-10-05,3,23.121,HOU,,CIN,L 19-21,,,,,,,,
3,1975,1975-10-12,4,23.128,HOU,@,CLE,W 40-10,0,0,,0,1,-4,-4.00,0
4,1975,1975-10-26,6,23.142,HOU,,DET,W 24-8,,,,,,,,
5,1975,1975-11-02,7,23.149,HOU,@,KAN,W 17-13,1,4,4.00,0,0,0,,0
6,1975,1975-11-09,8,23.156,HOU,@,PIT,L 17-24,,,,,,,,
7,1975,1975-11-24,10,23.171,HOU,,PIT,L 9-32,1,18,18.00,0,0,0,,0
8,1975,1975-11-30,11,23.177,HOU,@,CIN,L 19-23,,,,,,,,
9,1975,1975-12-07,12,23.184,HOU,@,SFO,W 27-13,,,,,,,,
10,1975,1975-12-14,13,23.191,HOU,@,OAK,W 27-26,,,,,,,,
11,1975,1975-12-21,14,23.198,HOU,,CLE,W 21-10,,,,,,,,
12,1976,1976-09-12,1,24.098,HOU,,TAM,W 20-0,,,,,,,,
13,1976,1976-09-19,2,24.105,HOU,@,BUF,W 13-3,,,,,,,,
14,1976,1976-09-26,3,24.112,HOU,,OAK,L 13-14,,,,,,,,
15,1976,1976-10-03,4,24.119,BUF,,KAN,W 50-17,1,46,46.00,0,0,0,,0
16,1976,1976-10-10,5,24.126,BUF,@,NYJ,L 14-17,1,7,7.00,0,1,0,0.00,0
17,1976,1976-10-31,8,24.147,BUF,,NYJ,L 14-19,,,,,,,,
18,1976,1976-11-15,10,24.162,BUF,@,DAL,L 10-17,,,,,,,,
19,1976,1976-11-21,11,24.168,BUF,,SDG,L 13-34,,,,,,,,
20,1976,1976-11-25,12,24.172,BUF,@,DET,L 14-27,,,,,,,,
