ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1979,1979-09-10,2,23.069,ATL,@,PHI,W 14-10,
2,1979,1979-09-16,3,23.075,ATL,,DEN,L 17-20,
3,1979,1979-09-23,4,23.082,ATL,@,DET,L 23-24,
4,1979,1979-09-30,5,23.089,ATL,,WAS,L 7-16,
5,1979,1979-10-07,6,23.096,ATL,,GNB,W 25-7,
6,1979,1979-10-14,7,23.103,ATL,@,OAK,L 19-50,
7,1979,1979-10-21,8,23.110,ATL,@,SFO,L 15-20,
8,1979,1979-11-04,10,23.124,ATL,,TAM,W 17-14,
9,1979,1979-11-19,12,23.139,ATL,@,RAM,L 14-20,
10,1979,1979-11-25,13,23.145,ATL,,NOR,L 6-37,
11,1979,1979-12-02,14,23.152,ATL,@,SDG,W 28-26,
12,1979,1979-12-09,15,23.159,ATL,,RAM,L 13-34,
13,1979,1979-12-16,16,23.166,ATL,,SFO,W 31-21,
14,1980,1980-09-07,1,24.066,ATL,@,MIN,L 23-24,
15,1980,1980-09-14,2,24.073,ATL,@,NWE,W 37-21,
16,1980,1980-09-21,3,24.080,ATL,,MIA,L 17-20,
17,1980,1980-09-28,4,24.087,ATL,@,SFO,W 20-17,
18,1980,1980-10-05,5,24.094,ATL,,DET,W 43-28,
19,1980,1980-10-12,6,24.101,ATL,,NYJ,L 7-14,
20,1980,1980-10-19,7,24.108,ATL,@,NOR,W 41-14,
21,1980,1980-10-26,8,24.115,ATL,,RAM,W 13-10,
22,1980,1980-11-02,9,24.122,ATL,@,BUF,W 30-14,
23,1980,1980-12-14,15,24.164,ATL,,SFO,W 35-10,
24,1980,1980-12-21,16,24.171,ATL,@,RAM,L 17-20,
25,1981,1981-09-06,1,25.065,ATL,,NOR,W 27-0,
26,1981,1981-09-13,2,25.072,ATL,@,GNB,W 31-17,
27,1981,1981-09-20,3,25.079,ATL,,SFO,W 34-17,
28,1981,1981-09-27,4,25.086,ATL,@,CLE,L 17-28,
29,1981,1981-10-05,5,25.094,ATL,@,PHI,L 13-16,
30,1981,1981-10-11,6,25.100,ATL,,RAM,L 35-37,
31,1981,1981-10-18,7,25.107,ATL,,STL,W 41-20,
32,1981,1981-10-25,8,25.114,ATL,,NYG,L 24-27,
33,1981,1981-11-01,9,25.121,ATL,@,NOR,W 41-10,
34,1981,1981-11-15,11,25.135,ATL,,PIT,L 20-34,
35,1981,1981-11-29,13,25.149,ATL,@,HOU,W 31-27,
36,1981,1981-12-06,14,25.156,ATL,@,TAM,L 23-24,
37,1981,1981-12-14,15,25.164,ATL,@,RAM,L 16-21,
38,1981,1981-12-20,16,25.170,ATL,,CIN,L 28-30,
39,1982,1982-09-12,1,26.071,ATL,@,NYG,W 16-14,1.0
40,1982,1982-09-19,2,26.078,ATL,,RAI,L 14-38,
41,1982,1982-11-21,3,26.141,ATL,,RAM,W 34-17,
42,1982,1982-11-28,4,26.148,ATL,,STL,L 20-23,
43,1982,1982-12-05,5,26.155,ATL,@,DEN,W 34-27,
44,1982,1982-12-12,6,26.162,ATL,,NOR,W 35-0,
45,1982,1982-12-19,7,26.169,ATL,@,SFO,W 17-7,
46,1982,1982-12-26,8,26.176,ATL,,GNB,L 7-38,
47,1982,1983-01-02,9,26.183,ATL,@,NOR,L 6-35,
48,1983,1983-09-04,1,27.063,ATL,@,CHI,W 20-17,1.0
49,1983,1983-09-11,2,27.070,ATL,,NYG,L 13-16,
50,1983,1983-09-18,3,27.077,ATL,@,DET,W 30-14,
51,1983,1983-09-25,4,27.084,ATL,@,SFO,L 20-24,
52,1983,1983-10-02,5,27.091,ATL,,PHI,L 24-28,
