ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-11-01,8,25.053,BUF,,HOU,W 24-10,0,0,1,0,0
2,1965,1965-09-19,2,26.010,BUF,@,DEN,W 30-15,0,0,1,24,0
3,1966,1966-10-30,8,27.051,BUF,@,NYJ,W 33-23,0,0,1,4,0
4,1967,1967-10-15,6,28.036,BUF,,OAK,L 20-24,0,0,1,5,0
5,1968,1968-10-12,6,29.033,BUF,@,MIA,T 14-14,0,0,1,42,0
6,1968,1968-11-17,11,29.069,BUF,,SDG,L 6-21,0,0,1,5,0
7,1970,1970-09-20,1,31.011,BUF,,DEN,L 10-25,,,,,
8,1970,1970-09-27,2,31.018,BUF,,RAM,L 0-19,,,,,
9,1970,1970-10-04,3,31.025,BUF,,NYJ,W 34-31,,,,,
10,1970,1970-10-11,4,31.032,BUF,@,PIT,L 10-23,,,,,
11,1970,1970-10-18,5,31.039,BUF,,MIA,L 14-33,,,,,
12,1970,1970-10-25,6,31.046,BUF,@,NYJ,W 10-6,,,,,
13,1970,1970-11-01,7,31.053,BUF,@,BOS,W 45-10,,,,,
14,1970,1970-11-08,8,31.060,BUF,,CIN,L 14-43,,,,,
15,1970,1970-11-15,9,31.067,BUF,@,BAL,T 17-17,,,,,
16,1970,1970-11-22,10,31.074,BUF,@,CHI,L 13-31,,,,,
17,1970,1970-11-29,11,31.081,BUF,,BOS,L 10-14,,,,,
18,1970,1970-12-06,12,31.088,BUF,@,NYG,L 6-20,,,,,
19,1970,1970-12-13,13,31.095,BUF,,BAL,L 14-20,,,,,
20,1970,1970-12-20,14,31.102,BUF,@,MIA,L 7-45,,,,,
21,1971,1971-09-19,1,32.010,WAS,@,STL,W 24-17,,,,,
22,1971,1971-09-26,2,32.017,WAS,@,NYG,W 30-3,,,,,
23,1971,1971-10-03,3,32.024,WAS,@,DAL,W 20-16,,,,,
24,1971,1971-10-10,4,32.031,WAS,,HOU,W 22-13,1,6,1,18,1
25,1971,1971-10-17,5,32.038,WAS,,STL,W 20-0,,,,,
26,1971,1971-10-24,6,32.045,WAS,@,KAN,L 20-27,,,,,
27,1971,1971-10-31,7,32.052,WAS,,NOR,W 24-14,,,,,
28,1971,1971-11-07,8,32.059,WAS,,PHI,T 7-7,,,,,
29,1971,1971-11-14,9,32.066,WAS,@,CHI,L 15-16,,,,,
30,1971,1971-11-21,10,32.073,WAS,,DAL,L 0-13,,,,,
31,1971,1971-11-28,11,32.080,WAS,@,PHI,W 20-13,,,,,
32,1971,1971-12-05,12,32.087,WAS,,NYG,W 23-7,0,0,1,0,0
33,1971,1971-12-13,13,32.095,WAS,@,RAM,W 38-24,,,,,
34,1971,1971-12-19,14,32.101,WAS,,CLE,L 13-20,0,0,1,0,0
35,1972,1972-09-18,1,33.009,WAS,@,MIN,W 24-21,,,,,
36,1972,1972-09-24,2,33.015,WAS,,STL,W 24-10,,,,,
37,1972,1972-10-01,3,33.022,WAS,@,NWE,L 23-24,,,,,
38,1972,1972-10-08,4,33.029,WAS,,PHI,W 14-0,,,,,
39,1972,1972-10-15,5,33.036,WAS,@,STL,W 33-3,,,,,
40,1972,1972-10-22,6,33.043,WAS,,DAL,W 24-20,,,,,
41,1972,1972-10-29,7,33.050,WAS,@,NYG,W 23-16,,,,,
42,1972,1972-11-05,8,33.057,WAS,@,NYJ,W 35-17,,,,,
43,1972,1972-11-12,9,33.064,WAS,,NYG,W 27-13,,,,,
44,1972,1972-11-20,10,33.072,WAS,,ATL,W 24-13,,,,,
45,1972,1972-11-26,11,33.078,WAS,,GNB,W 21-16,,,,,
46,1972,1972-12-03,12,33.085,WAS,@,PHI,W 23-7,,,,,
47,1972,1972-12-09,13,33.091,WAS,@,DAL,L 24-34,,,,,
48,1972,1972-12-17,14,33.099,WAS,,BUF,L 17-24,,,,,
49,1973,1973-09-16,1,34.007,WAS,,SDG,W 38-0,,,,,
50,1973,1973-09-23,2,34.014,WAS,@,STL,L 27-34,,,,,
51,1973,1973-09-30,3,34.021,WAS,@,PHI,W 28-7,,,,,
52,1973,1973-10-08,4,34.029,WAS,,DAL,W 14-7,,,,,
53,1973,1973-10-14,5,34.035,WAS,@,NYG,W 21-3,,,,,
54,1973,1973-10-21,6,34.042,WAS,,STL,W 31-13,,,,,
55,1973,1973-10-28,7,34.049,WAS,@,NOR,L 3-19,,,,,
56,1973,1973-11-05,8,34.057,WAS,@,PIT,L 16-21,,,,,
57,1973,1973-11-11,9,34.063,WAS,,SFO,W 33-9,,,,,
58,1973,1973-11-18,10,34.070,WAS,,BAL,W 22-14,,,,,
59,1973,1973-11-22,11,34.074,WAS,@,DET,W 20-0,,,,,
60,1973,1973-12-02,12,34.084,WAS,,NYG,W 27-24,,,,,
61,1973,1973-12-09,13,34.091,WAS,@,DAL,L 7-27,,,,,
62,1973,1973-12-16,14,34.098,WAS,,PHI,W 38-20,,,,,
63,1974,1974-09-15,1,35.006,WAS,@,NYG,W 13-10,,,,,
64,1974,1974-09-22,2,35.013,WAS,,STL,L 10-17,,,,,
65,1974,1974-09-30,3,35.021,WAS,,DEN,W 30-3,,,,,
66,1974,1974-10-06,4,35.027,WAS,@,CIN,L 17-28,,,,,
67,1974,1974-10-13,5,35.034,WAS,,MIA,W 20-17,,,,,
68,1974,1974-10-20,6,35.041,WAS,,NYG,W 24-3,,,,,
69,1974,1974-10-27,7,35.048,WAS,@,STL,L 20-23,,,,,
70,1974,1974-11-03,8,35.055,WAS,@,GNB,W 17-6,,,,,
71,1974,1974-11-10,9,35.062,WAS,@,PHI,W 27-20,,,,,
72,1974,1974-11-17,10,35.069,WAS,,DAL,W 28-21,,,,,
73,1974,1974-11-24,11,35.076,WAS,,PHI,W 26-7,,,,,
74,1974,1974-11-28,12,35.080,WAS,@,DAL,L 23-24,,,,,
75,1974,1974-12-09,13,35.091,WAS,@,RAM,W 23-17,,,,,
76,1974,1974-12-15,14,35.097,WAS,,CHI,W 42-0,,,,,
77,1975,1975-09-21,1,36.012,WAS,,NOR,W 41-3,,,,,
78,1975,1975-09-28,2,36.019,WAS,,NYG,W 49-13,,,,,
79,1975,1975-10-05,3,36.026,WAS,@,PHI,L 10-26,,,,,
80,1975,1975-10-13,4,36.034,WAS,,STL,W 27-17,,,,,
81,1975,1975-10-19,5,36.040,WAS,@,HOU,L 10-13,,,,,
82,1975,1975-10-26,6,36.047,WAS,@,CLE,W 23-7,,,,,
83,1975,1975-11-02,7,36.054,WAS,,DAL,W 30-24,,,,,
84,1975,1975-11-09,8,36.061,WAS,@,NYG,W 21-13,,,,,
85,1975,1975-11-16,9,36.068,WAS,@,STL,L 17-20,,,,,
86,1975,1975-11-23,10,36.075,WAS,,OAK,L 23-26,,,,,
87,1975,1975-11-30,11,36.082,WAS,,MIN,W 31-30,,,,,
88,1975,1975-12-07,12,36.089,WAS,@,ATL,W 30-27,,,,,
89,1975,1975-12-13,13,36.095,WAS,@,DAL,L 10-31,,,,,
90,1975,1975-12-21,14,36.103,WAS,,PHI,L 3-26,,,,,
91,1976,1976-09-12,1,37.003,WAS,,NYG,W 19-17,,,,,
92,1976,1976-09-19,2,37.010,WAS,,SEA,W 31-7,,,,,
93,1976,1976-09-27,3,37.018,WAS,@,PHI,W 20-17,,,,,
94,1976,1976-10-03,4,37.024,WAS,@,CHI,L 7-33,,,,,
95,1976,1976-10-10,5,37.031,WAS,,KAN,L 30-33,,,,,
96,1976,1976-10-17,6,37.038,WAS,,DET,W 20-7,,,,,
97,1976,1976-10-25,7,37.046,WAS,,STL,W 20-10,,,,,
98,1976,1976-10-31,8,37.052,WAS,,DAL,L 7-20,,,,,
99,1976,1976-11-07,9,37.059,WAS,@,SFO,W 24-21,,,,,
100,1976,1976-11-14,10,37.066,WAS,@,NYG,L 9-12,,,,,
101,1976,1976-11-21,11,37.073,WAS,@,STL,W 16-10,,,,,
102,1976,1976-11-28,12,37.080,WAS,,PHI,W 24-0,,,,,
103,1976,1976-12-05,13,37.087,WAS,@,NYJ,W 37-16,,,,,
104,1976,1976-12-12,14,37.094,WAS,@,DAL,W 27-14,,,,,
105,1977,1977-09-18,1,38.009,WAS,@,NYG,L 17-20,,,,,
106,1977,1977-09-25,2,38.016,WAS,,ATL,W 10-6,,,,,
107,1977,1977-10-02,3,38.023,WAS,,STL,W 24-14,0,0,1,15,0
108,1977,1977-10-09,4,38.030,WAS,@,TAM,W 10-0,,,,,
109,1977,1977-10-16,5,38.037,WAS,@,DAL,L 16-34,,,,,
110,1977,1977-10-23,6,38.044,WAS,,NYG,L 6-17,,,,,
111,1977,1977-10-30,7,38.051,WAS,,PHI,W 23-17,,,,,
112,1977,1977-11-07,8,38.059,WAS,@,BAL,L 3-10,0,0,1,0,0
113,1977,1977-11-13,9,38.065,WAS,@,PHI,W 17-14,,,,,
114,1977,1977-11-21,10,38.073,WAS,,GNB,W 10-9,,,,,
115,1977,1977-11-27,11,38.079,WAS,,DAL,L 7-14,,,,,
116,1977,1977-12-04,12,38.086,WAS,@,BUF,W 10-0,,,,,
117,1977,1977-12-10,13,38.092,WAS,@,STL,W 26-20,,,,,
118,1977,1977-12-17,14,38.099,WAS,,RAM,W 17-14,,,,,
119,1978,1978-09-03,1,38.359,WAS,@,NWE,W 16-14,0,0,1,2,0
120,1978,1978-09-10,2,39.001,WAS,,PHI,W 35-30,,,,,
121,1978,1978-09-17,3,39.008,WAS,@,STL,W 28-10,,,,,
122,1978,1978-09-24,4,39.015,WAS,,NYJ,W 23-3,,,,,
123,1978,1978-10-02,5,39.023,WAS,,DAL,W 9-5,,,,,
124,1978,1978-10-08,6,39.029,WAS,@,DET,W 21-19,,,,,
125,1978,1978-10-15,7,39.036,WAS,@,PHI,L 10-17,,,,,
126,1978,1978-10-22,8,39.043,WAS,@,NYG,L 6-17,,,,,
127,1978,1978-10-29,9,39.050,WAS,,SFO,W 38-20,,,,,
128,1978,1978-11-06,10,39.058,WAS,@,BAL,L 17-21,,,,,
129,1978,1978-11-12,11,39.064,WAS,,NYG,W 16-13,,,,,
