ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-09-13,1,22.056,IND,,JAX,W 14-12,*,0,0,,0,0,0,0.0,1,1,0,0,0
2,2009,2009-09-27,3,22.070,IND,@,ARI,W 31-10,*,0,0,,0,0,0,0.0,7,0,0,0,0
3,2009,2009-10-04,4,22.077,IND,,SEA,W 34-17,*,0,0,,0,0,0,0.0,6,0,0,0,0
4,2009,2009-10-11,5,22.084,IND,@,TEN,W 31-9,*,0,0,,0,0,0,0.0,4,2,0,0,0
5,2009,2009-10-25,6,22.098,IND,@,STL,W 42-6,*,0,0,,0,0,0,0.0,2,0,0,0,0
6,2009,2009-11-01,7,22.105,IND,,SFO,W 18-14,*,0,0,,0,0,0,0.0,4,0,0,0,0
7,2009,2009-11-08,8,22.112,IND,,HOU,W 20-17,*,0,0,,0,0,0,0.0,7,3,1,1,0
8,2009,2009-11-15,9,22.119,IND,,NWE,W 35-34,*,0,0,,0,0,0,0.0,5,0,0,0,0
9,2009,2009-11-22,10,22.126,IND,@,BAL,W 17-15,*,0,0,,0,0,0,0.0,4,1,0,0,0
10,2009,2009-11-29,11,22.133,IND,@,HOU,W 35-27,*,0,0,,0,0,0,0.0,8,0,0,0,0
11,2009,2009-12-06,12,22.140,IND,,TEN,W 27-17,*,0,0,,0,0,0,0.0,4,0,0,0,0
12,2009,2009-12-13,13,22.147,IND,,DEN,W 28-16,*,0,0,,0,0,0,0.0,3,1,0,0,0
13,2010,2010-09-12,1,23.055,IND,@,HOU,L 24-34,*,1,13,13.00,0,0,0,0.0,5,2,0,0,0
14,2010,2010-09-19,2,23.062,IND,,NYG,W 38-14,*,3,24,8.00,0,0,0,0.0,2,1,1,0,0
15,2010,2010-09-26,3,23.069,IND,@,DEN,W 27-13,*,1,4,4.00,0,0,0,0.0,4,0,0,0,0
16,2010,2010-10-03,4,23.076,IND,@,JAX,L 28-31,*,2,14,7.00,0,0,0,0.0,4,0,0,0,0
17,2010,2010-10-10,5,23.083,IND,,KAN,W 19-9,*,0,0,,0,0,0,0.0,5,0,0,0,0
18,2010,2010-10-17,6,23.090,IND,@,WAS,W 27-24,*,1,8,8.00,0,0,0,0.0,8,3,1,11,0
19,2010,2010-11-14,9,23.118,IND,,CIN,W 23-17,*,0,0,,0,0,0,0.0,4,4,0,0,0
20,2010,2010-11-21,10,23.125,IND,@,NWE,L 28-31,*,0,0,,0,0,0,0.0,6,0,0,0,0
21,2010,2010-11-28,11,23.132,IND,,SDG,L 14-36,*,0,0,,0,0,0,0.0,2,1,0,0,0
22,2010,2010-12-05,12,23.139,IND,,DAL,L 35-38,*,0,0,,0,0,0,0.0,2,0,0,0,0
23,2011,2011-09-11,1,24.054,IND,@,HOU,L 7-34,*,0,0,,0,0,0,0.0,5,1,0,0,0
24,2011,2011-09-18,2,24.061,IND,,CLE,L 19-27,*,0,0,,0,0,0,0.0,2,4,0,0,0
25,2011,2011-09-25,3,24.068,IND,,PIT,L 20-23,*,0,0,,0,0,0,0.0,2,2,0,0,0
26,2011,2011-10-03,4,24.076,IND,@,TAM,L 17-24,*,0,0,,0,0,0,0.0,1,0,0,0,0
27,2011,2011-10-09,5,24.082,IND,,KAN,L 24-28,*,0,0,,0,0,0,0.0,2,1,0,0,0
28,2011,2011-10-16,6,24.089,IND,@,CIN,L 17-27,*,0,0,,0,0,0,0.0,4,2,0,0,0
29,2011,2011-10-23,7,24.096,IND,@,NOR,L 7-62,*,0,0,,0,0,0,0.0,4,3,0,0,0
30,2011,2011-10-30,8,24.103,IND,@,TEN,L 10-27,*,0,0,,0,0,0,0.0,1,1,0,0,0
31,2011,2011-11-06,9,24.110,IND,,ATL,L 7-31,*,0,0,,0,0,6,0.0,3,0,1,6,1
32,2011,2011-11-13,10,24.117,IND,,JAX,L 3-17,*,0,0,,0,0,0,0.0,3,2,1,13,0
33,2011,2011-11-27,11,24.131,IND,,CAR,L 19-27,*,0,0,,0,0,0,0.0,5,1,0,0,0
34,2011,2011-12-04,12,24.138,IND,@,NWE,L 24-31,*,0,0,,0,0,0,0.0,1,1,0,0,0
35,2012,2012-09-09,1,25.052,IND,@,CHI,L 21-41,*,0,0,,0,0,0,0.0,6,0,0,0,0
36,2012,2012-09-16,2,25.059,IND,,MIN,W 23-20,*,0,0,,0,0,0,0.0,7,2,0,0,0
37,2012,2012-09-23,3,25.066,IND,,JAX,L 17-22,*,0,0,,0,0,0,0.0,2,0,0,0,0
38,2012,2012-10-07,4,25.080,IND,,GNB,W 30-27,*,0,0,,0,0,0,0.0,4,0,1,0,0
39,2012,2012-10-14,5,25.087,IND,@,NYJ,L 9-35,*,0,0,,0,0,0,0.0,1,0,0,0,0
