ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
29,1983,1983-09-25,4,24.267,STL,@,PHI,W 14-11,,0,0,,0,0,0,,0,,,,0,0,,0,5,225,45.00,0
30,1983,1983-10-02,5,24.274,STL,@,KAN,L 14-38,,0,0,,0,0,0,,0,,,,0,0,,0,7,350,50.00,0
31,1983,1983-10-09,6,24.281,STL,,WAS,L 14-38,,0,0,,0,0,0,,0,,,,0,0,,0,4,186,46.50,0
32,1983,1983-10-16,7,24.288,STL,@,TAM,W 34-27,,0,0,,0,0,0,,0,,,,0,0,,0,4,168,42.00,0
33,1983,1983-10-24,8,24.296,STL,,NYG,T 20-20,,0,0,,0,0,0,,0,,,,0,0,,0,7,247,35.29,0
34,1983,1983-10-30,9,24.302,STL,,MIN,W 41-31,,0,0,,0,0,0,,0,,,,0,0,,0,2,102,51.00,0
35,1983,1983-11-06,10,24.309,STL,@,WAS,L 7-45,,0,0,,0,0,0,,0,,,,0,0,,0,6,271,45.17,0
36,1983,1983-11-13,11,24.316,STL,,SEA,W 33-28,,0,0,,0,0,0,,0,,,,0,0,,0,5,215,43.00,0
37,1983,1983-11-20,12,24.323,STL,,SDG,W 44-14,,0,0,,0,0,0,,0,,,,0,0,,0,5,180,36.00,0
38,1983,1983-11-24,13,24.327,STL,@,DAL,L 17-35,,0,0,,0,0,0,,0,,,,0,0,,0,6,252,42.00,0
39,1983,1983-12-04,14,24.337,STL,@,NYG,W 10-6,,0,0,,0,0,0,,0,,,,0,0,,0,10,367,36.70,0
40,1983,1983-12-11,15,24.344,STL,@,RAI,W 34-24,,0,0,,0,0,0,,0,,,,0,0,,0,6,225,37.50,0
41,1983,1983-12-18,16,24.351,STL,,PHI,W 31-7,,0,0,,0,0,0,,0,,,,0,0,,0,5,160,32.00,0
42,1984,1984-09-02,1,25.245,STL,@,GNB,L 23-24,,0,0,,0,0,0,,,,,,0,0,,0,5,214,42.80,0
43,1984,1984-09-09,2,25.252,STL,,BUF,W 37-7,,0,0,,0,0,0,,,,,,0,0,,0,1,36,36.00,0
44,1984,1984-09-16,3,25.259,STL,@,IND,W 34-33,,0,0,,0,0,0,,,,,,0,0,,0,6,257,42.83,0
45,1984,1984-09-23,4,25.266,STL,@,NOR,L 24-34,,0,0,,0,0,0,,,,,,0,0,,0,5,230,46.00,0
46,1984,1984-09-30,5,25.273,STL,,MIA,L 28-36,,0,0,,0,0,0,,,,,,0,0,,0,4,127,31.75,0
47,1984,1984-10-07,6,25.280,STL,@,DAL,W 31-20,,0,0,,0,0,0,,,,,,0,0,,0,3,136,45.33,0
48,1984,1984-10-14,7,25.287,STL,,CHI,W 38-21,,0,0,,0,0,0,,,,,,0,0,,0,3,106,35.33,0
49,1984,1984-10-21,8,25.294,STL,,WAS,W 26-24,,0,0,,0,0,0,,,,,,0,0,,0,2,74,37.00,0
50,1984,1984-10-28,9,25.301,STL,@,PHI,W 34-14,,0,0,,0,0,0,,,,,,0,0,,0,4,111,27.75,0
51,1984,1984-11-04,10,25.308,STL,,RAM,L 13-16,,0,0,,0,0,0,,,,,,0,0,,0,3,142,47.33,0
52,1984,1984-11-11,11,25.315,STL,,DAL,L 17-24,,0,0,,0,0,0,,,,,,0,0,,0,4,131,32.75,0
53,1984,1984-11-18,12,25.322,STL,@,NYG,L 10-16,,0,0,,0,0,0,,,,,,0,0,,0,5,173,34.60,0
54,1984,1984-11-25,13,25.329,STL,,PHI,W 17-16,,0,0,,0,0,0,,,,,,0,0,,0,9,388,43.11,0
55,1984,1984-12-02,14,25.336,STL,@,NWE,W 33-10,,0,0,,0,0,0,,,,,,0,0,,0,6,229,38.17,0
56,1984,1984-12-09,15,25.343,STL,,NYG,W 31-21,,0,0,,0,0,0,,,,,,0,0,,0,3,95,31.67,0
57,1984,1984-12-16,16,25.350,STL,@,WAS,L 27-29,,0,0,,0,0,0,,,,,,0,0,,0,4,145,36.25,1
58,1985,1985-09-08,1,26.250,STL,@,CLE,W 27-24,,0,0,,0,0,0,,0,,,,0,0,,0,8,333,41.63,0
59,1985,1985-09-15,2,26.257,STL,,CIN,W 41-27,,0,0,,0,0,0,,0,,,,0,0,,0,4,161,40.25,0
60,1985,1985-09-22,3,26.264,STL,@,NYG,L 17-27,,0,0,,0,0,0,,0,,,,0,0,,0,5,235,47.00,0
61,1985,1985-09-29,4,26.271,STL,,GNB,W 43-28,,0,0,,0,0,0,,0,,,,0,0,,0,4,196,49.00,0
62,1985,1985-10-07,5,26.279,STL,@,WAS,L 10-27,,0,0,,0,0,0,,0,,,,0,0,,0,4,159,39.75,0
63,1985,1985-10-13,6,26.285,STL,@,PHI,L 7-30,,0,0,,0,0,0,,0,,,,0,0,,0,7,311,44.43,0
64,1985,1985-10-20,7,26.292,STL,@,PIT,L 10-23,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,4,173,43.25,0
65,1985,1985-10-27,8,26.299,STL,,HOU,L 10-20,,0,0,,0,0,0,,0,,,,0,0,,0,5,177,35.40,1
66,1985,1985-11-04,9,26.307,STL,,DAL,W 21-10,,0,0,,0,0,0,,0,,,,0,0,,0,8,325,40.63,0
67,1985,1985-11-10,10,26.313,STL,@,TAM,L 0-16,,0,0,,0,0,0,,0,,,,0,0,,0,5,197,39.40,0
68,1985,1985-11-17,11,26.320,STL,,PHI,L 14-24,,0,0,,0,0,0,,0,,,,0,0,,0,5,177,35.40,1
69,1985,1985-11-24,12,26.327,STL,,NYG,L 3-34,,0,0,,0,0,0,,0,,,,0,0,,0,8,313,39.13,0
70,1985,1985-11-28,13,26.331,STL,@,DAL,L 17-35,,0,0,,0,0,0,,0,,,,0,0,,0,2,84,42.00,0
71,1985,1985-12-08,14,26.341,STL,,NOR,W 28-16,,0,0,,0,0,0,,0,,,,0,0,,0,4,165,41.25,0
72,1985,1985-12-15,15,26.348,STL,@,RAM,L 14-46,,0,0,,0,0,0,,0,,,,0,0,,0,5,221,44.20,0
73,1985,1985-12-21,16,26.354,STL,,WAS,L 16-27,,0,0,,0,0,0,,0,,,,0,0,,0,7,318,45.43,0
