ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1950,1950-09-24,2,24.210,CLE,@,BAL,W 31-0,3,100,33.33,1,0,0,,0,0,0,,0,0,,,,,,,1,
2,1950,1950-10-01,3,24.217,CLE,,NYG,L 0-6,6,7,1.17,0,2,11,5.50,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,
3,1950,1950-10-07,4,24.223,CLE,@,PIT,W 30-17,12,47,3.92,0,2,24,12.00,0,0,0,,0,0,,,,,,,0,
4,1950,1950-10-15,5,24.231,CLE,,CRD,W 34-24,3,-3,-1.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
5,1950,1950-10-29,7,24.245,CLE,,PIT,W 45-7,7,28,4.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
6,1950,1950-11-05,8,24.252,CLE,@,CRD,W 10-7,0,0,,0,1,10,10.00,0,0,0,,0,0,,,,,,,0,
7,1950,1950-11-12,9,24.259,CLE,,SFO,W 34-14,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
8,1950,1950-12-03,11,24.280,CLE,,PHI,W 13-7,2,1,0.50,0,0,0,,0,0,0,,0,0,,,,,,,0,
9,1950,1950-12-10,12,24.287,CLE,@,WAS,W 45-21,1,6,6.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
10,1951,1951-09-30,1,25.216,CLE,@,SFO,L 10-24,2,7,3.50,0,2,18,9.00,0,0,0,,0,0,,,,,,,0,
11,1951,1951-10-07,2,25.223,CLE,@,RAM,W 38-23,8,39,4.88,2,1,45,45.00,1,0,0,,0,0,,,,,,,3,
12,1951,1951-10-14,3,25.230,CLE,,WAS,W 45-0,7,15,2.14,1,1,16,16.00,0,0,0,,0,0,,,,,,,1,
13,1951,1951-10-21,4,25.237,CLE,,PIT,W 17-0,6,30,5.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
14,1951,1951-11-04,6,25.251,CLE,@,CRD,W 34-17,18,118,6.56,0,3,49,16.33,0,0,0,,0,0,,,,,,,0,
15,1951,1951-11-11,7,25.258,CLE,,PHI,W 20-17,7,10,1.43,0,1,24,24.00,1,0,0,,0,0,,,,,,,1,
16,1951,1951-11-18,8,25.265,CLE,@,NYG,W 10-0,9,24,2.67,0,0,0,,0,0,0,,0,0,,,,,,,0,
17,1951,1951-11-25,9,25.272,CLE,,CHI,W 42-21,7,75,10.71,0,1,20,20.00,0,0,0,,0,0,,,,,,,0,
18,1951,1951-12-02,10,25.279,CLE,,CRD,W 49-28,4,22,5.50,0,0,0,,0,0,0,,0,0,,,,,,,0,
19,1951,1951-12-09,11,25.286,CLE,@,PIT,W 28-0,12,56,4.67,1,1,-10,-10.00,0,0,0,,0,0,,,,,,,1,
20,1951,1951-12-16,12,25.293,CLE,@,PHI,W 24-9,5,6,1.20,0,2,21,10.50,0,0,0,,0,0,,,,,,,0,
21,1952,1952-09-28,1,26.215,CLE,,RAM,W 37-7,16,145,9.06,0,3,54,18.00,1,0,0,,0,0,,,,,,,1,
22,1952,1952-11-02,6,26.250,CLE,@,DET,L 6-17,5,39,7.80,0,3,22,7.33,0,0,0,,0,0,,,,,,,0,
23,1952,1952-11-09,7,26.257,CLE,,CRD,W 28-13,13,37,2.85,2,3,22,7.33,0,0,0,,0,0,,,,,,,2,
24,1952,1952-11-16,8,26.264,CLE,,PIT,W 29-28,13,34,2.62,0,3,14,4.67,0,0,0,,0,0,,,,,,,0,
