ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-09-30,1,22.338,WAS,@,DET,L 17-35,2,-5,-2.50,0,0,0,,0
2,1951,1951-10-14,3,22.352,WAS,@,CLE,L 0-45,6,13,2.17,0,0,0,,0
3,1951,1951-10-28,5,23.001,WAS,@,PHI,W 27-23,4,11,2.75,0,0,0,,0
4,1951,1951-11-04,6,23.008,WAS,,CHI,L 0-27,7,5,0.71,0,0,0,,0
5,1951,1951-11-18,8,23.022,WAS,@,PIT,W 22-7,10,41,4.10,0,0,0,,0
6,1951,1951-11-25,9,23.029,WAS,,RAM,W 31-21,13,54,4.15,0,0,0,,0
7,1951,1951-12-02,10,23.036,WAS,,PHI,L 21-35,1,-3,-3.00,0,0,0,,0
8,1952,1952-10-05,2,23.344,WAS,@,GNB,L 20-35,5,76,15.20,0,1,5,5.00,0
9,1952,1952-10-12,3,23.351,WAS,,CRD,L 6-17,6,24,4.00,0,0,0,,0
10,1952,1952-10-19,4,23.358,WAS,@,PIT,W 28-24,16,83,5.19,1,0,0,,0
11,1952,1952-10-26,5,23.365,WAS,@,CLE,L 15-19,11,43,3.91,0,2,33,16.50,0
12,1952,1952-11-02,6,24.006,WAS,,PIT,L 23-24,12,44,3.67,0,0,0,,0
13,1952,1952-11-09,7,24.013,WAS,@,PHI,L 20-38,11,32,2.91,0,0,0,,0
14,1952,1952-11-16,8,24.020,WAS,,SFO,L 17-23,5,17,3.40,0,2,9,4.50,0
15,1952,1952-11-23,9,24.027,WAS,,NYG,L 10-14,8,34,4.25,1,1,15,15.00,0
16,1952,1952-11-30,10,24.034,WAS,,CLE,L 24-48,5,12,2.40,0,4,47,11.75,1
17,1952,1952-12-07,11,24.041,WAS,@,NYG,W 27-17,10,21,2.10,0,0,0,,0
18,1952,1952-12-14,12,24.048,WAS,,PHI,W 27-21,1,2,2.00,0,0,0,,0
19,1953,1953-09-27,1,24.335,WAS,@,CRD,W 24-13,0,0,,1,1,-1,-1.00,0
20,1953,1953-10-02,2,24.340,WAS,@,PHI,T 21-21,7,16,2.29,0,0,0,,0
21,1953,1953-10-18,4,24.356,WAS,,CLE,L 14-30,8,32,4.00,0,2,18,9.00,0
22,1953,1953-11-01,6,25.005,WAS,@,CLE,L 3-27,4,1,0.25,0,0,0,,0
23,1953,1953-11-08,7,25.012,WAS,,CRD,W 28-17,10,39,3.90,2,0,0,,0
24,1953,1953-11-15,8,25.019,WAS,,CHI,L 24-27,7,21,3.00,1,2,28,14.00,0
25,1953,1953-11-29,10,25.033,WAS,@,PIT,W 17-9,8,48,6.00,0,0,0,,0
26,1953,1953-12-13,12,25.047,WAS,,PIT,L 13-14,6,18,3.00,0,0,0,,0
