ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,1999,1999-10-31,7,25.112,KAN,,SDG,W 34-0,,,,,,,,
2,1999,1999-11-28,11,25.140,KAN,@,OAK,W 37-34,,,,,,,,
3,2000,2000-09-10,2,26.061,KAN,@,TEN,L 14-17,,,,,,,,
4,2000,2000-09-17,3,26.068,KAN,,SDG,W 42-10,,,,,,,,
5,2000,2000-09-24,4,26.075,KAN,@,DEN,W 23-22,,,,,,,,
6,2000,2000-10-02,5,26.083,KAN,,SEA,W 24-17,,,,,,,,
7,2000,2000-11-05,9,26.117,KAN,@,OAK,L 31-49,,,,,,,,
8,2000,2000-11-12,10,26.124,KAN,@,SFO,L 7-21,,,,,,,,
9,2000,2000-11-19,11,26.131,KAN,,BUF,L 17-21,,,,,,,,
10,2000,2000-11-26,12,26.138,KAN,@,SDG,L 16-17,,,,,,,,
11,2000,2000-12-04,13,26.146,KAN,@,NWE,L 24-30,,,,,,,,
12,2000,2000-12-10,14,26.152,KAN,,CAR,W 15-14,,,,,,,,
13,2000,2000-12-17,15,26.159,KAN,,DEN,W 20-7,,,,,,,,
14,2000,2000-12-24,16,26.166,KAN,@,ATL,L 13-29,,,,,,,,
15,2001,2001-09-09,1,27.060,KAN,,OAK,L 24-27,,,,,,,,
16,2001,2001-09-23,2,27.074,KAN,,NYG,L 3-13,,,,,,,,
17,2001,2001-09-30,3,27.081,KAN,@,WAS,W 45-13,,,,,,,,
18,2001,2001-10-07,4,27.088,KAN,@,DEN,L 6-20,,,,,,,,
19,2001,2001-10-14,5,27.095,KAN,,PIT,L 17-20,,,,,,,,
20,2001,2001-12-09,12,27.151,KAN,@,OAK,L 26-28,,,,,,,,
21,2001,2001-12-16,13,27.158,KAN,,DEN,W 26-23,,,,,,,,
22,2001,2001-12-23,14,27.165,KAN,,SDG,W 20-17,,,,,,,,
23,2001,2001-12-30,15,27.172,KAN,@,JAX,W 30-26,,,,,,,,
24,2001,2002-01-06,16,27.179,KAN,@,SEA,L 18-21,,,,,,,,
25,2002,2002-09-08,1,28.059,KAN,@,CLE,W 40-39,,,,,,,,
26,2002,2002-09-15,2,28.066,KAN,,JAX,L 16-23,,,,,,,,
27,2002,2002-09-22,3,28.073,KAN,@,NWE,L 38-41,*,,,,,,,
28,2002,2002-09-29,4,28.080,KAN,,MIA,W 48-30,,,,,,,,
29,2002,2002-10-06,5,28.087,KAN,@,NYJ,W 29-25,,0,0,,0,1.0,,
30,2002,2002-10-13,6,28.094,KAN,@,SDG,L 34-35,,,,,,,,
