ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-09-07,1,22.031,CIN,@,KAN,L 14-24,,0,0,,0,,,0,0,,0,3,55,18.33,0,0,0,,0,0,0
2,1986,1986-09-14,2,22.038,CIN,,BUF,W 36-33,,0,0,,0,,,1,8,8.00,0,2,75,37.50,0,0,0,,0,0,0
3,1986,1986-09-18,3,22.042,CIN,@,CLE,W 30-13,,0,0,,0,,,0,0,,0,4,75,18.75,0,0,0,,0,0,0
4,1986,1986-09-28,4,22.052,CIN,,CHI,L 7-44,,2,24,12.00,0,,,0,0,,0,4,99,24.75,0,0,0,,0,0,0
5,1986,1986-10-05,5,22.059,CIN,@,GNB,W 34-28,,3,27,9.00,0,,,0,0,,0,2,34,17.00,0,0,0,,0,0,0
6,1986,1986-10-13,6,22.067,CIN,,PIT,W 24-22,,2,22,11.00,1,,,0,0,,0,4,89,22.25,0,2,16,8.00,0,1,6
7,1986,1986-10-19,7,22.073,CIN,,HOU,W 31-28,,1,19,19.00,0,,,1,0,0.00,0,3,70,23.33,0,0,0,,0,0,0
8,1986,1986-10-26,8,22.080,CIN,@,PIT,L 9-30,,1,16,16.00,0,,,0,0,,0,4,79,19.75,0,0,0,,0,0,0
9,1986,1986-11-02,9,22.087,CIN,@,DET,W 24-17,,1,19,19.00,0,,,0,0,,0,1,13,13.00,0,0,0,,0,0,0
10,1986,1986-11-09,10,22.094,CIN,@,HOU,L 28-32,,1,23,23.00,0,,,0,0,,0,4,105,26.25,0,0,0,,0,0,0
11,1986,1986-11-16,11,22.101,CIN,,SEA,W 34-7,,1,16,16.00,0,,,0,0,,0,1,13,13.00,0,0,0,,0,0,0
12,1986,1986-11-23,12,22.108,CIN,,MIN,W 24-20,,0,0,,0,,,0,0,,0,3,146,48.67,0,0,0,,0,0,0
13,1986,1986-11-30,13,22.115,CIN,@,DEN,L 28-34,,1,6,6.00,0,,,0,0,,0,2,43,21.50,0,0,0,,0,0,0
14,1986,1986-12-07,14,22.122,CIN,@,NWE,W 31-7,,2,71,35.50,0,,,0,0,,0,2,39,19.50,0,0,0,,0,0,0
15,1986,1986-12-14,15,22.129,CIN,,CLE,L 3-34,,0,0,,0,,,2,2,1.00,0,3,47,15.67,0,1,5,5.00,0,0,0
16,1986,1986-12-21,16,22.136,CIN,,NYJ,W 52-21,,1,33,33.00,0,,,0,0,,0,1,25,25.00,0,0,0,,0,0,0
17,1987,1987-09-13,1,23.037,CIN,@,IND,W 23-21,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
18,1987,1987-10-25,6,23.079,CIN,@,PIT,L 20-23,,2,40,20.00,0,,,0,0,,0,5,77,15.40,0,0,0,,0,0,0
19,1987,1987-11-01,7,23.086,CIN,,HOU,L 29-31,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
20,1987,1987-11-08,8,23.093,CIN,,MIA,L 14-20,,0,0,,0,,,0,0,,0,3,46,15.33,0,0,0,,0,0,0
21,1987,1987-11-15,9,23.100,CIN,@,ATL,W 16-10,,4,54,13.50,0,,,0,0,,0,2,38,19.00,0,0,0,,0,0,0
22,1987,1987-11-22,10,23.107,CIN,,PIT,L 16-30,,8,139,17.38,0,,,0,0,,0,5,81,16.20,0,0,0,,0,0,0
23,1987,1987-11-29,11,23.114,CIN,@,NYJ,L 20-27,,3,44,14.67,0,,,1,-10,-10.00,0,0,0,,0,0,0,,0,0,0
24,1987,1987-12-06,12,23.121,CIN,,KAN,W 30-27,,1,8,8.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
25,1987,1987-12-13,13,23.128,CIN,@,CLE,L 24-38,,4,117,29.25,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
26,1987,1987-12-20,14,23.135,CIN,,NOR,L 24-41,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
