ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1989,1989-11-12,10,24.229,GNB,@,DET,L 22-31,,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0,0,,0
2,1990,1990-09-09,1,25.165,GNB,,RAM,W 36-24,*,20,32,62.50,248,3,0,117.7,2,10,7.75,9.63,5,24,4.80,0
3,1990,1990-09-16,2,25.172,GNB,,CHI,L 13-31,*,14,28,50.00,149,0,1,51.0,6,44,5.32,3.71,1,22,22.00,0
4,1990,1990-11-04,8,25.221,GNB,,SFO,L 20-24,,0,0,,0,0,0,,0,,,,0,0,,0
5,1990,1990-11-18,10,25.235,GNB,@,PHO,W 24-21,,11,21,52.38,124,2,1,82.2,2,10,5.90,5.67,5,50,10.00,0
6,1990,1990-11-25,11,25.242,GNB,,TAM,W 20-10,*,13,22,59.09,199,2,0,119.3,2,12,9.05,10.86,4,5,1.25,0
7,1990,1990-12-02,12,25.249,GNB,@,MIN,L 7-23,*,16,29,55.17,172,0,3,33.2,5,41,5.93,1.28,3,11,3.67,0
8,1990,1990-12-09,13,25.256,GNB,,SEA,L 14-20,*,6,22,27.27,69,0,1,21.2,1,4,3.14,1.09,1,1,1.00,0
9,1990,1990-12-16,14,25.263,GNB,@,PHI,L 0-31,*,6,15,40.00,74,0,0,56.0,1,5,4.93,4.93,0,0,,0
10,1990,1990-12-30,16,25.277,GNB,@,DEN,L 13-22,*,15,23,65.22,232,1,1,94.8,3,24,10.09,9.00,2,1,0.50,0
