ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1982,1982-09-12,1,23.172,SFO,,RAI,L 17-23,2,26,13.00,0,0,0,,0,0,0
2,1982,1982-09-19,2,23.179,SFO,@,DEN,L 21-24,1,9,9.00,0,0,0,,0,0,0
3,1982,1982-11-21,3,23.242,SFO,@,STL,W 31-20,3,93,31.00,0,0,0,,0,0,0
4,1982,1982-11-28,4,23.249,SFO,,NOR,L 20-23,0,0,,0,0,0,,0,0,
5,1982,1982-12-11,6,23.262,SFO,,SDG,L 37-41,0,0,,0,0,0,,0,0,
6,1982,1982-12-19,7,23.270,SFO,,ATL,L 7-17,0,0,,0,1,-1,-1.00,0,0,0
7,1982,1982-12-26,8,23.277,SFO,@,KAN,W 26-13,1,4,4.00,0,0,0,,0,0,0
8,1982,1983-01-02,9,23.284,SFO,,RAM,L 20-21,1,29,29.00,1,0,0,,0,1,6
9,1983,1983-09-03,1,24.163,SFO,,PHI,L 17-22,1,9,9.00,0,0,0,,0,0,0
10,1983,1983-09-08,2,24.168,SFO,@,MIN,W 48-17,2,36,18.00,0,0,0,,0,0,0
11,1983,1983-09-18,3,24.178,SFO,@,STL,W 42-27,3,62,20.67,0,0,0,,0,0,0
12,1983,1983-09-25,4,24.185,SFO,,ATL,W 24-20,0,0,,0,,,,,,
13,1983,1983-10-02,5,24.192,SFO,@,NWE,W 33-13,3,34,11.33,0,0,0,,0,0,0
14,1983,1983-10-09,6,24.199,SFO,,RAM,L 7-10,1,11,11.00,0,0,0,,0,0,0
15,1983,1983-10-16,7,24.206,SFO,@,NOR,W 32-13,0,0,,0,,,,,,
16,1983,1983-10-23,8,24.213,SFO,@,RAM,W 45-35,5,65,13.00,1,0,0,,0,1,6
17,1983,1983-10-30,9,24.220,SFO,,NYJ,L 13-27,0,0,,0,,,,,,
18,1983,1983-11-06,10,24.227,SFO,,MIA,L 17-20,0,0,,0,,,,,,
19,1983,1983-11-13,11,24.234,SFO,,NOR,W 27-0,0,0,,0,,,,,,
20,1983,1983-11-20,12,24.241,SFO,@,ATL,L 24-28,1,6,6.00,0,0,0,,0,0,0
21,1983,1983-11-27,13,24.248,SFO,@,CHI,L 3-13,1,13,13.00,0,0,0,,0,0,0
22,1983,1983-12-04,14,24.255,SFO,,TAM,W 35-21,0,0,,0,,,,,,
23,1983,1983-12-11,15,24.262,SFO,@,BUF,W 23-10,0,0,,0,,,,,,
24,1983,1983-12-19,16,24.270,SFO,,DAL,W 42-17,0,0,,0,,,,,,
25,1984,1984-09-02,1,25.162,SFO,@,DET,W 30-27,2,18,9.00,0,0,0,,0,0,0
26,1984,1984-09-10,2,25.170,SFO,,WAS,W 37-31,0,0,,0,,,,,,
27,1984,1984-09-16,3,25.176,SFO,,NOR,W 30-20,0,0,,0,,,,,,
28,1984,1984-09-23,4,25.183,SFO,@,PHI,W 21-9,2,32,16.00,0,0,0,,0,0,0
29,1984,1984-09-30,5,25.190,SFO,,ATL,W 14-5,0,0,,0,,,,,,
30,1984,1984-10-08,6,25.198,SFO,@,NYG,W 31-10,1,59,59.00,1,0,0,,0,1,6
31,1984,1984-10-14,7,25.204,SFO,,PIT,L 17-20,0,0,,0,,,,,,
32,1984,1984-10-21,8,25.211,SFO,@,HOU,W 34-21,1,20,20.00,0,0,0,,0,0,0
33,1984,1984-10-28,9,25.218,SFO,@,RAM,W 33-0,3,48,16.00,0,0,0,,0,0,0
34,1984,1984-11-04,10,25.225,SFO,,CIN,W 23-17,1,10,10.00,0,0,0,,0,0,0
35,1984,1984-11-11,11,25.232,SFO,@,CLE,W 41-7,1,23,23.00,0,0,0,,0,0,0
36,1984,1984-11-18,12,25.239,SFO,,TAM,W 24-17,1,22,22.00,0,0,0,,0,0,0
37,1984,1984-11-25,13,25.246,SFO,@,NOR,W 35-3,0,0,,0,,,,,,
38,1984,1984-12-02,14,25.253,SFO,@,ATL,W 35-17,0,0,,0,,,,,,
39,1984,1984-12-08,15,25.259,SFO,,MIN,W 51-7,6,125,20.83,1,0,0,,0,1,6
40,1984,1984-12-14,16,25.265,SFO,,RAM,W 19-16,0,0,,0,,,,,,
