ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2003,2003-09-07,1,22.211,BAL,@,PIT,L 15-34,,
2,2003,2003-09-14,2,22.218,BAL,,CLE,W 33-13,,
3,2003,2003-10-12,5,22.246,BAL,@,ARI,W 26-18,,
4,2003,2003-10-19,6,22.253,BAL,@,CIN,L 26-34,,
5,2003,2003-10-26,7,22.260,BAL,,DEN,W 26-6,,
6,2003,2003-11-02,8,22.267,BAL,,JAX,W 24-17,,
7,2003,2003-11-09,9,22.274,BAL,@,STL,L 22-33,,
8,2003,2003-11-16,10,22.281,BAL,@,MIA,L 6-9,,
9,2003,2003-11-23,11,22.288,BAL,,SEA,W 44-41,,
10,2003,2003-11-30,12,22.295,BAL,,SFO,W 44-6,,
11,2003,2003-12-07,13,22.302,BAL,,CIN,W 31-13,,
12,2003,2003-12-14,14,22.309,BAL,@,OAK,L 12-20,,
13,2003,2003-12-21,15,22.316,BAL,@,CLE,W 35-0,,
14,2003,2003-12-28,16,22.323,BAL,,PIT,W 13-10,,
15,2004,2004-09-26,3,23.231,IND,,GNB,W 45-31,,
16,2004,2004-10-03,4,23.238,IND,@,JAX,W 24-17,,
17,2004,2004-10-10,5,23.245,IND,,OAK,W 35-14,,
18,2004,2004-10-24,6,23.259,IND,,JAX,L 24-27,,
19,2004,2004-10-31,7,23.266,IND,@,KAN,L 35-45,,
20,2004,2004-11-08,8,23.274,IND,,MIN,W 31-28,,
21,2004,2004-11-14,9,23.280,IND,,HOU,W 49-14,,
22,2004,2004-11-21,10,23.287,IND,@,CHI,W 41-10,,
23,2004,2004-11-25,11,23.291,IND,@,DET,W 41-9,,
24,2004,2004-12-05,12,23.301,IND,,TEN,W 51-24,,
25,2004,2004-12-19,14,23.315,IND,,BAL,W 20-10,,
26,2004,2004-12-26,15,23.322,IND,,SDG,W 34-31,,
27,2004,2005-01-02,16,23.329,IND,@,DEN,L 14-33,,
28,2005,2005-09-11,1,24.215,IND,@,BAL,W 24-7,,
29,2005,2005-09-18,2,24.222,IND,,JAX,W 10-3,,
30,2005,2005-09-25,3,24.229,IND,,CLE,W 13-6,,
31,2005,2005-10-02,4,24.236,IND,@,TEN,W 31-10,,
32,2005,2005-10-09,5,24.243,IND,@,SFO,W 28-3,,
33,2005,2005-10-17,6,24.251,IND,,STL,W 45-28,,
34,2005,2005-10-23,7,24.257,IND,@,HOU,W 38-20,,
35,2005,2005-11-07,8,24.272,IND,@,NWE,W 40-21,,
36,2005,2005-11-13,9,24.278,IND,,HOU,W 31-17,,
37,2005,2005-11-20,10,24.285,IND,@,CIN,W 45-37,,
38,2005,2005-11-28,11,24.293,IND,,PIT,W 26-7,,
39,2005,2005-12-04,12,24.299,IND,,TEN,W 35-3,,
40,2005,2005-12-11,13,24.306,IND,@,JAX,W 26-18,,
41,2005,2005-12-18,14,24.313,IND,,SDG,L 17-26,,
42,2005,2005-12-24,15,24.319,IND,@,SEA,L 13-28,*,
43,2005,2006-01-01,16,24.327,IND,,ARI,W 17-13,*,
44,2006,2006-09-10,1,25.214,BAL,@,TAM,W 27-0,,
45,2006,2006-09-17,2,25.221,BAL,,OAK,W 28-6,,
46,2006,2006-09-24,3,25.228,BAL,@,CLE,W 15-14,,
47,2006,2006-10-01,4,25.235,BAL,,SDG,W 16-13,,
48,2006,2006-10-09,5,25.243,BAL,@,DEN,L 3-13,,
49,2006,2006-10-15,6,25.249,BAL,,CAR,L 21-23,,
50,2006,2006-10-29,7,25.263,BAL,@,NOR,W 35-22,*,
51,2006,2006-11-05,8,25.270,BAL,,CIN,W 26-20,,
52,2006,2006-11-12,9,25.277,BAL,@,TEN,W 27-26,,
53,2006,2006-11-19,10,25.284,BAL,,ATL,W 24-10,,
54,2006,2006-11-26,11,25.291,BAL,,PIT,W 27-0,,
55,2006,2006-11-30,12,25.295,BAL,@,CIN,L 7-13,,
56,2006,2006-12-10,13,25.305,BAL,@,KAN,W 20-10,,
57,2006,2006-12-24,15,25.319,BAL,@,PIT,W 31-7,,
58,2006,2006-12-31,16,25.326,BAL,,BUF,W 19-7,,
59,2007,2007-09-10,1,26.214,BAL,@,CIN,L 20-27,,
60,2007,2007-09-16,2,26.220,BAL,,NYJ,W 20-13,,1.0
61,2007,2007-09-23,3,26.227,BAL,,ARI,W 26-23,,
62,2007,2007-09-30,4,26.234,BAL,@,CLE,L 13-27,,
63,2007,2007-10-07,5,26.241,BAL,@,SFO,W 9-7,,
64,2007,2007-10-14,6,26.248,BAL,,STL,W 22-3,,
65,2007,2007-10-21,7,26.255,BAL,@,BUF,L 14-19,,
66,2007,2007-11-05,8,26.270,BAL,@,PIT,L 7-38,,1.0
67,2007,2007-12-23,15,26.318,BAL,@,SEA,L 6-27,,
