ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1999,1999-09-12,1,24.252,CLE,,PIT,L 0-43,,
2,1999,1999-09-19,2,24.259,CLE,@,TEN,L 9-26,,
3,1999,1999-09-26,3,24.266,CLE,@,BAL,L 10-17,,
4,1999,1999-10-03,4,24.273,CLE,,NWE,L 7-19,,
5,1999,1999-10-10,5,24.280,CLE,,CIN,L 17-18,,
6,1999,1999-10-17,6,24.287,CLE,@,JAX,L 7-24,,
7,1999,1999-10-24,7,24.294,CLE,@,STL,L 3-34,,1.0
8,1999,1999-11-07,9,24.308,CLE,,BAL,L 9-41,,
9,1999,1999-11-14,10,24.315,CLE,@,PIT,W 16-15,,
10,2000,2000-09-03,1,25.244,CLE,,JAX,L 7-27,,1.0
11,2000,2000-09-10,2,25.251,CLE,@,CIN,W 24-7,,
12,2000,2000-09-17,3,25.258,CLE,,PIT,W 23-20,,
13,2000,2000-09-24,4,25.265,CLE,@,OAK,L 10-36,,
14,2000,2000-10-01,5,25.272,CLE,,BAL,L 0-12,,
15,2000,2000-10-08,6,25.279,CLE,@,ARI,L 21-29,,
16,2000,2000-10-15,7,25.286,CLE,@,DEN,L 10-44,,
17,2000,2000-10-22,8,25.293,CLE,@,PIT,L 0-22,,
18,2000,2000-11-26,13,25.328,CLE,@,BAL,L 7-44,,
19,2000,2000-12-03,14,25.335,CLE,@,JAX,L 0-48,,
20,2000,2000-12-10,15,25.342,CLE,,PHI,L 24-35,,0.5
21,2000,2000-12-17,16,25.349,CLE,,TEN,L 0-24,,
