ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-12-26,15,21.117,TAM,,SEA,W 38-15,,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2010,2011-01-02,16,21.124,TAM,@,NOR,W 23-13,,5,4,65,16.25,1,80.0%,13.00,0,0,,0,0,0,,0,1,6,0.0,0,0
3,2011,2011-09-11,1,22.011,TAM,,DET,L 20-27,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2011,2011-09-18,2,22.018,TAM,@,MIN,W 24-20,,4,4,42,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2011,2011-09-25,3,22.025,TAM,,ATL,W 16-13,,,,,,,0.0%,,,,,,,,,,,,,,
6,2011,2011-10-03,4,22.033,TAM,,IND,W 24-17,,0,,,,,0.0%,,,,,,,,,,,,,,
7,2011,2011-10-09,5,22.039,TAM,@,SFO,L 3-48,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2011,2011-10-16,6,22.046,TAM,,NOR,W 26-20,,2,2,49,24.50,0,100.0%,24.50,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2011,2011-10-23,7,22.053,TAM,,CHI,L 18-24,,10,6,73,12.17,1,60.0%,7.30,0,0,,0,0,0,,0,1,6,0.0,0,0
10,2011,2011-11-06,8,22.067,TAM,@,NOR,L 16-27,,2,1,46,46.00,0,50.0%,23.00,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2011,2011-11-13,9,22.074,TAM,,HOU,L 9-37,,2,0,0,,0,0.0%,0.00,0,0,,0,1,12,12.00,0,0,0,0.0,0,0
12,2011,2011-11-20,10,22.081,TAM,@,GNB,L 26-35,,3,2,7,3.50,1,66.7%,2.33,0,0,,0,0,0,,0,1,6,0.0,0,0
13,2011,2011-11-27,11,22.088,TAM,@,TEN,L 17-23,,,,,,,0.0%,,,,,,,,,,,,,,
14,2011,2011-12-04,12,22.095,TAM,,CAR,L 19-38,,2,1,23,23.00,1,50.0%,11.50,0,0,,0,0,0,,0,1,6,0.0,0,0
15,2011,2011-12-11,13,22.102,TAM,@,JAX,L 14-41,,7,3,20,6.67,0,42.9%,2.86,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2011,2011-12-17,14,22.108,TAM,,DAL,L 15-31,*,3,3,36,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,1,6,0.0,0,0
17,2011,2011-12-24,15,22.115,TAM,@,CAR,L 16-48,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,1,0
18,2011,2012-01-01,16,22.123,TAM,@,ATL,L 24-45,*,11,8,53,6.63,2,72.7%,4.82,0,0,,0,0,0,,0,2,12,0.0,2,0
19,2012,2012-09-16,2,23.016,WAS,@,STL,L 28-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2012,2012-09-23,3,23.023,WAS,,CIN,L 31-38,,,,,,,0.0%,,,,,,,,,,,,,,
21,2012,2012-09-30,4,23.030,WAS,@,TAM,W 24-22,,,,,,,0.0%,,,,,,,,,,,,,,
22,2012,2012-10-14,6,23.044,WAS,,MIN,W 38-26,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2012,2012-10-21,7,23.051,WAS,@,NYG,L 23-27,,,,,,,0.0%,,,,,,,,,,,,,,
24,2012,2012-10-28,8,23.058,WAS,@,PIT,L 12-27,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2012,2012-11-04,9,23.065,WAS,,CAR,L 13-21,,1,1,8,8.00,0,100.0%,8.00,1,1,1.00,0,0,0,,0,0,0,0.0,0,0
