ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1979,1979-09-02,1,25.140,WAS,,HOU,L 27-29
2,1979,1979-09-09,2,25.147,WAS,@,DET,W 27-24
3,1979,1979-09-17,3,25.155,WAS,,NYG,W 27-0
4,1979,1979-09-23,4,25.161,WAS,@,STL,W 17-7
5,1979,1979-09-30,5,25.168,WAS,@,ATL,W 16-7
6,1979,1979-10-07,6,25.175,WAS,@,PHI,L 17-28
7,1979,1979-10-14,7,25.182,WAS,@,CLE,W 13-9
8,1979,1979-10-21,8,25.189,WAS,,PHI,W 17-7
9,1979,1979-10-28,9,25.196,WAS,,NOR,L 10-14
10,1979,1979-11-04,10,25.203,WAS,@,PIT,L 7-38
11,1979,1979-11-11,11,25.210,WAS,,STL,W 30-28
12,1979,1979-11-18,12,25.217,WAS,,DAL,W 34-20
13,1979,1979-11-25,13,25.224,WAS,@,NYG,L 6-14
14,1979,1979-12-02,14,25.231,WAS,,GNB,W 38-21
15,1979,1979-12-09,15,25.238,WAS,,CIN,W 28-14
