ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1985,1985-11-03,9,25.017,IND,,NYJ,L 17-35,2,52,26.00,0,0,0,,0,0,0
2,1985,1985-11-10,10,25.024,IND,@,NWE,L 15-34,3,50,16.67,0,0,0,,0,0,0
3,1985,1985-11-17,11,25.031,IND,,MIA,L 20-34,1,30,30.00,0,0,0,,0,0,0
4,1985,1985-11-24,12,25.038,IND,@,KAN,L 7-20,1,11,11.00,0,1,21,21.00,0,0,0
5,1985,1985-12-01,13,25.045,IND,,NWE,L 31-38,,,,,1,5,5.00,0,,
6,1985,1985-12-08,14,25.052,IND,@,CHI,L 10-17,1,10,10.00,0,1,18,18.00,0,0,0
7,1985,1985-12-15,15,25.059,IND,@,TAM,W 31-23,0,0,,0,0,0,,0,,
8,1985,1985-12-22,16,25.066,IND,,HOU,W 34-16,1,22,22.00,1,1,0,0.00,0,1,6
9,1986,1986-09-07,1,25.325,IND,@,NWE,L 3-33,,,,,0,0,,0,,
10,1986,1986-09-14,2,25.332,IND,@,MIA,L 10-30,,,,,0,0,,0,,
11,1986,1986-09-21,3,25.339,IND,,RAM,L 7-24,0,0,,0,1,15,15.00,0,0,0
12,1987,1987-10-04,3,26.352,HOU,@,DEN,W 40-10,2,41,20.50,0,0,0,,0,0,0
13,1987,1987-10-11,4,26.359,HOU,@,CLE,W 15-10,0,0,,0,,,,,,
14,1987,1987-10-18,5,27.001,HOU,,NWE,L 7-21,9,124,13.78,1,0,0,,0,1,6
