ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-23,3,21.303,PHI,,DET,W 56-21,,4,1,0.25,1,0,0,0,,0,0.0%,,1,6,0.0,,
2,2007,2007-09-30,4,21.310,PHI,@,NYG,L 3-16,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
3,2007,2007-10-14,5,21.324,PHI,@,NYJ,W 16-9,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
4,2007,2007-10-21,6,21.331,PHI,,CHI,L 16-19,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
5,2007,2007-11-04,8,21.345,PHI,,DAL,L 17-38,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,
6,2007,2007-11-11,9,21.352,PHI,@,WAS,W 33-25,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
7,2007,2007-12-16,14,22.022,PHI,@,DAL,W 10-6,,,,,,,,,,,0.0%,,,,,,
8,2007,2007-12-23,15,22.029,PHI,@,NOR,W 38-23,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,
9,2008,2008-09-07,1,22.288,PHI,,STL,W 38-3,*,2,3,1.50,1,1,1,2,2.00,0,100.0%,2.00,1,6,0.0,0,0
10,2008,2008-09-15,2,22.296,PHI,@,DAL,L 37-41,,,,,,,,,,,0.0%,,,,,,
11,2008,2008-09-21,3,22.302,PHI,,PIT,W 15-6,*,0,0,,0,2,2,12,6.00,0,100.0%,6.00,0,0,0.0,1,0
12,2008,2008-09-28,4,22.309,PHI,@,CHI,L 20-24,,1,0,0.00,0,2,2,26,13.00,0,100.0%,13.00,0,0,0.0,0,0
13,2008,2008-10-05,5,22.316,PHI,,WAS,L 17-23,,1,6,6.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0
14,2008,2008-10-12,6,22.323,PHI,@,SFO,W 40-26,,,,,,,,,,,0.0%,,,,,,
