ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-07,1,22.147,ATL,@,DAL,W 27-13,,,,,,,,,,,,,
2,2003,2003-09-14,2,22.154,ATL,,WAS,L 31-33,,,,,,,,,,,,,
3,2003,2003-09-21,3,22.161,ATL,,TAM,L 10-31,,,,,,,,,,,,,
4,2003,2003-09-28,4,22.168,ATL,@,CAR,L 3-23,,,,,,,,,,,,,
5,2003,2003-10-05,5,22.175,ATL,,MIN,L 26-39,,,,,,,,,,,,,
6,2003,2003-10-13,6,22.183,ATL,@,STL,L 0-36,,,,,,,,,,,,,
7,2003,2003-10-19,7,22.189,ATL,,NOR,L 17-45,,,,,,,,,,,,,
8,2003,2003-11-02,8,22.203,ATL,,PHI,L 16-23,,,,,,,,,,,,,
9,2003,2003-11-09,9,22.210,ATL,@,NYG,W 27-7,*,0,0,,0,0,0,0.0,,,1,0,0
10,2003,2003-11-16,10,22.217,ATL,@,NOR,L 20-23,*,,,,,,,,,,,,
11,2003,2003-11-23,11,22.224,ATL,,TEN,L 31-38,*,,,,,,,,,,,,
12,2003,2003-12-07,13,22.238,ATL,,CAR,W 20-14,*,,,,,,,,,,,,
13,2003,2003-12-14,14,22.245,ATL,@,IND,L 7-38,*,,,,,,,,,,,,
14,2003,2003-12-20,15,22.251,ATL,@,TAM,W 30-28,*,0,0,,0,0,0,0.0,,,1,3,0
15,2003,2003-12-28,16,22.259,ATL,,JAX,W 21-14,*,,,,,,,,,,,,
16,2004,2004-09-12,1,23.152,ATL,@,SFO,W 21-19,*,0,0,,0,0,0,1.0,,,0,0,0
17,2004,2004-09-19,2,23.159,ATL,,STL,W 34-17,*,0,0,,0,0,0,1.0,,,0,0,0
18,2004,2004-09-26,3,23.166,ATL,,ARI,W 6-3,*,,,,,,,,,,,,
19,2004,2004-10-03,4,23.173,ATL,@,CAR,W 27-10,*,0,0,,0,0,0,0.0,,,1,22,0
20,2004,2004-10-10,5,23.180,ATL,,DET,L 10-17,*,,,,,,,,,,,,
21,2004,2004-10-17,6,23.187,ATL,,SDG,W 21-20,*,,,,,,,,,,,,
22,2004,2004-10-24,7,23.194,ATL,@,KAN,L 10-56,*,,,,,,,,,,,,
23,2004,2004-10-31,8,23.201,ATL,@,DEN,W 41-28,*,,,,,,,,,,,,
24,2004,2004-11-14,9,23.215,ATL,,TAM,W 24-14,*,,,,,,,,,,,,
25,2004,2004-11-21,10,23.222,ATL,@,NYG,W 14-10,*,,,,,,,,,,,,
26,2004,2004-11-28,11,23.229,ATL,,NOR,W 24-21,*,,,,,,,,,,,,
27,2004,2004-12-05,12,23.236,ATL,@,TAM,L 0-27,*,,,,,,,,,,,,
28,2004,2004-12-12,13,23.243,ATL,,OAK,W 35-10,*,,,,,,,,,,,,
29,2004,2004-12-18,14,23.249,ATL,,CAR,W 34-31,*,,,,,,,,,,,,
30,2004,2004-12-26,15,23.257,ATL,@,NOR,L 13-26,*,0,0,,0,0,0,0.5,,,0,0,0
31,2004,2005-01-02,16,23.264,ATL,@,SEA,L 26-28,*,,,,,,,,,,,,
32,2005,2005-09-12,1,24.152,ATL,,PHI,W 14-10,*,,,,,,,,,,,,
33,2005,2005-09-18,2,24.158,ATL,@,SEA,L 18-21,*,,,,,,,,,,,,
34,2005,2005-09-25,3,24.165,ATL,@,BUF,W 24-16,*,,,,,,,,,,,,
35,2005,2005-10-02,4,24.172,ATL,,MIN,W 30-10,*,0,0,,0,0,0,1.0,,,0,0,0
36,2005,2005-10-09,5,24.179,ATL,,NWE,L 28-31,*,,,,,,,,,,,,
37,2005,2005-10-16,6,24.186,ATL,@,NOR,W 34-31,*,,,,,,,,,,,,
38,2005,2005-10-24,7,24.194,ATL,,NYJ,W 27-14,*,,,,,,,,,,,,
39,2005,2005-11-06,8,24.207,ATL,@,MIA,W 17-10,*,,,,,,,,,,,,
40,2005,2005-11-13,9,24.214,ATL,,GNB,L 25-33,*,,,,,,,,,,,,
41,2005,2005-11-20,10,24.221,ATL,,TAM,L 27-30,*,,,,,,,,,,,,
42,2005,2005-11-24,11,24.225,ATL,@,DET,W 27-7,*,,,,,,,,,,,,
43,2005,2005-12-04,12,24.235,ATL,@,CAR,L 6-24,*,0,0,,0,0,0,0.0,,,1,15,0
44,2005,2005-12-12,13,24.243,ATL,,NOR,W 36-17,,,,,,,,,,,,,
45,2005,2005-12-18,14,24.249,ATL,@,CHI,L 3-16,,,,,,,,,,,,,
