ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-15,2,23.133,IND,,MIA,L 20-24,,,,,,,0.0%,,,,,,,,,,
2,2013,2013-09-22,3,23.140,IND,@,SFO,W 27-7,,,,,,,0.0%,,,,,,,,,,
3,2013,2013-09-29,4,23.147,IND,@,JAX,W 37-3,,,,,,,0.0%,,,,,,,,,,
4,2013,2013-10-06,5,23.154,IND,,SEA,W 34-28,,,,,,,0.0%,,,,,,,,,,
5,2013,2013-10-14,6,23.162,IND,@,SDG,L 9-19,,,,,,,0.0%,,,,,,,,,,
6,2013,2013-10-20,7,23.168,IND,,DEN,W 39-33,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0
7,2013,2013-11-03,8,23.182,IND,@,HOU,W 27-24,*,,,,,,0.0%,,,,,,,,,,
8,2013,2013-11-10,9,23.189,IND,,STL,L 8-38,*,,,,,,0.0%,,,,,,,,,,
9,2013,2013-11-14,10,23.193,IND,@,TEN,W 30-27,,,,,,,0.0%,,,,,,,,,,
10,2013,2013-11-24,11,23.203,IND,@,ARI,L 11-40,*,,,,,,0.0%,,,,,,,,,,
11,2013,2013-12-01,12,23.210,IND,,TEN,W 22-14,,0,,,,,0.0%,,,,,,,,,,
12,2013,2013-12-08,13,23.217,IND,@,CIN,L 28-42,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,1,0
13,2013,2013-12-15,14,23.224,IND,,HOU,W 25-3,,2,1,-4,-4.00,0,50.0%,-2.00,0,0,,0,0,0,0.0,1,0
14,2013,2013-12-22,15,23.231,IND,@,KAN,W 23-7,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
15,2013,2013-12-29,16,23.238,IND,,JAX,W 30-10,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0
16,2014,2014-09-07,1,24.125,IND,@,DEN,L 24-31,,,,,,,0.0%,,,,,,,,,,
17,2014,2014-09-15,2,24.133,IND,,PHI,L 27-30,,2,2,12,6.00,1,100.0%,6.00,0,0,,0,1,6,0.0,0,0
18,2014,2014-09-21,3,24.139,IND,@,JAX,W 44-17,,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0,0.0,0,0
19,2014,2014-09-28,4,24.146,IND,,TEN,W 41-17,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
20,2014,2014-10-05,5,24.153,IND,,BAL,W 20-13,,0,,,,,0.0%,,,,,,,,,,
21,2014,2014-10-09,6,24.157,IND,@,HOU,W 33-28,,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,0.0,0,0
22,2014,2014-10-19,7,24.167,IND,,CIN,W 27-0,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,0,0
23,2014,2014-10-26,8,24.174,IND,@,PIT,L 34-51,,,,,,,0.0%,,,,,,,,,,
24,2014,2014-11-03,9,24.182,IND,@,NYG,W 40-24,,,,,,,0.0%,,,,,,,,,,
25,2014,2014-11-16,10,24.195,IND,,NWE,L 20-42,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
26,2014,2014-11-23,11,24.202,IND,,JAX,W 23-3,,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,0.0,0,0
27,2014,2014-11-30,12,24.209,IND,,WAS,W 49-27,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,1
28,2014,2014-12-07,13,24.216,IND,@,CLE,W 25-24,,,,,,,0.0%,,,,,,,,,,
29,2014,2014-12-14,14,24.223,IND,,HOU,W 17-10,,,,,,,0.0%,,,,,,,,,,
30,2014,2014-12-21,15,24.230,IND,@,DAL,L 7-42,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,0.0,0,0
31,2014,2014-12-28,16,24.237,IND,@,TEN,W 27-10,*,5,4,21,5.25,1,80.0%,4.20,0,0,,0,1,6,0.0,0,0
32,2015,2015-09-13,1,25.131,IND,@,BUF,L 14-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
33,2015,2015-09-21,2,25.139,IND,,NYJ,L 7-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
34,2015,2015-09-27,3,25.145,IND,@,TEN,W 35-33,,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,0.0,0,0
35,2015,2015-10-04,4,25.152,IND,,JAX,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
36,2015,2015-10-08,5,25.156,IND,@,HOU,W 27-20,,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,0.0,0,0
37,2015,2015-10-18,6,25.166,IND,,NWE,L 27-34,,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,0.0,0,0
38,2015,2015-10-25,7,25.173,IND,,NOR,L 21-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
