ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2003,2003-10-05,5,24.115,ARI,@,DAL,L 7-24,,1,1,100.0,,,,0,1
2,2003,2003-10-12,6,24.122,ARI,,BAL,L 18-26,,1,1,100.0,1,1,100.0,0,4
3,2003,2003-10-26,7,24.136,ARI,,SFO,W 16-13,,1,1,100.0,3,6,50.0,0,10
4,2003,2003-11-02,8,24.143,ARI,,CIN,W 17-14,,2,2,100.0,1,2,50.0,0,5
5,2003,2003-11-09,9,24.150,ARI,@,PIT,L 15-28,,,1,0.0,1,1,100.0,0,3
