ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2004,2004-09-12,1,23.313,MIN,,DAL,W 35-17,,,,,,,0.0%,,,,,,,
2,2004,2004-09-20,2,23.321,MIN,@,PHI,L 16-27,,3,3,36,12.00,0,100.0%,12.00,0,0,,0,0,0
3,2004,2004-09-26,3,23.327,MIN,,CHI,W 27-22,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
4,2004,2004-10-10,4,23.341,MIN,@,HOU,W 34-28,*,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0
5,2004,2004-10-17,5,23.348,MIN,@,NOR,W 38-31,,,,,,,0.0%,,,,,,,
6,2004,2004-10-24,6,23.355,MIN,,TEN,W 20-3,,,,,,,0.0%,,,,,,,
7,2004,2004-11-14,9,24.010,MIN,@,GNB,L 31-34,,0,,,,,0.0%,,,,,,,
8,2005,2005-09-11,1,24.311,MIN,,TAM,L 13-24,,0,0,0,,0,0.0%,,0,0,,0,0,0
9,2005,2005-09-18,2,24.318,MIN,@,CIN,L 8-37,,,0,0,,0,0.0%,,0,0,,0,0,0
10,2005,2005-09-25,3,24.325,MIN,,NOR,W 33-16,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
11,2005,2005-10-02,4,24.332,MIN,@,ATL,L 10-30,*,,0,0,,0,0.0%,,0,0,,0,0,0
12,2005,2005-10-16,5,24.346,MIN,@,CHI,L 3-28,,,0,0,,0,0.0%,,0,0,,0,0,0
13,2005,2005-10-23,6,24.353,MIN,,GNB,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,0,0
14,2005,2005-10-30,7,24.360,MIN,@,CAR,L 13-38,,0,0,0,,0,0.0%,,0,0,,0,0,0
15,2005,2005-11-06,8,25.002,MIN,,DET,W 27-14,,0,0,0,,0,0.0%,,0,0,,0,0,0
16,2005,2005-11-13,9,25.009,MIN,@,NYG,W 24-21,,,0,0,,0,0.0%,,0,0,,0,0,0
17,2005,2005-11-21,10,25.017,MIN,@,GNB,W 20-17,*,0,0,0,,0,0.0%,,1,9,9.00,0,0,0
18,2005,2005-11-27,11,25.023,MIN,,CLE,W 24-12,,,0,0,,0,0.0%,,0,0,,0,0,0
19,2005,2005-12-04,12,25.030,MIN,@,DET,W 21-16,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0
20,2005,2005-12-11,13,25.037,MIN,,STL,W 27-13,,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2005,2005-12-18,14,25.044,MIN,,PIT,L 3-18,,0,0,0,,0,0.0%,,0,0,,0,0,0
22,2005,2005-12-25,15,25.051,MIN,@,BAL,L 23-30,,0,0,0,,0,0.0%,,1,16,16.00,0,0,0
23,2005,2006-01-01,16,25.058,MIN,,CHI,W 34-10,,0,0,0,,0,0.0%,,0,0,,0,0,0
24,2006,2006-09-11,1,25.311,MIN,@,WAS,W 19-16,,0,0,0,,0,0.0%,,0,0,,0,0,0
25,2006,2006-09-17,2,25.317,MIN,,CAR,W 16-13,,1,1,16,16.00,1,100.0%,16.00,0,0,,0,1,6
26,2006,2006-09-24,3,25.324,MIN,,CHI,L 16-19,,,0,0,,0,0.0%,,0,0,,0,0,0
27,2006,2006-10-01,4,25.331,MIN,@,BUF,L 12-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
28,2006,2006-10-08,5,25.338,MIN,,DET,W 26-17,*,,0,0,,0,0.0%,,0,0,,0,0,0
29,2006,2006-10-22,6,25.352,MIN,@,SEA,W 31-13,*,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
30,2006,2006-10-30,7,25.360,MIN,,NWE,L 7-31,,1,1,1,1.00,0,100.0%,1.00,1,0,0.00,0,0,0
31,2006,2006-11-05,8,26.001,MIN,@,SFO,L 3-9,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
