ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1996,1996-09-01,1,23.034,HOU,,KAN,L 19-20,,,,,
2,1996,1996-09-08,2,23.041,HOU,@,JAX,W 34-27,,,,,
3,1996,1996-09-15,3,23.048,DAL,,IND,L 24-25,,,,,
4,1996,1996-09-29,4,23.062,HOU,@,PIT,L 16-30,,,,,
5,1996,1996-10-06,5,23.069,HOU,@,CIN,W 30-27,,,,,
6,1996,1996-10-13,6,23.076,HOU,@,ATL,W 23-13,,,,,
7,1996,1996-10-20,7,23.083,HOU,,PIT,W 23-13,,,,,
8,1996,1996-10-27,8,23.090,HOU,,SFO,L 9-10,,,,,
9,1996,1996-11-03,9,23.097,HOU,@,SEA,L 16-23,,,,,
10,1996,1996-11-10,10,23.104,HOU,@,NOR,W 31-14,,,,,
11,1996,1996-11-17,11,23.111,HOU,,MIA,L 20-23,,,,,
12,1996,1996-11-24,12,23.118,HOU,,CAR,L 6-31,,,,,
13,1996,1996-12-01,13,23.125,HOU,@,NYJ,W 35-10,,,,,
14,1996,1996-12-08,14,23.132,HOU,,JAX,L 17-23,,,,,
15,1996,1996-12-15,15,23.139,HOU,,CIN,L 13-21,,,,,
16,1996,1996-12-22,16,23.146,CIN,,IND,W 31-24,,,,,
17,1997,1997-09-21,3,24.054,TEN,,BAL,L 10-36,,0,0,,0
18,1997,1997-09-28,4,24.061,TEN,@,PIT,L 24-37,,0,0,,0
19,1997,1997-10-05,5,24.068,TEN,@,SEA,L 13-16,,0,0,,0
20,1997,1997-10-12,6,24.075,TEN,,CIN,W 30-7,,0,0,,0
21,1997,1997-10-19,7,24.082,TEN,,WAS,W 28-14,,0,0,,0
22,1997,1997-10-26,8,24.089,TEN,@,ARI,W 41-14,,0,0,,0
23,1997,1997-11-02,9,24.096,TEN,,JAX,L 24-30,,1,5,5.00,0
24,1997,1997-11-09,10,24.103,TEN,,NYG,W 10-6,,0,0,,0
25,1997,1997-11-16,11,24.110,TEN,@,JAX,L 9-17,,0,0,,0
26,1997,1997-11-23,12,24.117,TEN,,BUF,W 31-14,,0,0,,0
27,1997,1997-11-27,13,24.121,TEN,@,DAL,W 27-14,,0,0,,0
28,1997,1997-12-04,14,24.128,TEN,@,CIN,L 14-41,,0,0,,0
29,1997,1997-12-14,15,24.138,TEN,@,BAL,L 19-21,,0,0,,0
30,1997,1997-12-21,16,24.145,TEN,,PIT,W 16-6,,0,0,,0
31,1998,1998-09-06,1,25.039,TEN,@,CIN,W 23-14,,,,,
32,1998,1998-09-13,2,25.046,TEN,,SDG,L 7-13,,,,,
33,1998,1998-09-20,3,25.053,TEN,@,NWE,L 16-27,,,,,
34,1998,1998-09-27,4,25.060,TEN,,JAX,L 22-27,,,,,
35,1998,1998-10-18,6,25.081,TEN,,CIN,W 44-14,,,,,
36,1998,1998-10-25,7,25.088,TEN,,CHI,L 20-23,,,,,
37,1998,1998-11-01,8,25.095,TEN,@,PIT,W 41-31,,,,,
38,1998,1998-11-08,9,25.102,TEN,@,TAM,W 31-22,,,,,
39,1998,1998-11-15,10,25.109,TEN,,PIT,W 23-14,,,,,
40,1998,1998-11-22,11,25.116,TEN,,NYJ,L 3-24,,,,,
41,1998,1998-11-29,12,25.123,TEN,@,SEA,L 18-20,,,,,
42,1998,1998-12-13,14,25.137,TEN,@,JAX,W 16-13,,,,,
43,1998,1998-12-20,15,25.144,TEN,@,GNB,L 22-30,,,,,
44,1998,1998-12-26,16,25.150,TEN,,MIN,L 16-26,,,,,
45,1999,1999-09-19,2,26.052,TEN,,CLE,W 26-9,,,,,
46,1999,1999-09-26,3,26.059,TEN,@,JAX,W 20-19,,,,,
47,1999,1999-10-03,4,26.066,TEN,@,SFO,L 22-24,*,,,,
48,1999,1999-10-10,5,26.073,TEN,,BAL,W 14-11,,,,,
49,1999,1999-10-17,6,26.080,TEN,@,NOR,W 24-21,,,,,
50,1999,1999-10-31,7,26.094,TEN,,STL,W 24-21,,,,,
51,1999,1999-11-07,8,26.101,TEN,@,MIA,L 0-17,,,,,
52,1999,1999-11-14,9,26.108,TEN,@,CIN,W 24-14,,,,,
53,1999,1999-11-21,10,26.115,TEN,,PIT,W 16-10,,,,,
54,1999,1999-11-28,11,26.122,TEN,@,CLE,W 33-21,,,,,
55,1999,1999-12-05,12,26.129,TEN,@,BAL,L 14-41,,,,,
56,1999,1999-12-09,13,26.133,TEN,,OAK,W 21-14,,,,,
57,1999,1999-12-19,14,26.143,TEN,,ATL,W 30-17,,,,,
58,1999,1999-12-26,15,26.150,TEN,,JAX,W 41-14,,,,,
59,1999,2000-01-02,16,26.157,TEN,@,PIT,W 47-36,,,,,
