ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1980,1980-09-07,1,22.356,SFO,@,NOR,W 26-23,17,77,4.53,2,10,71,7.10,0,0,0,,0,2,12
2,1980,1980-09-14,2,22.363,SFO,,STL,W 24-21,8,13,1.63,0,9,51,5.67,1,0,0,,0,1,6
3,1980,1980-09-21,3,23.004,SFO,@,NYJ,W 37-27,13,71,5.46,0,2,14,7.00,0,0,0,,0,0,0
4,1980,1980-09-28,4,23.011,SFO,,ATL,L 17-20,7,17,2.43,0,5,41,8.20,1,0,0,,0,1,6
5,1980,1980-10-05,5,23.018,SFO,@,RAM,L 26-48,7,29,4.14,1,4,36,9.00,0,0,0,,0,1,6
6,1980,1980-10-12,6,23.025,SFO,@,DAL,L 14-59,7,49,7.00,0,2,13,6.50,0,0,0,,0,0,0
7,1980,1980-10-19,7,23.032,SFO,,RAM,L 17-31,14,57,4.07,0,8,73,9.13,0,0,0,,0,0,0
8,1980,1980-10-26,8,23.039,SFO,,TAM,L 23-24,13,50,3.85,0,8,47,5.88,0,0,0,,0,0,0
9,1980,1980-11-02,9,23.046,SFO,@,DET,L 13-17,10,19,1.90,0,4,18,4.50,0,0,0,,0,0,0
10,1980,1980-11-09,10,23.053,SFO,@,GNB,L 16-23,9,51,5.67,0,1,3,3.00,0,0,0,,0,0,0
11,1980,1980-11-16,11,23.060,SFO,@,MIA,L 13-17,6,4,0.67,1,7,47,6.71,0,0,0,,0,1,6
12,1980,1980-11-23,12,23.067,SFO,,NYG,W 12-0,21,86,4.10,0,3,84,28.00,1,0,0,,0,1,6
13,1980,1980-11-30,13,23.074,SFO,,NWE,W 21-17,17,60,3.53,0,5,27,5.40,1,0,0,,0,1,6
14,1980,1980-12-07,14,23.081,SFO,,NOR,W 38-35,4,11,2.75,0,5,11,2.20,0,0,0,,0,0,0
15,1980,1980-12-14,15,23.088,SFO,@,ATL,L 10-35,3,36,12.00,0,4,3,0.75,0,0,0,,0,0,0
16,1980,1980-12-21,16,23.095,SFO,,BUF,L 13-18,15,90,6.00,1,6,28,4.67,0,0,0,,0,1,6
17,1981,1981-09-06,1,23.354,SFO,@,DET,L 17-24,9,22,2.44,0,3,11,3.67,0,0,0,,0,0,0
18,1981,1981-09-13,2,23.361,SFO,,CHI,W 28-17,14,56,4.00,0,4,28,7.00,0,0,0,,0,0,0
19,1981,1981-09-20,3,24.003,SFO,@,ATL,L 17-34,9,40,4.44,0,3,29,9.67,0,0,0,,0,0,0
20,1981,1981-09-27,4,24.010,SFO,,NOR,W 21-14,5,10,2.00,0,3,6,2.00,0,0,0,,0,0,0
21,1981,1981-10-04,5,24.017,SFO,@,WAS,W 30-17,6,21,3.50,0,1,2,2.00,0,0,0,,0,0,0
22,1981,1981-10-11,6,24.024,SFO,,DAL,W 45-14,5,9,1.80,0,2,12,6.00,0,0,0,,0,0,0
23,1981,1981-10-18,7,24.031,SFO,@,GNB,W 13-3,12,38,3.17,0,2,19,9.50,0,0,0,,0,0,0
24,1981,1981-10-25,8,24.038,SFO,,RAM,W 20-17,5,7,1.40,0,2,57,28.50,0,0,0,,0,0,0
25,1981,1981-11-01,9,24.045,SFO,@,PIT,W 17-14,3,10,3.33,0,5,53,10.60,0,0,0,,0,0,0
26,1981,1981-11-08,10,24.052,SFO,,ATL,W 17-14,3,4,1.33,0,1,0,0.00,0,0,0,,0,0,0
27,1981,1981-11-15,11,24.059,SFO,,CLE,L 12-15,0,0,,0,3,21,7.00,0,0,0,,0,0,0
28,1981,1981-11-22,12,24.066,SFO,@,RAM,W 33-31,4,4,1.00,0,5,55,11.00,0,0,0,,0,0,0
29,1981,1981-11-29,13,24.073,SFO,,NYG,W 17-10,3,12,4.00,0,4,37,9.25,0,0,0,,0,0,0
