ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2003,2003-11-16,10,23.097,CLE,,ARI,W 44-6,,5,5,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2003,2003-11-23,11,23.104,CLE,,PIT,L 6-13,,0,0,,0,0,0,0,,0,0.0%,,4,70,17.50,0,0,0
3,2003,2003-11-30,12,23.111,CLE,@,SEA,L 7-34,,0,0,,0,0,0,0,,0,0.0%,,4,110,27.50,0,0,0
4,2003,2003-12-08,13,23.119,CLE,,STL,L 20-26,,0,0,,0,0,0,0,,0,0.0%,,6,138,23.00,0,0,0
5,2003,2003-12-14,14,23.125,CLE,@,DEN,L 20-23,,5,30,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
6,2003,2003-12-21,15,23.132,CLE,,BAL,L 0-35,,20,68,3.40,0,4,2,0,0.00,0,50.0%,0.00,0,0,,0,0,0
7,2003,2003-12-28,16,23.139,CLE,@,CIN,W 22-14,,26,186,7.15,2,0,0,0,,0,0.0%,,0,0,,0,2,12
8,2004,2004-10-03,4,24.053,CLE,,WAS,W 17-13,,22,82,3.73,1,2,1,6,6.00,0,50.0%,3.00,0,0,,0,1,6
9,2004,2004-10-10,5,24.060,CLE,@,PIT,L 23-34,,11,30,2.73,0,8,3,20,6.67,0,37.5%,2.50,0,0,,0,0,0
10,2004,2004-10-17,6,24.067,CLE,,CIN,W 34-17,,13,19,1.46,0,6,5,100,20.00,1,83.3%,16.67,0,0,,0,1,6
11,2004,2004-10-24,7,24.074,CLE,,PHI,L 31-34,,15,78,5.20,1,5,2,5,2.50,0,40.0%,1.00,0,0,,0,1,6
12,2004,2004-11-07,8,24.088,CLE,@,BAL,L 13-27,*,18,56,3.11,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
13,2004,2004-11-14,9,24.095,CLE,,PIT,L 10-24,*,18,38,2.11,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0
14,2004,2004-11-21,10,24.102,CLE,,NYJ,L 7-10,,17,62,3.65,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0
15,2004,2004-12-19,14,24.130,CLE,,SDG,L 0-21,,21,105,5.00,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0
16,2004,2004-12-26,15,24.137,CLE,@,MIA,L 7-10,*,38,143,3.76,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
17,2004,2005-01-02,16,24.144,CLE,@,HOU,W 22-14,*,26,131,5.04,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0
18,2005,2005-09-25,3,25.045,CLE,@,IND,L 6-13,,0,0,,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0
19,2005,2005-10-09,4,25.059,CLE,,CHI,W 20-10,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
20,2005,2005-11-27,11,25.108,CLE,@,MIN,L 12-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2005,2005-12-04,12,25.115,CLE,,JAX,L 14-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
22,2005,2005-12-11,13,25.122,CLE,@,CIN,L 20-23,,1,-4,-4.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0
23,2005,2005-12-18,14,25.129,CLE,@,OAK,W 9-7,,1,6,6.00,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
24,2005,2005-12-24,15,25.135,CLE,,PIT,L 0-41,,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
25,2005,2006-01-01,16,25.143,CLE,,BAL,W 20-16,,2,6,3.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
26,2006,2006-09-07,1,26.027,MIA,@,PIT,L 17-28,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
27,2006,2006-09-17,2,26.037,MIA,,BUF,L 6-16,,3,12,4.00,0,1,0,13,,0,0.0%,13.00,0,0,,0,0,0
28,2006,2006-09-24,3,26.044,MIA,,TEN,W 13-10,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
29,2006,2006-10-01,4,26.051,MIA,@,HOU,L 15-17,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
30,2006,2006-10-08,5,26.058,MIA,@,NWE,L 10-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
