ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2000,2000-09-04,1,23.135,STL,,DEN,W 41-36,,0,0,,0,1,34,34.00,0
2,2000,2000-09-10,2,23.141,STL,@,SEA,W 37-34,,0,0,,0,2,70,35.00,0
3,2000,2000-09-17,3,23.148,STL,,SFO,W 41-24,,0,0,,0,3,154,51.33,0
4,2000,2000-09-24,4,23.155,STL,@,ATL,W 41-20,,0,0,,0,3,128,42.67,0
5,2000,2000-10-15,6,23.176,STL,,ATL,W 45-29,,0,0,,0,3,106,35.33,0
6,2000,2000-10-22,7,23.183,STL,@,KAN,L 34-54,,0,0,,0,4,165,41.25,1
7,2000,2000-10-29,8,23.190,STL,@,SFO,W 34-24,,0,0,,0,5,212,42.40,0
8,2000,2000-11-05,9,23.197,STL,,CAR,L 24-27,,0,0,,0,2,61,30.50,0
9,2000,2000-11-12,10,23.204,STL,@,NYG,W 38-24,,0,0,,0,6,239,39.83,0
10,2000,2000-11-20,11,23.212,STL,,WAS,L 20-33,,0,0,,0,2,108,54.00,0
11,2000,2000-11-26,12,23.218,STL,,NOR,L 24-31,,0,0,,0,3,106,35.33,0
12,2000,2000-12-03,13,23.225,STL,@,CAR,L 3-16,,0,0,,0,1,34,34.00,0
13,2000,2000-12-10,14,23.232,STL,,MIN,W 40-29,,0,0,,0,1,38,38.00,0
14,2000,2000-12-18,15,23.240,STL,@,TAM,L 35-38,,0,0,,0,3,112,37.33,0
15,2000,2000-12-24,16,23.246,STL,@,NOR,W 26-21,,0,0,,0,4,169,42.25,0
16,2001,2001-09-09,1,24.140,STL,@,PHI,W 20-17,,0,0,,0,6,256,42.67,0
17,2001,2001-09-23,2,24.154,STL,@,SFO,W 30-26,,0,0,,0,1,52,52.00,0
18,2001,2001-09-30,3,24.161,STL,,MIA,W 42-10,,0,0,,0,3,96,32.00,0
19,2001,2001-10-08,4,24.169,STL,@,DET,W 35-0,,0,0,,0,3,114,38.00,0
20,2001,2001-10-14,5,24.175,STL,,NYG,W 15-14,,0,0,,0,5,227,45.40,0
21,2001,2001-10-21,6,24.182,STL,@,NYJ,W 34-14,,0,0,,0,2,103,51.50,0
22,2001,2001-10-28,7,24.189,STL,,NOR,L 31-34,,0,0,,0,1,36,36.00,0
23,2001,2001-11-11,8,24.203,STL,,CAR,W 48-14,,0,0,,0,2,75,37.50,0
24,2001,2001-11-18,9,24.210,STL,@,NWE,W 24-17,,0,0,,0,2,89,44.50,0
25,2001,2001-11-26,10,24.218,STL,,TAM,L 17-24,,1,0,0.00,0,2,94,47.00,0
26,2001,2001-12-02,11,24.224,STL,@,ATL,W 35-6,,0,0,,0,3,125,41.67,0
27,2001,2001-12-09,12,24.231,STL,,SFO,W 27-14,,0,0,,0,3,117,39.00,0
28,2001,2001-12-17,13,24.239,STL,@,NOR,W 34-21,,0,0,,0,4,136,34.00,0
29,2001,2001-12-23,14,24.245,STL,@,CAR,W 38-32,,0,0,,0,2,85,42.50,0
30,2001,2001-12-30,15,24.252,STL,,IND,W 42-17,,0,0,,0,2,105,52.50,0
31,2001,2002-01-06,16,24.259,STL,,ATL,W 31-13,,0,0,,0,2,99,49.50,0
