ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1986,1986-09-07,1,23.363,STL,,RAM,L 10-16,,,,,,,,,,,
2,1986,1986-09-14,2,24.005,STL,@,ATL,L 13-33,,,,,,,,,,,
3,1986,1986-09-21,3,24.012,STL,@,BUF,L 10-17,,,,,,,,,,,
4,1986,1986-09-29,4,24.020,STL,,DAL,L 7-31,,,,,,,,,,,
5,1986,1986-10-05,5,24.026,STL,,NYG,L 6-13,,,,,,,,,,,
6,1986,1986-10-12,6,24.033,STL,@,TAM,W 30-19,,,,,,,,,,,
7,1986,1986-10-19,7,24.040,STL,@,WAS,L 21-28,,,,,,,,,,,
8,1986,1986-11-02,9,24.054,STL,,PHI,W 13-10,,,,,,,,,,,
9,1986,1986-11-09,10,24.061,STL,@,SFO,L 17-43,,,,,,,,,,,
10,1986,1986-11-16,11,24.068,STL,,NOR,L 7-16,,,,,,,,,,,
11,1986,1986-11-23,12,24.075,STL,,KAN,W 23-14,,,,,,,,,,,
12,1986,1986-11-30,13,24.082,STL,,WAS,L 17-20,,,,,,,,,,,
13,1986,1986-12-07,14,24.089,STL,@,PHI,T 10-10,,,,,,,,,,,
14,1986,1986-12-14,15,24.096,STL,@,NYG,L 7-27,,,,,,,,,,,
15,1986,1986-12-21,16,24.103,STL,,TAM,W 21-17,,,,,,,,,,,
16,1987,1987-09-13,1,25.004,STL,,DAL,W 24-13,,,,,,,,,,,
17,1987,1987-09-20,2,25.011,STL,@,SDG,L 24-28,,,,,,,,,,,
18,1987,1987-10-25,6,25.046,STL,@,NYG,L 7-30,,,,,,,,,,,
19,1987,1987-11-01,7,25.053,STL,,PHI,L 23-28,,,,,,,,,,,
20,1987,1987-11-08,8,25.060,STL,,TAM,W 31-28,,,,,,,,,,,
21,1987,1987-11-15,9,25.067,STL,,RAM,L 24-27,,,,,,,,,,,
22,1987,1987-11-22,10,25.074,STL,@,PHI,W 31-19,,,,,,,,,,,
23,1987,1987-11-29,11,25.081,STL,@,ATL,W 34-21,,,,,,,,,,,
24,1987,1987-12-06,12,25.088,STL,,WAS,L 17-34,,,,,,,,,,,
25,1987,1987-12-13,13,25.095,STL,,NYG,W 27-24,,,,,,,,,,,
26,1987,1987-12-20,14,25.102,STL,@,TAM,W 31-14,,,,,,,,,,,
27,1987,1987-12-27,15,25.109,STL,@,DAL,L 16-21,,,,,,,,,,,
28,1988,1988-09-04,1,25.361,PHO,@,CIN,L 14-21,,,,,,,,,,,
29,1988,1988-09-12,2,26.003,PHO,,DAL,L 14-17,,,,,,,,,,,
30,1988,1988-09-18,3,26.009,PHO,@,TAM,W 30-24,,,,,,,,,,,
31,1988,1988-09-25,4,26.016,PHO,,WAS,W 30-21,,,,,,,,,,,
32,1988,1988-10-02,5,26.023,PHO,@,RAM,W 41-27,,,,,,,,,,,
33,1988,1988-10-09,6,26.030,PHO,,PIT,W 31-14,,,,,,,,,,,
34,1988,1988-10-16,7,26.037,PHO,@,WAS,L 17-33,,,,,,,,,,,
35,1988,1988-10-23,8,26.044,PHO,,CLE,L 21-29,,,,,,,,,,,
36,1988,1988-10-30,9,26.051,PHO,@,DAL,W 16-10,,,,,,,,,,,
37,1988,1988-11-06,10,26.058,PHO,,SFO,W 24-23,,,,,,,,,,,
38,1988,1988-11-13,11,26.065,PHO,,NYG,W 24-17,,,,,,,,,,,
39,1988,1988-11-20,12,26.072,PHO,@,HOU,L 20-38,,,,,,,,,,,
40,1988,1988-11-27,13,26.079,PHO,@,PHI,L 21-31,,,,,,,,,,,
41,1988,1988-12-04,14,26.086,PHO,@,NYG,L 7-44,,,,,,,,,,,
42,1988,1988-12-10,15,26.092,PHO,,PHI,L 17-23,,,,,,,,,,,
43,1988,1988-12-18,16,26.100,PHO,,GNB,L 17-26,,,,,,,,,,,
44,1989,1989-09-10,1,27.001,PHO,@,DET,W 16-13,,,,,,,,,,,
45,1989,1989-09-17,2,27.008,PHO,@,SEA,W 34-24,,,,,,,,,,,
46,1989,1989-09-24,3,27.015,PHO,@,NYG,L 7-35,,,,,,,,,,,
47,1989,1989-10-01,4,27.022,PHO,,SDG,L 13-24,,,,,,,,,,,
48,1989,1989-10-08,5,27.029,PHO,@,WAS,L 28-30,,,,,,,,,,,
49,1989,1989-10-15,6,27.036,PHO,,PHI,L 5-17,,,,,,,,,,,
50,1989,1989-11-05,9,27.057,PHO,,NYG,L 13-20,,,,,,,,,,,
51,1989,1989-11-12,10,27.064,PHO,,DAL,W 24-20,,,,,,,,,,,
