ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
52,1989,1989-11-19,11,27.071,PHO,@,RAM,L 14-37,,,,,,,,,,,
53,1989,1989-11-26,12,27.078,PHO,,TAM,L 13-14,,,,,,,,,,,
54,1989,1989-12-03,13,27.085,PHO,,WAS,L 10-29,,,,,,,,,,,
55,1989,1989-12-10,14,27.092,PHO,@,RAI,L 14-16,,,,,,,,,,,
56,1989,1989-12-16,15,27.098,PHO,,DEN,L 0-37,,,,,,,,,,,
57,1989,1989-12-24,16,27.106,PHO,@,PHI,L 14-31,,,,,,,,,,,
58,1990,1990-09-09,1,28.000,PHO,@,WAS,L 0-31,,,,,,,,,,,
59,1990,1990-09-16,2,28.007,PHO,@,PHI,W 23-21,,,,,,,,,,,
60,1990,1990-09-23,3,28.014,PHO,@,NOR,L 7-28,,,,,,,,,,,
61,1990,1990-09-30,4,28.021,PHO,,WAS,L 10-38,,,,,,,,,,,
62,1990,1990-10-14,5,28.035,PHO,,DAL,W 20-3,,,,,,,,,,,
63,1990,1990-10-21,6,28.042,PHO,@,NYG,L 19-20,,,,,,,,,,,
64,1990,1990-10-28,7,28.049,PHO,,CHI,L 21-31,,,,,,,,,,,
65,1990,1990-11-04,8,28.056,PHO,@,MIA,L 3-23,,,,,,,,,,,
66,1990,1990-11-11,9,28.063,PHO,@,BUF,L 14-45,,,,,,,,,,,
67,1990,1990-11-18,10,28.070,PHO,,GNB,L 21-24,,,,,,,,,,,
68,1990,1990-11-25,11,28.077,PHO,,NWE,W 34-14,,,,,,,,,,,
69,1990,1990-12-02,12,28.084,PHO,,IND,W 20-17,,,,,,,,,,,
70,1990,1990-12-09,13,28.091,PHO,@,ATL,W 24-13,,,,,,,,,,,
71,1990,1990-12-16,14,28.098,PHO,@,DAL,L 10-41,,,,,,,,,,,
72,1990,1990-12-23,15,28.105,PHO,,NYG,L 21-24,,,,,,,,,,,
73,1990,1990-12-29,16,28.111,PHO,,PHI,L 21-23,,,,,,,,,,,
74,1991,1991-09-01,1,28.357,NOR,,SEA,W 27-24,,,,,,,,,,,
75,1991,1991-09-08,2,28.364,NOR,@,KAN,W 17-10,,,,,,,,,,,
76,1991,1991-09-15,3,29.006,NOR,,RAM,W 24-7,,,,,,,,,,,
77,1992,1992-09-06,1,29.363,NOR,@,PHI,L 13-15,,,,,,0.0%,,0,0,,0
78,1992,1992-09-13,2,30.004,NOR,,CHI,W 28-6,,,,,,0.0%,,0,0,,0
79,1992,1992-09-20,3,30.011,NOR,@,ATL,W 10-7,,,,,,0.0%,,0,0,,0
80,1992,1992-09-27,4,30.018,NOR,,SFO,L 10-16,,,,,,0.0%,,0,0,,0
81,1992,1992-10-04,5,30.025,NOR,@,DET,W 13-7,,0,0,,0,0.0%,,1,11,11.00,0
82,1992,1992-10-11,6,30.032,NOR,,RAM,W 13-10,,,,,,0.0%,,0,0,,0
83,1992,1992-10-18,7,30.039,NOR,@,PHO,W 30-21,,,,,,0.0%,,0,0,,0
84,1992,1992-11-01,8,30.053,NOR,,TAM,W 23-21,,,,,,0.0%,,0,0,,0
85,1992,1992-11-08,9,30.060,NOR,@,NWE,W 31-14,,,,,,0.0%,,0,0,,0
86,1992,1992-11-15,10,30.067,NOR,@,SFO,L 20-21,,,,,,0.0%,,0,0,,0
87,1992,1992-11-23,11,30.075,NOR,,WAS,W 20-3,,,,,,0.0%,,0,0,,0
88,1992,1992-11-29,12,30.081,NOR,,MIA,W 24-13,,,,,,0.0%,,0,0,,0
89,1992,1992-12-03,13,30.085,NOR,,ATL,W 22-14,,,,,,0.0%,,0,0,,0
90,1992,1992-12-13,14,30.095,NOR,@,RAM,W 37-14,,,,,,0.0%,,0,0,,0
91,1992,1992-12-20,15,30.102,NOR,,BUF,L 16-20,,,,,,0.0%,,0,0,,0
92,1992,1992-12-26,16,30.108,NOR,@,NYJ,W 20-0,,,,,,0.0%,,0,0,,0
93,1993,1993-09-05,1,30.361,NOR,,HOU,W 33-21,,,,,,0.0%,,,,,
94,1993,1993-09-12,2,31.003,NOR,@,ATL,W 34-31,,,,,,0.0%,,,,,
95,1993,1993-09-19,3,31.010,NOR,,DET,W 14-3,,,,,,0.0%,,,,,
96,1993,1993-09-26,4,31.017,NOR,,SFO,W 16-13,,,,,,0.0%,,,,,
97,1993,1993-10-03,5,31.024,NOR,@,RAM,W 37-6,,,,,,0.0%,,,,,
98,1993,1993-10-17,6,31.038,NOR,@,PIT,L 14-37,,,,,,0.0%,,,,,
99,1993,1993-10-24,7,31.045,NOR,,ATL,L 15-26,,,,,,0.0%,,,,,
100,1993,1993-10-31,8,31.052,NOR,@,PHO,W 20-17,,,,,,0.0%,,,,,
101,1993,1993-11-14,9,31.066,NOR,,GNB,L 17-19,,,,,,0.0%,,,,,
102,1993,1993-11-22,10,31.074,NOR,@,SFO,L 7-42,,,,,,0.0%,,,,,
103,1993,1993-11-28,11,31.080,NOR,@,MIN,W 17-14,,,,,,0.0%,,,,,
104,1993,1993-12-05,12,31.087,NOR,@,CLE,L 13-17,,,,,,0.0%,,,,,
105,1993,1993-12-12,13,31.094,NOR,,RAM,L 20-23,,,,,,0.0%,,,,,
106,1993,1993-12-20,14,31.102,NOR,,NYG,L 14-24,,,,,,0.0%,,,,,
107,1993,1993-12-26,15,31.108,NOR,@,PHI,L 26-37,,,,,,0.0%,,,,,
108,1993,1994-01-02,16,31.115,NOR,,CIN,W 20-13,,,,,,0.0%,,,,,
109,1994,1994-09-04,1,31.360,DAL,@,PIT,W 26-9,,0,0,,0,0.0%,,,,,
110,1994,1994-09-11,2,32.002,DAL,,HOU,W 20-17,,0,0,,0,0.0%,,,,,
111,1994,1994-09-19,3,32.010,DAL,,DET,L 17-20,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0
112,1994,1994-10-02,4,32.023,DAL,@,WAS,W 34-7,,0,0,,0,0.0%,,,,,
113,1994,1994-10-09,5,32.030,DAL,,ARI,W 38-3,0,0,0,,0,0.0%,,,,,
114,1994,1994-10-16,6,32.037,DAL,,PHI,W 24-13,,0,0,,0,0.0%,,,,,
115,1994,1994-10-23,7,32.044,DAL,@,ARI,W 28-21,0,0,0,,0,0.0%,,,,,
116,1994,1994-10-30,8,32.051,DAL,@,CIN,W 23-20,,0,0,,0,0.0%,,,,,
117,1994,1994-11-07,9,32.059,DAL,,NYG,W 38-10,,0,0,,0,0.0%,,,,,
118,1994,1994-11-13,10,32.065,DAL,@,SFO,L 14-21,0,0,0,,0,0.0%,,,,,
119,1994,1994-11-20,11,32.072,DAL,,WAS,W 31-7,,0,0,,0,0.0%,,,,,
120,1994,1994-11-24,12,32.076,DAL,,GNB,W 42-31,,0,0,,0,0.0%,,,,,
121,1994,1994-12-04,13,32.086,DAL,@,PHI,W 31-19,,0,0,,0,0.0%,,,,,
122,1994,1994-12-10,14,32.092,DAL,,CLE,L 14-19,,0,0,,0,0.0%,,,,,
123,1994,1994-12-19,15,32.101,DAL,@,NOR,W 24-16,0,0,0,,0,0.0%,,,,,
124,1994,1994-12-24,16,32.106,DAL,@,NYG,L 10-15,0,0,0,,0,0.0%,,,,,
125,1995,1995-09-24,4,33.015,DAL,,ARI,W 34-20,,,,,,0.0%,,,,,
126,1995,1995-11-06,9,33.058,DAL,,PHI,W 34-12,,,,,,0.0%,,,,,
127,1995,1995-11-12,10,33.064,DAL,,SFO,L 20-38,,,,,,0.0%,,,,,
128,1995,1995-11-19,11,33.071,DAL,@,OAK,W 34-21,,,,,,0.0%,,,,,
129,1995,1995-11-23,12,33.075,DAL,,KAN,W 24-12,,,,,,0.0%,,,,,
130,1995,1995-12-03,13,33.085,DAL,,WAS,L 17-24,,,,,,0.0%,,,,,
131,1995,1995-12-10,14,33.092,DAL,@,PHI,L 17-20,,,,,,0.0%,,,,,
132,1995,1995-12-17,15,33.099,DAL,,NYG,W 21-20,,,,,,0.0%,,,,,
133,1995,1995-12-25,16,33.107,DAL,@,ARI,W 37-13,,,,,,0.0%,,,,,
134,1996,1996-12-22,16,34.104,DAL,@,WAS,L 10-37,,,,,,0.0%,,,,,
