ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1964,1964-09-27,3,23.009,BAL,,CHI,W 52-0,2,13,6.50,1,1,6
2,1964,1964-10-18,6,23.030,BAL,,GNB,W 24-21,3,42,14.00,0,0,0
3,1964,1964-12-06,13,23.079,BAL,,DET,L 14-31,1,11,11.00,0,0,0
4,1964,1964-12-13,14,23.086,BAL,,WAS,W 45-17,1,20,20.00,0,0,0
5,1965,1965-10-17,5,24.029,BAL,@,WAS,W 38-7,1,38,38.00,0,0,0
6,1966,1966-09-25,3,25.007,BAL,,SFO,W 36-14,1,7,7.00,1,1,6
7,1966,1966-11-06,8,25.049,BAL,,WAS,W 37-10,1,9,9.00,1,1,6
8,1966,1966-11-27,11,25.070,BAL,,RAM,L 7-23,1,11,11.00,0,0,0
9,1968,1968-09-15,1,26.363,NYG,@,PIT,W 34-20,1,8,8.00,0,0,0
10,1968,1968-09-22,2,27.004,NYG,@,PHI,W 34-25,2,17,8.50,0,0,0
11,1968,1968-09-29,3,27.011,NYG,,WAS,W 48-21,1,9,9.00,0,0,0
12,1969,1969-09-21,1,28.003,NYG,,MIN,W 24-23,1,33,33.00,0,0,0
13,1969,1969-09-28,2,28.010,NYG,@,DET,L 0-24,1,7,7.00,0,0,0
14,1969,1969-12-07,12,28.080,NYG,,STL,W 49-6,2,21,10.50,0,0,0
15,1969,1969-12-14,13,28.087,NYG,@,PIT,W 21-17,3,36,12.00,0,0,0
16,1969,1969-12-21,14,28.094,NYG,,CLE,W 27-14,3,35,11.67,0,0,0
