ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,23.133,TEN,,OAK,W 38-13,,1,0,0,,0,0.0%,0.00,0,0,,0,3,70,23.33,0,3,21,7.00,0,0,0,0.0,0,0
2,2010,2010-09-19,2,23.140,TEN,,PIT,L 11-19,,0,0,0,,0,0.0%,,0,0,,0,4,97,24.25,0,3,43,14.33,0,0,0,0.0,0,0
3,2010,2010-09-26,3,23.147,TEN,@,NYG,W 29-10,,0,0,0,,0,0.0%,,0,0,,0,3,74,24.67,0,0,0,,0,0,0,0.0,0,0
4,2010,2010-10-03,4,23.154,TEN,,DEN,L 20-26,,0,0,0,,0,0.0%,,0,0,,0,6,187,31.17,1,1,9,9.00,0,1,6,0.0,0,0
5,2010,2010-10-10,5,23.161,TEN,@,DAL,W 34-27,,0,0,0,,0,0.0%,,0,0,,0,3,109,36.33,0,0,0,,0,0,0,0.0,0,0
6,2010,2010-10-18,6,23.169,TEN,@,JAX,W 30-3,,0,0,0,,0,0.0%,,0,0,,0,2,50,25.00,0,1,9,9.00,0,0,0,0.0,0,0
7,2010,2010-10-24,7,23.175,TEN,,PHI,W 37-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,43,10.75,0,0,0,0.0,0,0
8,2010,2010-10-31,8,23.182,TEN,@,SDG,L 25-33,,0,0,0,,0,0.0%,,0,0,,0,7,159,22.71,0,1,17,17.00,0,0,0,0.0,0,0
9,2010,2010-11-14,9,23.196,TEN,@,MIA,L 17-29,,0,0,0,,0,0.0%,,0,0,,0,4,92,23.00,0,3,61,20.33,0,0,0,0.0,0,0
10,2010,2010-11-21,10,23.203,TEN,,WAS,L 16-19,,0,0,0,,0,0.0%,,0,0,,0,3,82,27.33,0,1,87,87.00,1,1,6,0.0,0,0
11,2010,2010-11-28,11,23.210,TEN,@,HOU,L 0-20,,0,0,0,,0,0.0%,,0,0,,0,4,93,23.25,0,2,25,12.50,0,0,0,0.0,0,0
12,2010,2010-12-05,12,23.217,TEN,,JAX,L 6-17,,0,0,0,,0,0.0%,,0,0,,0,2,37,18.50,0,1,4,4.00,0,0,0,0.0,0,0
