ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-10-29,8,23.086,SFO,@,NYJ,W 23-10,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
2,1989,1989-11-06,9,23.094,SFO,,NOR,W 31-13,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
3,1989,1989-11-12,10,23.100,SFO,,ATL,W 45-3,2,11,5.50,1,,1,78,78.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
4,1989,1989-12-11,14,23.129,SFO,@,RAM,W 30-27,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,8,8.00,0,0,0
5,1989,1989-12-17,15,23.135,SFO,,BUF,W 21-10,3,10,3.33,0,,1,40,40.00,0,,,0,0,,0,0,0,,,,,,1,13,13.00,0,0,0
6,1989,1989-12-24,16,23.142,SFO,,CHI,W 26-0,2,9,4.50,0,,1,12,12.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1990,1990-12-23,15,24.141,SFO,,NOR,L 10-13,1,-1,-1.00,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1990,1990-12-30,16,24.148,SFO,@,MIN,W 20-17,5,15,3.00,0,,3,27,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
9,1991,1991-09-02,1,25.029,SFO,@,NYG,L 14-16,10,46,4.60,0,,3,24,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
10,1991,1991-09-08,2,25.035,SFO,,SDG,W 34-14,8,47,5.88,1,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
11,1991,1991-09-15,3,25.042,SFO,@,MIN,L 14-17,10,42,4.20,0,,1,9,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1991,1991-09-22,4,25.049,SFO,,RAM,W 27-10,1,7,7.00,0,,2,20,10.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
13,1991,1991-09-29,5,25.056,SFO,@,RAI,L 6-12,4,34,8.50,0,,4,30,7.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1991,1991-10-13,6,25.070,SFO,,ATL,L 34-39,7,12,1.71,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1991,1991-10-20,7,25.077,SFO,,DET,W 35-3,20,104,5.20,0,,1,19,19.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1991,1991-10-27,8,25.084,SFO,@,PHI,W 23-7,23,76,3.30,0,,1,22,22.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1991,1991-11-03,9,25.091,SFO,@,ATL,L 14-17,12,49,4.08,0,,1,17,17.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
18,1991,1991-11-10,10,25.098,SFO,@,NOR,L 3-10,9,31,3.44,0,,2,19,9.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
19,1991,1991-11-17,11,25.105,SFO,,PHO,W 14-10,15,51,3.40,1,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
20,1991,1991-11-25,12,25.113,SFO,@,RAM,W 33-10,5,20,4.00,0,,1,23,23.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
21,1991,1991-12-01,13,25.119,SFO,,NOR,W 38-24,7,26,3.71,0,,7,71,10.14,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,1991,1991-12-08,14,25.126,SFO,@,SEA,W 24-22,6,16,2.67,0,,4,30,7.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
