ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,23.251,DEN,,KAN,W 34-20,,,,,
2,1989,1989-09-24,3,23.265,DEN,,RAI,W 31-21,,,,,
3,1989,1989-10-08,5,23.279,DEN,,SDG,W 16-10,,,,,
4,1990,1990-09-16,2,24.257,PIT,,HOU,W 20-9,,,,,
5,1990,1990-09-23,3,24.264,PIT,@,RAI,L 3-20,,,,,
6,1991,1991-09-01,1,25.242,PIT,,SDG,W 26-20,,,,,
7,1991,1991-09-08,2,25.249,PIT,@,BUF,L 34-52,,,,,
8,1991,1991-09-15,3,25.256,PIT,,NWE,W 20-6,,,,,
9,1991,1991-09-22,4,25.263,PIT,@,PHI,L 14-23,,,,,
10,1991,1991-10-20,7,25.291,PIT,,SEA,L 7-27,,,,,
11,1991,1991-10-27,8,25.298,PIT,@,CLE,L 14-17,,,,,
12,1991,1991-11-03,9,25.305,PIT,@,DEN,L 13-20,,,,,
13,1991,1991-11-10,10,25.312,PIT,@,CIN,W 33-27,,,,,
14,1991,1991-11-17,11,25.319,PIT,,WAS,L 14-41,,,,,
15,1991,1991-11-24,12,25.326,PIT,,HOU,W 26-14,,,,,
16,1991,1991-11-28,13,25.330,PIT,@,DAL,L 10-20,,,,,
17,1991,1991-12-08,14,25.340,PIT,@,HOU,L 6-31,,,,,
18,1991,1991-12-15,15,25.347,PIT,,CIN,W 17-10,,,,,
19,1991,1991-12-22,16,25.354,PIT,,CLE,W 17-10,1,6,3,57,1
20,1992,1992-09-06,1,26.248,PIT,@,HOU,W 29-24,,,,,
21,1992,1992-09-13,2,26.255,PIT,,NYJ,W 27-10,,,,,
22,1992,1992-09-20,3,26.262,PIT,@,SDG,W 23-6,,,,,
23,1992,1992-09-27,4,26.269,PIT,@,GNB,L 3-17,,,,,
24,1992,1992-10-11,5,26.283,PIT,@,CLE,L 9-17,,,,,
25,1992,1992-10-19,6,26.291,PIT,,CIN,W 20-0,,,,,
26,1992,1992-10-25,7,26.297,PIT,@,KAN,W 27-3,,,,,
27,1992,1992-11-01,8,26.304,PIT,,HOU,W 21-20,,,,,
28,1992,1992-11-08,9,26.311,PIT,@,BUF,L 20-28,,,,,
29,1992,1992-11-15,10,26.318,PIT,,DET,W 17-14,,,,,
30,1992,1992-11-22,11,26.325,PIT,,IND,W 30-14,,,0,15,0
31,1992,1992-11-29,12,26.332,PIT,@,CIN,W 21-9,,,,,
32,1992,1992-12-06,13,26.339,PIT,,SEA,W 20-14,,,,,
33,1992,1992-12-13,14,26.346,PIT,@,CHI,L 6-30,,,,,
34,1992,1992-12-20,15,26.353,PIT,,MIN,L 3-6,,,,,
35,1992,1992-12-27,16,26.360,PIT,,CLE,W 23-13,,,,,
36,1993,1993-09-05,1,27.246,PIT,,SFO,L 13-24,,,,,
37,1993,1993-09-12,2,27.253,PIT,@,RAM,L 0-27,,,,,
38,1993,1993-09-19,3,27.260,PIT,,CIN,W 34-7,,,,,
39,1993,1993-09-27,4,27.268,PIT,@,ATL,W 45-17,,,,,
40,1993,1993-10-10,5,27.281,PIT,,SDG,W 16-3,,,,,
41,1993,1993-11-07,8,27.309,PIT,@,CIN,W 24-16,,,,,
42,1993,1993-11-15,9,27.317,PIT,,BUF,W 23-0,,,,,
43,1993,1993-11-21,10,27.323,PIT,@,DEN,L 13-37,,,,,
44,1993,1993-11-28,11,27.330,PIT,@,HOU,L 3-23,,,,,
