ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-12-29,16,22.314,NYG,,NWE,L 35-38,,,,,,0,,,,,0.0%,,,,,,,,,,,
2,2008,2008-09-04,1,23.199,NYG,,WAS,W 16-7,,,,,,,,,,,0.0%,,,,,,,,,,,
3,2008,2008-11-23,11,23.279,NYG,@,ARI,W 37-29,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
4,2008,2008-11-30,12,23.286,NYG,@,WAS,W 23-7,,,,,,,,,,,0.0%,,,,,,,,,,,
5,2008,2008-12-14,14,23.300,NYG,@,DAL,L 8-20,,,,,,,,,,,0.0%,,,,,,,,,,,
6,2008,2008-12-21,15,23.307,NYG,,CAR,W 34-28,,,,,,,,,,,0.0%,,,,,,,,,,,
7,2008,2008-12-28,16,23.314,NYG,@,MIN,L 19-20,,2,15,7.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
8,2009,2009-09-13,1,24.207,NYG,,WAS,W 23-17,,0,0,,0,0,0,0,,0,0.0%,,1,17,17.00,0,,0,0,0.0,0,0
9,2009,2009-10-25,7,24.249,NYG,,ARI,L 17-24,,,,,,,,,,,0.0%,,,,,,,,,,,
10,2009,2009-11-01,8,24.256,NYG,@,PHI,L 17-40,,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,,0,0,0.0,0,0
11,2009,2009-11-08,9,24.263,NYG,,SDG,L 20-21,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,1
12,2009,2009-11-22,10,24.277,NYG,,ATL,W 34-31,,2,15,7.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
