ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1969,1969-09-28,3,22.235,BOS,,OAK,L 23-38,2,57,28.50,0,0,0
2,1969,1969-10-05,4,22.242,BOS,,NYJ,L 14-23,3,45,15.00,1,1,6
3,1969,1969-10-11,5,22.248,BOS,@,BUF,L 16-23,1,6,6.00,0,0,0
4,1969,1969-11-02,8,22.270,BOS,,HOU,W 24-0,4,124,31.00,2,2,12
5,1969,1969-11-16,10,22.284,BOS,@,CIN,W 25-14,3,48,16.00,1,1,6
6,1969,1969-11-23,11,22.291,BOS,,BUF,W 35-21,5,102,20.40,1,1,6
7,1969,1969-11-30,12,22.298,BOS,@,MIA,W 38-23,3,63,21.00,1,1,6
8,1969,1969-12-07,13,22.305,BOS,@,SDG,L 18-28,3,102,34.00,0,0,0
9,1969,1969-12-14,14,22.312,BOS,@,HOU,L 23-27,3,158,52.67,0,0,0
10,1970,1970-09-20,1,23.227,BOS,,MIA,W 27-14,4,38,9.50,1,1,6
11,1970,1970-09-27,2,23.234,BOS,,NYJ,L 21-31,3,92,30.67,1,1,6
12,1970,1970-10-04,3,23.241,BOS,,BAL,L 6-14,5,108,21.60,0,0,0
13,1970,1970-10-11,4,23.248,BOS,@,KAN,L 10-23,3,22,7.33,0,0,0
14,1970,1970-10-18,5,23.255,BOS,,NYG,L 0-16,2,17,8.50,0,0,0
15,1970,1970-10-25,6,23.262,BOS,@,BAL,L 3-27,5,101,20.20,0,0,0
16,1970,1970-11-01,7,23.269,BOS,,BUF,L 10-45,5,53,10.60,0,0,0
17,1970,1970-11-08,8,23.276,BOS,@,STL,L 0-31,1,10,10.00,0,0,0
18,1970,1970-11-22,10,23.290,BOS,@,NYJ,L 3-17,,,,,,
19,1970,1970-11-29,11,23.297,BOS,@,BUF,W 14-10,1,10,10.00,1,1,6
20,1970,1970-12-06,12,23.304,BOS,@,MIA,L 20-37,4,45,11.25,0,0,0
21,1970,1970-12-13,13,23.311,BOS,,MIN,L 14-35,4,42,10.50,0,0,0
22,1970,1970-12-20,14,23.318,BOS,@,CIN,L 7-45,1,12,12.00,1,1,6
23,1971,1971-09-19,1,24.226,NWE,,OAK,W 20-6,3,54,18.00,1,1,6
24,1971,1971-09-26,2,24.233,NWE,,DET,L 7-34,1,9,9.00,0,0,0
25,1971,1971-10-03,3,24.240,NWE,,BAL,L 3-23,,,,,,
26,1971,1971-10-10,4,24.247,NWE,,NYJ,W 20-0,3,59,19.67,1,1,6
27,1971,1971-10-17,5,24.254,NWE,@,MIA,L 3-41,2,26,13.00,0,0,0
28,1971,1971-10-24,6,24.261,NWE,@,DAL,L 21-44,1,12,12.00,0,0,0
29,1971,1971-11-21,10,24.289,NWE,@,CLE,L 7-27,2,26,13.00,0,0,0
30,1971,1971-11-28,11,24.296,NWE,@,BUF,L 20-27,2,36,18.00,1,1,6
31,1971,1971-12-05,12,24.303,NWE,,MIA,W 34-13,,,,,,
32,1971,1971-12-19,14,24.317,NWE,@,BAL,W 21-17,,,,,,
33,1972,1972-09-17,1,25.225,DAL,,PHI,W 28-6,3,88,29.33,1,1,6
34,1972,1972-09-24,2,25.232,DAL,@,NYG,W 23-14,1,15,15.00,0,0,0
35,1972,1972-10-01,3,25.239,DAL,@,GNB,L 13-16,,,,,,
36,1972,1972-10-08,4,25.246,DAL,,PIT,W 17-13,2,75,37.50,1,1,6
37,1972,1972-10-15,5,25.253,DAL,@,BAL,W 21-0,7,113,16.14,1,1,6
38,1972,1972-10-22,6,25.260,DAL,@,WAS,L 20-24,2,45,22.50,1,1,6
39,1972,1972-10-30,7,25.268,DAL,,DET,W 28-24,,,,,,
40,1972,1972-11-05,8,25.274,DAL,@,SDG,W 34-28,3,79,26.33,0,0,0
41,1972,1972-11-12,9,25.281,DAL,,STL,W 33-24,7,111,15.86,1,1,6
42,1972,1972-11-19,10,25.288,DAL,@,PHI,W 28-7,,,,,,
43,1972,1972-11-23,11,25.292,DAL,,SFO,L 10-31,4,84,21.00,0,0,0
44,1972,1972-12-03,12,25.302,DAL,@,STL,W 27-6,1,24,24.00,0,0,0
45,1972,1972-12-09,13,25.308,DAL,,WAS,W 34-24,,,,,,
46,1972,1972-12-17,14,25.316,DAL,,NYG,L 3-23,1,19,19.00,0,0,0
47,1973,1973-09-23,2,26.230,MIA,@,OAK,L 7-12,1,12,12.00,0,0,0
48,1973,1973-10-07,4,26.244,MIA,,NYJ,W 31-3,1,42,42.00,0,0,0
49,1973,1973-12-15,14,26.313,MIA,,DET,W 34-7,,,,,,
