ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1970,1970-09-20,1,22.068,NOR,,ATL,L 3-14,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,38,38.00,0,0,0
2,1970,1970-09-27,2,22.075,NOR,@,MIN,L 0-26,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,0,0
3,1970,1970-10-04,3,22.082,NOR,,NYG,W 14-10,3,35,11.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
4,1970,1970-10-11,4,22.089,NOR,@,STL,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0,0
5,1970,1970-10-18,5,22.096,NOR,@,SFO,T 20-20,3,83,27.67,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1970,1970-10-25,6,22.103,NOR,@,ATL,L 14-32,2,22,11.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,56,28.00,0,1,6
7,1970,1970-11-01,7,22.110,NOR,,RAM,L 17-30,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,46,23.00,0,0,0
8,1970,1970-11-08,8,22.117,NOR,,DET,W 19-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,43,21.50,0,0,0
9,1970,1970-11-15,9,22.124,NOR,@,MIA,L 10-21,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1970,1970-11-22,10,22.131,NOR,,DEN,L 6-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,0,0.00,0,0,0
11,1970,1970-11-29,11,22.138,NOR,@,CIN,L 6-26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,30,30.00,0,0,0
12,1970,1970-12-06,12,22.145,NOR,@,RAM,L 16-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,35,17.50,0,0,0
13,1971,1971-09-19,1,23.067,HOU,@,CLE,L 0-31,4,82,20.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1971,1971-09-26,2,23.074,HOU,,KAN,L 16-20,2,49,24.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1971,1971-10-03,3,23.081,HOU,,NOR,T 13-13,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0
16,1971,1971-10-10,4,23.088,HOU,@,WAS,L 13-22,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,5,98,19.60,0,0,0
17,1971,1971-10-17,5,23.095,HOU,,DET,L 7-31,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1971,1971-10-24,6,23.102,HOU,@,PIT,L 16-23,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1971,1971-11-14,9,23.123,HOU,@,OAK,L 21-41,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1971,1971-11-21,10,23.130,HOU,@,CIN,L 13-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,34,17.00,0,0,0
21,1971,1971-11-28,11,23.137,HOU,,CLE,L 24-37,3,15,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1971,1971-12-05,12,23.144,HOU,,PIT,W 29-3,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1971,1971-12-12,13,23.151,HOU,@,BUF,W 20-14,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1971,1971-12-19,14,23.158,HOU,,SDG,W 49-33,4,122,30.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
25,1972,1972-09-17,1,24.065,HOU,@,DEN,L 17-30,4,92,23.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
26,1972,1972-10-01,3,24.079,HOU,,NYJ,W 26-20,1,52,52.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
27,1972,1972-10-22,6,24.100,HOU,,CLE,L 17-23,1,80,80.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
28,1972,1972-11-05,8,24.114,HOU,@,CLE,L 0-20,3,27,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1972,1972-11-12,9,24.121,HOU,,PHI,L 17-18,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1972,1972-11-19,10,24.128,HOU,,GNB,L 10-23,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1972,1972-11-26,11,24.135,HOU,@,SDG,L 20-34,4,52,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1972,1972-12-03,12,24.142,HOU,@,ATL,L 10-20,4,106,26.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1972,1972-12-10,13,24.149,HOU,,PIT,L 3-9,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1972,1972-12-17,14,24.156,HOU,,CIN,L 17-61,5,70,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
35,1973,1973-09-16,1,25.064,HOU,@,NYG,L 14-34,1,49,49.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
36,1973,1973-09-23,2,25.071,HOU,@,CIN,L 10-24,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1973,1973-10-07,4,25.085,HOU,,RAM,L 26-31,2,36,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1973,1973-10-14,5,25.092,HOU,,DEN,L 20-48,4,54,13.50,0,2,19,9.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
39,1973,1973-10-21,6,25.099,HOU,@,CLE,L 13-42,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1973,1973-10-28,7,25.106,HOU,@,CHI,L 14-35,3,38,12.67,1,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
41,1973,1973-11-04,8,25.113,HOU,@,BAL,W 31-27,7,117,16.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1973,1973-11-11,9,25.120,HOU,,CLE,L 13-23,3,34,11.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
43,1973,1973-11-18,10,25.127,HOU,@,KAN,L 14-38,3,31,10.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1973,1973-11-25,11,25.134,HOU,,NWE,L 0-32,3,28,9.33,0,1,34,34.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
