ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-11-04,8,23.256,LAC,@,NYT,W 21-7,0,0,,0,0,0,1,0,0
2,1960,1960-11-13,9,23.265,LAC,,HOU,W 24-21,0,0,,0,0,0,1,25,0
3,1961,1961-10-07,5,24.227,SDG,@,BOS,W 38-27,0,0,,0,0,0,1,19,0
4,1961,1961-10-15,6,24.235,SDG,@,NYT,W 25-10,0,0,,0,0,0,1,5,0
5,1961,1961-10-22,7,24.242,SDG,@,OAK,W 41-10,0,0,,0,0,0,1,21,0
6,1961,1961-11-05,9,24.256,SDG,,NYT,W 48-13,0,0,,0,0,0,1,4,0
7,1961,1961-11-12,10,24.263,SDG,@,DEN,W 19-16,1,12,12.00,0,0,0,1,21,0
8,1961,1961-11-19,11,24.270,SDG,,DTX,W 24-14,0,0,,0,0,0,1,2,0
9,1961,1961-12-10,13,24.291,SDG,,BUF,W 28-10,0,0,,0,0,0,1,17,0
10,1961,1961-12-17,14,24.298,SDG,,BOS,L 0-41,0,0,,0,0,0,1,0,0
11,1962,1962-09-15,2,25.205,DEN,@,BUF,W 23-20,0,0,,0,0,0,2,62,0
12,1962,1962-09-21,3,25.211,DEN,@,BOS,L 16-41,0,0,,0,0,0,1,13,0
13,1962,1962-09-30,4,25.220,DEN,@,NYT,W 32-10,0,0,,0,1,6,1,30,1
14,1962,1962-10-14,6,25.234,DEN,@,OAK,W 23-6,0,0,,0,0,0,1,28,0
15,1962,1962-10-28,8,25.248,DEN,,BUF,L 38-45,1,47,47.00,0,0,0,0,0,0
16,1962,1962-11-04,9,25.255,DEN,@,SDG,W 23-20,2,7,3.50,0,0,0,1,0,0
17,1962,1962-11-18,11,25.269,DEN,,DTX,L 3-24,2,5,2.50,0,0,0,0,0,0
18,1963,1963-12-22,14,26.303,DEN,@,SDG,L 20-58,0,0,,0,0,0,1,23,0
