ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1973,1973-09-16,1,22.312,CIN,@,DEN,L 10-28,11,34,3.09,0,3,29,9.67,0,0,0,,0,0,0
2,1973,1973-09-23,2,22.319,CIN,,HOU,W 24-10,20,80,4.00,1,5,26,5.20,0,0,0,,0,1,6
3,1973,1973-09-30,3,22.326,CIN,@,SDG,W 20-13,22,83,3.77,1,3,40,13.33,0,0,0,,0,1,6
4,1973,1973-10-07,4,22.333,CIN,@,CLE,L 10-17,12,44,3.67,0,2,10,5.00,0,0,0,,0,0,0
5,1973,1973-10-14,5,22.340,CIN,,PIT,W 19-7,28,112,4.00,1,2,-5,-2.50,0,0,0,,0,1,6
6,1973,1973-10-21,6,22.347,CIN,,KAN,W 14-6,26,104,4.00,1,1,13,13.00,0,0,0,,0,1,6
7,1973,1973-10-28,7,22.354,CIN,@,PIT,L 13-20,15,60,4.00,0,10,68,6.80,0,0,0,,0,0,0
8,1973,1973-11-04,8,22.361,CIN,@,DAL,L 10-38,15,48,3.20,0,4,52,13.00,0,0,0,,0,0,0
9,1973,1973-11-11,9,23.003,CIN,@,BUF,W 16-13,24,98,4.08,1,0,0,,0,0,0,,0,1,6
10,1973,1973-11-18,10,23.010,CIN,,NYJ,W 20-14,19,72,3.79,1,4,18,4.50,0,0,0,,0,1,6
11,1973,1973-11-25,11,23.017,CIN,,STL,W 42-24,15,60,4.00,1,3,41,13.67,0,0,0,,0,1,6
12,1973,1973-12-02,12,23.024,CIN,,MIN,W 27-0,13,67,5.15,0,4,30,7.50,0,0,0,,0,0,0
13,1973,1973-12-09,13,23.031,CIN,,CLE,W 34-17,22,69,3.14,1,0,0,,0,0,0,,0,1,6
14,1973,1973-12-16,14,23.038,CIN,@,HOU,W 27-24,12,57,4.75,0,4,25,6.25,0,0,0,,0,0,0
15,1974,1974-09-15,1,23.311,CIN,,CLE,W 33-7,14,74,5.29,1,1,9,9.00,0,0,0,,0,1,6
16,1974,1974-09-22,2,23.318,CIN,,SDG,L 17-20,12,48,4.00,1,0,0,,0,0,0,,0,1,6
17,1974,1974-09-29,3,23.325,CIN,@,SFO,W 21-3,14,63,4.50,0,1,8,8.00,0,0,0,,0,0,0
18,1974,1974-10-06,4,23.332,CIN,,WAS,W 28-17,11,21,1.91,1,4,47,11.75,0,0,0,,0,1,6
19,1974,1974-10-13,5,23.339,CIN,@,CLE,W 34-24,13,26,2.00,1,3,23,7.67,0,0,0,,0,1,6
20,1974,1974-10-20,6,23.346,CIN,@,OAK,L 27-30,14,43,3.07,1,4,22,5.50,0,0,0,,0,1,6
21,1974,1974-10-27,7,23.353,CIN,,HOU,L 21-34,6,23,3.83,0,10,85,8.50,1,0,0,,0,1,6
22,1974,1974-11-03,8,23.360,CIN,@,BAL,W 24-14,15,14,0.93,0,0,0,,0,0,0,,0,0,0
23,1975,1975-09-21,1,24.317,CIN,,CLE,W 24-17,18,51,2.83,1,1,8,8.00,0,0,0,,0,1,6
24,1975,1975-09-28,2,24.324,CIN,@,NOR,W 21-0,15,43,2.87,0,4,42,10.50,0,0,0,,0,0,0
25,1975,1975-10-05,3,24.331,CIN,@,HOU,W 21-19,13,29,2.23,0,5,29,5.80,0,0,0,,0,0,0
26,1975,1975-10-12,4,24.338,CIN,,NWE,W 27-10,11,31,2.82,1,1,4,4.00,0,0,0,,0,1,6
27,1975,1975-10-19,5,24.345,CIN,,OAK,W 14-10,9,35,3.89,0,1,11,11.00,0,0,0,,0,0,0
28,1975,1975-10-26,6,24.352,CIN,@,ATL,W 21-14,11,41,3.73,0,3,5,1.67,0,0,0,,0,0,0
29,1975,1975-11-02,7,24.359,CIN,,PIT,L 24-30,13,56,4.31,0,3,22,7.33,0,0,0,,0,0,0
30,1975,1975-11-09,8,25.001,CIN,@,DEN,W 17-16,14,55,3.93,1,4,42,10.50,0,0,0,,0,1,6
31,1975,1975-11-17,9,25.009,CIN,,BUF,W 33-24,16,60,3.75,0,6,64,10.67,0,0,0,,0,0,0
32,1975,1975-11-23,10,25.015,CIN,@,CLE,L 23-35,6,15,2.50,0,1,7,7.00,0,0,0,,0,0,0
33,1975,1975-11-30,11,25.022,CIN,,HOU,W 23-19,12,42,3.50,0,3,24,8.00,0,0,0,,0,0,0
34,1975,1975-12-07,12,25.029,CIN,@,PHI,W 31-0,11,65,5.91,0,3,24,8.00,0,0,0,,0,0,0
35,1975,1975-12-13,13,25.035,CIN,@,PIT,L 14-35,7,21,3.00,0,2,15,7.50,0,0,0,,0,0,0
36,1975,1975-12-21,14,25.043,CIN,,SDG,W 47-17,11,50,4.55,1,5,37,7.40,0,0,0,,0,1,6
37,1976,1976-09-12,1,25.309,CIN,,DEN,W 17-7,10,47,4.70,0,6,27,4.50,0,0,0,,0,0,0
38,1976,1976-09-26,3,25.323,CIN,,GNB,W 28-7,7,39,5.57,0,0,0,,0,0,0,,0,0,0
39,1976,1976-10-03,4,25.330,CIN,@,CLE,W 45-24,13,53,4.08,1,2,11,5.50,0,0,0,,0,1,6
40,1976,1976-10-10,5,25.337,CIN,,TAM,W 21-0,9,35,3.89,1,0,0,,0,0,0,,0,1,6
41,1976,1976-10-17,6,25.344,CIN,@,PIT,L 6-23,7,17,2.43,0,1,2,2.00,0,0,0,,0,0,0
42,1976,1976-10-24,7,25.351,CIN,@,HOU,W 27-7,11,60,5.45,0,1,11,11.00,0,0,0,,0,0,0
43,1976,1976-10-31,8,25.358,CIN,,CLE,W 21-6,21,100,4.76,2,5,32,6.40,0,0,0,,0,2,12
44,1976,1976-11-08,9,26.000,CIN,,RAM,W 20-12,16,70,4.38,1,3,30,10.00,1,0,0,,0,2,12
45,1976,1976-11-14,10,26.006,CIN,,HOU,W 31-27,13,53,4.08,0,1,10,10.00,0,0,0,,0,0,0
46,1976,1976-11-21,11,26.013,CIN,@,KAN,W 27-24,15,91,6.07,1,2,25,12.50,0,0,0,,0,1,6
