ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1984,1984-09-02,1,25.214,PHI,@,NYG,L 27-28,,0,0,,0,0,0,,0,0,0,,,,,,5,251,50.20,0
2,1984,1984-09-09,2,25.221,PHI,,MIN,W 19-17,,0,0,,0,0,0,,0,0,0,,,,,,4,144,36.00,0
3,1984,1984-09-16,3,25.228,PHI,@,DAL,L 17-23,,0,0,,0,0,0,,0,0,0,,,,,,7,319,45.57,0
4,1984,1984-09-23,4,25.235,PHI,,SFO,L 9-21,,0,0,,0,0,0,,0,0,0,,,,,,7,280,40.00,0
5,1984,1984-09-30,5,25.242,PHI,@,WAS,L 0-20,,0,0,,0,0,0,,0,0,0,,,,,,7,257,36.71,0
6,1984,1984-10-07,6,25.249,PHI,@,BUF,W 27-17,,0,0,,0,0,0,,0,0,0,,,,,,6,222,37.00,0
7,1984,1984-10-14,7,25.256,PHI,,IND,W 16-7,,0,0,,0,0,0,,0,0,0,,,,,,5,215,43.00,0
8,1984,1984-10-21,8,25.263,PHI,,NYG,W 24-10,,0,0,,0,0,0,,0,0,0,,,,,,7,308,44.00,0
9,1984,1984-10-28,9,25.270,PHI,,STL,L 14-34,,0,0,,0,0,0,,0,0,0,,,,,,3,148,49.33,0
10,1984,1984-11-04,10,25.277,PHI,@,DET,T 23-23,,0,0,,0,0,0,,0,0,0,,,,,,6,257,42.83,0
11,1984,1984-11-11,11,25.284,PHI,@,MIA,L 23-24,,0,0,,0,0,0,,0,0,0,,,,,,4,186,46.50,0
12,1984,1984-11-18,12,25.291,PHI,,WAS,W 16-10,,0,0,,0,0,0,,0,0,0,,,,,,6,207,34.50,0
13,1984,1984-11-25,13,25.298,PHI,@,STL,L 16-17,,0,0,,0,0,0,,0,0,0,,,,,,8,318,39.75,0
14,1984,1984-12-02,14,25.305,PHI,,DAL,L 10-26,,0,0,,0,0,0,,0,0,0,,,,,,8,373,46.63,0
15,1984,1984-12-09,15,25.312,PHI,,NWE,W 27-17,,0,0,,0,0,0,,0,0,0,,,,,,6,252,42.00,0
16,1984,1984-12-16,16,25.319,PHI,@,ATL,L 10-26,,0,0,,0,0,0,,0,0,0,,,,,,3,143,47.67,0
17,1985,1985-09-08,1,26.219,PHI,@,NYG,L 0-21,,0,0,,0,0,0,,0,0,0,,,,,,11,454,41.27,0
18,1985,1985-09-15,2,26.226,PHI,,RAM,L 6-17,,0,0,,0,0,0,,0,0,0,,,,,,3,135,45.00,0
19,1985,1985-09-22,3,26.233,PHI,@,WAS,W 19-6,,0,0,,0,0,0,,0,0,0,,,,,,5,243,48.60,0
20,1985,1985-09-29,4,26.240,PHI,,NYG,L 10-16,,0,0,,0,0,0,,0,0,0,,,,,,10,355,35.50,0
21,1985,1985-10-06,5,26.247,PHI,@,NOR,L 21-23,,0,0,,0,0,0,,0,0,0,,,,,,4,154,38.50,0
22,1985,1985-10-13,6,26.254,PHI,,STL,W 30-7,,0,0,,0,0,0,,0,0,0,,,,,,5,191,38.20,0
23,1985,1985-10-20,7,26.261,PHI,,DAL,W 16-14,,0,0,,0,0,0,,0,0,0,,,,,,4,165,41.25,0
24,1985,1985-10-27,8,26.268,PHI,,BUF,W 21-17,,0,0,,0,0,0,,0,0,0,,,,,,6,240,40.00,0
25,1985,1985-11-03,9,26.275,PHI,@,SFO,L 13-24,,0,0,,0,0,0,,0,0,0,,,,,,4,140,35.00,0
26,1985,1985-11-10,10,26.282,PHI,,ATL,W 23-17,,0,0,,0,0,0,,0,0,0,,,,,,6,266,44.33,0
27,1985,1985-11-17,11,26.289,PHI,@,STL,W 24-14,,0,0,,0,0,0,,0,0,0,,,,,,5,227,45.40,0
28,1985,1985-11-24,12,26.296,PHI,@,DAL,L 17-34,,0,0,,0,0,0,,0,0,0,,,,,,4,180,45.00,0
29,1985,1985-12-01,13,26.303,PHI,,MIN,L 23-28,,0,0,,0,0,0,,0,0,0,,,,,,6,222,37.00,0
30,1985,1985-12-08,14,26.310,PHI,,WAS,L 12-17,,0,0,,0,0,0,,0,0,0,,,,,,8,366,45.75,0
31,1985,1985-12-15,15,26.317,PHI,@,SDG,L 14-20,,0,0,,0,0,0,,0,0,0,,,,,,5,220,44.00,0
32,1985,1985-12-22,16,26.324,PHI,@,MIN,W 37-35,,1,12,12.00,0,0,0,,0,0,0,,,,,,5,219,43.80,0
33,1986,1986-11-30,13,27.302,DEN,,CIN,W 34-28,,0,0,,0,0,0,,0,0,0,,,,,,5,184,36.80,0
34,1986,1986-12-07,14,27.309,DEN,@,KAN,L 10-37,,1,0,0.00,0,0,0,,0,0,0,,,,,,4,158,39.50,0
35,1986,1986-12-13,15,27.315,DEN,,WAS,W 31-30,,0,0,,0,0,0,,0,0,0,,,,,,7,309,44.14,0
36,1986,1986-12-20,16,27.322,DEN,@,SEA,L 16-41,,0,0,,0,0,0,,0,0,0,,,,,,5,213,42.60,0
37,1987,1987-09-13,1,28.224,DEN,,SEA,W 40-17,,0,0,,0,0,0,,0,0,0,,,,,,1,37,37.00,0
38,1987,1987-09-20,2,28.231,DEN,@,GNB,T 17-17,,0,0,,0,0,0,,0,0,0,,,,,,4,137,34.25,0
39,1987,1987-10-26,6,28.267,DEN,@,MIN,L 27-34,,0,0,,0,0,0,,0,0,0,,,,,,6,232,38.67,0
40,1987,1987-11-01,7,28.273,DEN,,DET,W 34-0,,0,0,,0,0,0,,0,0,0,,,,,,1,48,48.00,0
41,1987,1987-11-08,8,28.280,DEN,@,BUF,L 14-21,,0,0,,0,0,0,,0,0,0,,,,,,7,277,39.57,2
42,1987,1987-11-16,9,28.288,DEN,,CHI,W 31-29,,0,0,,0,0,0,,0,0,0,,,,,,4,186,46.50,0
43,1987,1987-11-22,10,28.294,DEN,@,RAI,W 23-17,,0,0,,0,0,0,,0,0,0,,,,,,2,72,36.00,0
44,1987,1987-11-29,11,28.301,DEN,@,SDG,W 31-17,,0,0,,0,0,0,,0,0,0,,,,,,1,49,49.00,0
45,1987,1987-12-06,12,28.308,DEN,,NWE,W 31-20,,0,0,,0,0,0,,0,0,0,,,,,,4,143,35.75,0
46,1987,1987-12-13,13,28.315,DEN,@,SEA,L 21-28,,0,0,,0,0,0,,0,0,0,,,,,,6,244,40.67,0
47,1987,1987-12-19,14,28.321,DEN,,KAN,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,4,206,51.50,0
48,1987,1987-12-27,15,28.329,DEN,,SDG,W 24-0,,0,0,,0,0,0,,0,0,0,,,,,,4,176,44.00,0
49,1988,1988-09-04,1,29.216,DEN,,SEA,L 14-21,,0,0,,0,0,0,,0,0,0,,,,,,9,403,44.78,0
50,1988,1988-09-11,2,29.223,DEN,,SDG,W 34-3,,0,0,,0,0,0,,0,0,0,,,,,,4,163,40.75,0
