ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1984,1984-09-02,1,22.236,ATL,@,NOR,W 36-28,0,0,,0
2,1984,1984-09-09,2,22.243,ATL,,DET,L 24-27,0,0,,0
3,1984,1984-09-16,3,22.250,ATL,@,MIN,L 20-27,0,0,,0
4,1984,1984-09-23,4,22.257,ATL,,HOU,W 42-10,1,0,0.00,0
5,1984,1984-12-02,14,22.327,ATL,,SFO,L 17-35,0,0,,0
6,1984,1984-12-09,15,22.334,ATL,@,TAM,L 6-23,0,0,,0
7,1984,1984-12-16,16,22.341,ATL,,PHI,W 26-10,0,0,,0
8,1987,1987-10-04,3,25.267,GNB,@,MIN,W 23-16,,,,
9,1987,1987-10-11,4,25.274,GNB,,DET,L 16-19,,,,
10,1987,1987-10-18,5,25.281,GNB,,PHI,W 16-10,,,,
