ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,22.282,SEA,@,ARI,L 16-20,,2,5,2.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0
2,2012,2012-09-16,2,22.289,SEA,,DAL,W 27-7,,5,15,3.00,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0
3,2012,2012-09-24,3,22.297,SEA,,GNB,W 14-12,,,,,,,,,,,0.0%,,,,,,,,,,
4,2012,2012-09-30,4,22.303,SEA,@,STL,L 13-19,,6,45,7.50,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,0.0,1,0
5,2012,2012-10-07,5,22.310,SEA,@,CAR,W 16-12,,4,6,1.50,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
6,2012,2012-10-14,6,22.317,SEA,,NWE,W 24-23,,5,27,5.40,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,0.0,0,0
7,2012,2012-10-18,7,22.321,SEA,@,SFO,L 6-13,,4,17,4.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
8,2012,2012-10-28,8,22.331,SEA,@,DET,L 24-28,,4,14,3.50,0,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,0.0,0,0
9,2012,2012-11-04,9,22.338,SEA,,MIN,W 30-20,,5,21,4.20,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
10,2012,2012-11-11,10,22.345,SEA,,NYJ,W 28-7,,7,17,2.43,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
11,2012,2012-11-25,11,22.359,SEA,@,MIA,L 21-24,,2,9,4.50,0,3,3,47,15.67,0,100.0%,15.67,0,0,,0,0,0,0.0,0,0
12,2012,2012-12-02,12,23.000,SEA,@,CHI,W 23-17,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
13,2012,2012-12-09,13,23.007,SEA,,ARI,W 58-0,,20,108,5.40,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
14,2012,2012-12-16,14,23.014,SEA,@,BUF,W 50-17,,10,31,3.10,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,0.0,0,0
15,2012,2012-12-23,15,23.021,SEA,,SFO,W 42-13,,3,38,12.67,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,0.0,0,0
