ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1977,1977-09-19,1,21.329,PIT,,SFO,W 27-0,,,,,,,,,,
2,1977,1977-09-25,2,21.335,PIT,,OAK,L 7-16,,,,,,,,,,
3,1977,1977-10-02,3,21.342,PIT,@,CLE,W 28-14,0,0,,0,0,0,0.0,1,0,0
4,1977,1977-10-09,4,21.349,PIT,@,HOU,L 10-27,,,,,,,,,,
5,1977,1977-10-17,5,21.357,PIT,,CIN,W 20-14,,,,,,,,,,
6,1977,1977-10-23,6,21.363,PIT,,HOU,W 27-10,,,,,,,,,,
7,1977,1977-10-30,7,22.005,PIT,@,BAL,L 21-31,,,,,,,,,,
8,1977,1977-11-06,8,22.012,PIT,@,DEN,L 7-21,,,,,,,,,,
9,1977,1977-11-13,9,22.019,PIT,,CLE,W 35-31,,,,,,,,,,
10,1977,1977-11-20,10,22.026,PIT,,DAL,W 28-13,,,,,,,,,,
11,1977,1977-11-27,11,22.033,PIT,@,NYJ,W 23-20,0,0,,0,0,0,0.0,1,7,0
12,1977,1977-12-04,12,22.040,PIT,,SEA,W 30-20,,,,,,,,,,
13,1977,1977-12-18,14,22.054,PIT,@,SDG,W 10-9,,,,,,,,,,
14,1978,1978-09-03,1,22.313,PIT,@,BUF,W 28-17,,,,,,,,,,
15,1978,1978-09-10,2,22.320,PIT,,SEA,W 21-10,,,,,,,,,,
16,1978,1978-09-17,3,22.327,PIT,@,CIN,W 28-3,,,,,,,,,,
17,1978,1978-09-24,4,22.334,PIT,,CLE,W 15-9,,,,,,,,,,
18,1978,1978-10-01,5,22.341,PIT,@,NYJ,W 28-17,,,,,,,,,,
19,1978,1978-10-08,6,22.348,PIT,,ATL,W 31-7,,,,,,,,,,
20,1978,1978-10-15,7,22.355,PIT,@,CLE,W 34-14,,,,,,,,,,
21,1978,1978-10-23,8,22.363,PIT,,HOU,L 17-24,,,,,,,,,,
22,1978,1978-10-29,9,23.004,PIT,,KAN,W 27-24,,,,,,,,,,
23,1978,1978-11-05,10,23.011,PIT,,NOR,W 20-14,,,,,,,,,,
24,1978,1978-11-12,11,23.018,PIT,@,RAM,L 7-10,,,,,,,,,,
25,1978,1978-11-19,12,23.025,PIT,,CIN,W 7-6,,,,,,,,,,
26,1978,1978-11-27,13,23.033,PIT,@,SFO,W 24-7,,,,,,,,,,
27,1978,1978-12-03,14,23.039,PIT,@,HOU,W 13-3,,,,,,,,,,
28,1978,1978-12-09,15,23.045,PIT,,BAL,W 35-13,,,,,,,,,,
29,1978,1978-12-16,16,23.052,PIT,@,DEN,W 21-17,,,,,,,,,,
30,1979,1979-09-03,1,23.313,PIT,@,NWE,W 16-13,,,,,,,,,,
31,1979,1979-09-09,2,23.319,PIT,,HOU,W 38-7,0,0,,0,1,6,0.0,1,41,1
32,1979,1979-09-16,3,23.326,PIT,@,STL,W 24-21,,,,,,,,,,
33,1979,1979-09-23,4,23.333,PIT,,BAL,W 17-13,,,,,,,,,,
34,1979,1979-09-30,5,23.340,PIT,@,PHI,L 14-17,,,,,,,,,,
35,1979,1979-10-07,6,23.347,PIT,@,CLE,W 51-35,,,,,,,,,,
36,1979,1979-10-14,7,23.354,PIT,@,CIN,L 10-34,0,0,,0,0,0,0.0,1,7,0
37,1979,1979-10-22,8,23.362,PIT,,DEN,W 42-7,,,,,,,,,,
38,1979,1979-10-28,9,24.003,PIT,,DAL,W 14-3,,,,,,,,,,
39,1979,1979-11-04,10,24.010,PIT,,WAS,W 38-7,,,,,,,,,,
40,1979,1979-11-11,11,24.017,PIT,@,KAN,W 30-3,0,0,,0,0,0,0.0,1,0,0
41,1979,1979-11-18,12,24.024,PIT,@,SDG,L 7-35,,,,,,,,,,
42,1979,1979-11-25,13,24.031,PIT,,CLE,W 33-30,,,,,,,,,,
43,1979,1979-12-02,14,24.038,PIT,,CIN,W 37-17,,,,,,,,,,
44,1979,1979-12-10,15,24.046,PIT,@,HOU,L 17-20,,,,,,,,,,
45,1979,1979-12-16,16,24.052,PIT,,BUF,W 28-0,,,,,,,,,,
46,1980,1980-09-07,1,24.318,PIT,,HOU,W 31-17,,,,,,,,,,
47,1980,1980-09-14,2,24.325,PIT,@,BAL,W 20-17,,,,,,,,,,
48,1980,1980-09-21,3,24.332,PIT,@,CIN,L 28-30,,,,,,,,,,
49,1980,1980-09-28,4,24.339,PIT,,CHI,W 38-3,,,,,,,,,,
50,1980,1980-10-05,5,24.346,PIT,@,MIN,W 23-17,,,,,,,,,,
51,1980,1980-10-12,6,24.353,PIT,,CIN,L 16-17,,,,,,,,,,
