ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1978,1978-09-03,1,23.270,NOR,,MIN,W 31-24,,,,,,,,,,
2,1978,1978-09-10,2,23.277,NOR,@,GNB,L 17-28,,,,,,,,,,
3,1978,1978-09-17,3,23.284,NOR,,PHI,L 17-24,,,,,,,,,,
4,1978,1978-09-24,4,23.291,NOR,@,CIN,W 20-18,,,,,,,,,,
5,1978,1978-10-01,5,23.298,NOR,,RAM,L 20-26,,,,,,,,,,
6,1978,1978-10-08,6,23.305,NOR,,CLE,L 16-24,,,,,,,,,,
7,1978,1978-10-15,7,23.312,NOR,@,SFO,W 14-7,,,,,,,,,,
8,1978,1978-10-22,8,23.319,NOR,@,RAM,W 10-3,,,,,,,,,,
9,1978,1978-10-29,9,23.326,NOR,,NYG,W 28-17,,,,,,,,,,
10,1978,1978-11-05,10,23.333,NOR,@,PIT,L 14-20,,,,,,,,,,
11,1978,1978-11-12,11,23.340,NOR,,ATL,L 17-20,,,,,,,,,,
12,1978,1978-11-19,12,23.347,NOR,@,DAL,L 7-27,,,,,,,,,,
13,1978,1978-11-26,13,23.354,NOR,@,ATL,L 17-20,,,,,,,,,,
14,1978,1978-12-03,14,23.361,NOR,,SFO,W 24-13,,,,,,,,,,
15,1978,1978-12-10,15,24.003,NOR,,HOU,L 12-17,,,,,,,,,,
16,1978,1978-12-17,16,24.010,NOR,@,TAM,W 17-10,,,,,,,,,,
17,1979,1979-09-02,1,24.269,NOR,,ATL,L 34-40,,,,,,,,,,
18,1979,1979-09-09,2,24.276,NOR,@,GNB,L 19-28,1,14,14.00,0,0,0,,0,0,0
19,1979,1979-09-16,3,24.283,NOR,,PHI,L 14-26,1,8,8.00,0,0,0,,0,0,0
20,1979,1979-09-23,4,24.290,NOR,@,SFO,W 30-21,,,,,,,,,,
21,1979,1979-09-30,5,24.297,NOR,,NYG,W 24-14,,,,,,,,,,
22,1979,1979-10-07,6,24.304,NOR,,RAM,L 17-35,,,,,,,,,,
23,1979,1979-10-14,7,24.311,NOR,@,TAM,W 42-14,,,,,,,,,,
24,1979,1979-10-21,8,24.318,NOR,,DET,W 17-7,,,,,,,,,,
25,1979,1979-10-28,9,24.325,NOR,@,WAS,W 14-10,,,,,,,,,,
26,1979,1979-11-04,10,24.332,NOR,@,DEN,L 3-10,,,,,,,,,,
27,1979,1979-11-11,11,24.339,NOR,,SFO,W 31-20,,,,,,,,,,
28,1979,1979-11-18,12,24.346,NOR,@,SEA,L 24-38,0,0,,0,2,12,6.00,0,0,0
29,1979,1979-11-25,13,24.353,NOR,@,ATL,W 37-6,,,,,,,,,,
30,1979,1979-12-03,14,24.361,NOR,,OAK,L 35-42,,,,,,,,,,
31,1979,1979-12-09,15,25.002,NOR,,SDG,L 0-35,,,,,,,,,,
32,1979,1979-12-16,16,25.009,NOR,@,RAM,W 29-14,,,,,,,,,,
33,1980,1980-09-07,1,25.275,NOR,,SFO,L 23-26,,,,,,,,,,
34,1980,1980-09-14,2,25.282,NOR,@,CHI,L 3-22,,,,,,,,,,
35,1980,1980-09-21,3,25.289,NOR,,BUF,L 26-35,6,89,14.83,0,0,0,,0,0,0
36,1980,1980-09-28,4,25.296,NOR,@,MIA,L 16-21,3,20,6.67,0,0,0,,0,0,0
37,1980,1980-10-05,5,25.303,NOR,,STL,L 7-40,2,28,14.00,0,0,0,,0,0,0
38,1980,1980-10-12,6,25.310,NOR,@,DET,L 13-24,5,46,9.20,0,0,0,,0,0,0
39,1980,1980-10-19,7,25.317,NOR,,ATL,L 14-41,2,62,31.00,0,0,0,,0,0,0
40,1980,1980-10-26,8,25.324,NOR,@,WAS,L 14-22,,,,,,,,,,
41,1980,1980-11-02,9,25.331,NOR,@,RAM,L 31-45,4,59,14.75,0,0,0,,0,0,0
42,1980,1980-11-09,10,25.338,NOR,,PHI,L 21-34,3,47,15.67,2,0,0,,0,2,12
43,1980,1980-11-16,11,25.345,NOR,@,ATL,L 13-31,,,,,,,,,,
44,1980,1980-11-24,12,25.353,NOR,,RAM,L 7-27,1,0,0.00,0,0,0,,0,0,0
45,1981,1981-09-13,2,26.280,NOR,,RAM,W 23-17,0,0,,0,,,,,,
46,1981,1981-09-20,3,26.287,NOR,@,NYG,L 7-20,0,0,,0,,,,,,
