ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1960,1960-09-10,1,22.357,DTX,@,LAC,L 20-21,3,15,5.00,0,7,62,8.86,1,0,0,,0,0,0,,0,0,,,2,45,22.50,0,0,0,,0,1,6
2,1960,1960-09-16,2,22.363,DTX,@,OAK,W 34-16,5,43,8.60,0,4,44,11.00,0,0,0,,0,0,0,,0,0,,,2,45,22.50,0,0,0,,0,0,0
3,1960,1960-09-25,3,23.006,DTX,,LAC,W 17-0,8,9,1.13,0,4,41,10.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
4,1960,1960-10-02,4,23.013,DTX,,NYT,L 35-37,5,46,9.20,1,6,80,13.33,0,0,0,,0,0,0,,0,0,,,2,58,29.00,0,3,74,24.67,0,1,6
5,1960,1960-10-09,5,23.020,DTX,,OAK,L 19-20,15,89,5.93,0,3,30,10.00,0,0,0,,0,0,0,,0,0,,,2,40,20.00,0,3,27,9.00,0,0,0
6,1960,1960-10-16,6,23.027,DTX,@,HOU,L 10-20,12,53,4.42,1,4,50,12.50,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,1,5,5.00,0,1,6
7,1960,1960-10-30,7,23.041,DTX,@,DEN,W 17-14,27,81,3.00,1,7,96,13.71,0,0,0,,0,0,0,,0,0,,,2,38,19.00,0,0,0,,0,1,6
8,1960,1960-11-06,8,23.048,DTX,@,BUF,W 45-28,13,80,6.15,1,4,25,6.25,2,0,0,,0,0,0,,0,0,,,3,111,37.00,0,1,33,33.00,0,3,18
9,1960,1960-11-13,9,23.055,DTX,,DEN,W 34-7,15,114,7.60,1,2,40,20.00,0,0,0,,0,0,0,,0,0,,,1,11,11.00,0,1,12,12.00,0,1,6
10,1960,1960-11-18,10,23.060,DTX,@,BOS,L 14-42,9,10,1.11,0,4,36,9.00,0,0,0,,0,0,0,,0,0,,,1,16,16.00,0,0,0,,0,0,0
11,1960,1960-11-24,11,23.066,DTX,@,NYT,L 35-41,11,157,14.27,2,1,3,3.00,0,0,0,,0,0,0,,0,0,,,3,51,17.00,0,1,5,5.00,0,2,12
12,1960,1960-12-04,12,23.076,DTX,,HOU,W 24-0,14,83,5.93,1,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,1,6
13,1960,1960-12-11,13,23.083,DTX,,BOS,W 34-0,7,45,6.43,1,2,20,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,29,29.00,0,1,6
14,1960,1960-12-18,14,23.090,DTX,,BUF,W 24-7,12,50,4.17,0,6,53,8.83,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,30,15.00,0,0,0
15,1961,1961-09-24,2,24.005,DTX,@,OAK,W 42-35,6,25,4.17,0,1,47,47.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,1,6
16,1961,1961-10-01,3,24.012,DTX,,HOU,W 26-21,19,117,6.16,1,3,25,8.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,47,23.50,0,1,6
17,1961,1961-10-08,4,24.019,DTX,@,DEN,W 19-12,26,139,5.35,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1961,1961-10-15,5,24.026,DTX,@,BUF,L 24-27,13,18,1.38,1,3,73,24.33,1,0,0,,0,0,0,,0,0,,,2,107,53.50,1,3,11,3.67,0,3,18
19,1961,1961-10-22,6,24.033,DTX,@,HOU,L 7-38,15,33,2.20,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,1,55,55.00,0,2,18,9.00,0,0,0
20,1961,1961-10-29,7,24.040,DTX,,BOS,L 17-18,15,19,1.27,0,5,83,16.60,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,2,48,24.00,0,0,0
21,1961,1961-11-03,8,24.045,DTX,@,BOS,L 21-28,15,42,2.80,1,4,58,14.50,0,0,0,,0,0,0,,0,0,,,3,71,23.67,0,1,6,6.00,0,1,6
22,1961,1961-11-12,9,24.054,DTX,,BUF,L 20-30,9,62,6.89,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,5,21,4.20,0,0,0
23,1961,1961-11-19,10,24.061,DTX,@,SDG,L 14-24,12,76,6.33,0,3,36,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,38,19.00,0,0,0
