ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
23,1975,1975-11-16,9,23.346,RAM,@,ATL,W 16-7,1,-3,-3.00,0,0.0,0,0,0
24,1975,1975-11-23,10,23.353,RAM,,CHI,W 38-10,0,0,,0,0.0,1,22,0
25,1975,1975-11-27,11,23.357,RAM,@,DET,W 20-0,0,0,,0,0.0,1,29,0
26,1975,1975-12-07,12,24.002,RAM,@,NOR,W 14-7,,,,,,,,
27,1975,1975-12-14,13,24.009,RAM,,GNB,W 22-5,0,0,,0,0.0,1,0,0
28,1975,1975-12-20,14,24.015,RAM,,PIT,W 10-3,,,,,,,,
29,1976,1976-09-12,1,24.282,RAM,@,ATL,W 30-14,0,0,,0,0.0,1,0,0
30,1976,1976-09-19,2,24.289,RAM,@,MIN,T 10-10,,,,,,,,
31,1976,1976-09-26,3,24.296,RAM,,NYG,W 24-10,0,0,,0,0.0,1,4,0
32,1976,1976-10-03,4,24.303,RAM,@,MIA,W 31-28,0,0,,0,0.0,1,30,0
33,1976,1976-10-11,5,24.311,RAM,,SFO,L 0-16,,,,,,,,
34,1976,1976-10-17,6,24.317,RAM,,CHI,W 20-12,,,,,,,,
35,1976,1976-10-24,7,24.324,RAM,@,NOR,W 16-10,,,,,,,,
36,1976,1976-10-31,8,24.331,RAM,,SEA,W 45-6,,,,,,,,
37,1976,1976-11-08,9,24.339,RAM,@,CIN,L 12-20,,,,,,,,
38,1976,1976-11-14,10,24.345,RAM,,STL,L 28-30,,,,,,,,
39,1976,1976-11-21,11,24.352,RAM,@,SFO,W 23-3,,,,,,,,
40,1976,1976-11-28,12,24.359,RAM,,NOR,W 33-14,,,,,,,,
41,1976,1976-12-04,13,24.365,RAM,,ATL,W 59-0,0,0,,0,0.0,1,28,0
42,1976,1976-12-11,14,25.006,RAM,@,DET,W 20-17,,,,,,,,
43,1977,1977-09-18,1,25.287,RAM,@,ATL,L 6-17,,,,,,,,
44,1977,1977-09-25,2,25.294,RAM,,PHI,W 20-0,0,0,,0,0.0,1,14,0
45,1977,1977-10-02,3,25.301,RAM,,SFO,W 34-14,,,,,,0,42,0
46,1977,1977-10-10,4,25.309,RAM,@,CHI,L 23-24,,,,,,,,
47,1977,1977-10-16,5,25.315,RAM,,NOR,W 14-7,,,,,,,,
48,1977,1977-10-24,6,25.323,RAM,,MIN,W 35-3,,,,,,,,
49,1977,1977-10-30,7,25.329,RAM,@,NOR,L 26-27,,,,,,,,
50,1977,1977-11-06,8,25.336,RAM,,TAM,W 31-0,,,,,,,,
51,1977,1977-11-13,9,25.343,RAM,@,GNB,W 24-6,,,,,,,,
52,1977,1977-11-20,10,25.350,RAM,@,SFO,W 23-10,0,0,,0,0.0,3,95,0
53,1977,1977-11-27,11,25.357,RAM,@,CLE,W 9-0,0,0,,0,0.0,1,0,0
54,1977,1977-12-04,12,25.364,RAM,,OAK,W 20-14,,,,,,,,
55,1977,1977-12-11,13,26.006,RAM,,ATL,W 23-7,0,0,,0,0.0,1,6,0
56,1977,1977-12-17,14,26.012,RAM,@,WAS,L 14-17,,,,,,,,
57,1978,1978-09-03,1,26.272,RAM,@,PHI,W 16-14,,,,,,,,
58,1978,1978-09-10,2,26.279,RAM,,ATL,W 10-0,,,,,,,,
59,1978,1978-09-17,3,26.286,RAM,,DAL,W 27-14,0,0,,0,0.0,1,28,0
60,1978,1978-09-24,4,26.293,RAM,@,HOU,W 10-6,,,,,,,,
61,1978,1978-10-01,5,26.300,RAM,@,NOR,W 26-20,,,,,,,,
62,1978,1978-10-08,6,26.307,RAM,,SFO,W 27-10,,,,,,,,
63,1978,1978-10-15,7,26.314,RAM,@,MIN,W 34-17,,,,,,,,
64,1978,1978-10-22,8,26.321,RAM,,NOR,L 3-10,,,,,,,,
65,1978,1978-10-30,9,26.329,RAM,@,ATL,L 7-15,0,0,,0,0.0,1,24,0
66,1978,1978-11-05,10,26.335,RAM,,TAM,W 26-23,,,,,,,,
67,1978,1978-11-12,11,26.342,RAM,,PIT,W 10-7,0,0,,0,0.0,1,14,0
68,1978,1978-11-19,12,26.349,RAM,@,SFO,W 31-28,,,,,,,,
69,1978,1978-11-26,13,26.356,RAM,@,CLE,L 19-30,,,,,,,,
70,1978,1978-12-03,14,26.363,RAM,@,NYG,W 20-17,0,0,,0,0.0,1,15,0
71,1978,1978-12-11,15,27.006,RAM,,CIN,L 19-20,,,,,,,,
72,1978,1978-12-17,16,27.012,RAM,,GNB,W 31-14,0,0,,0,0.0,1,1,0
73,1980,1980-10-12,6,28.312,BUF,,BAL,L 12-17,0,0,,0,0.0,1,14,0
74,1980,1980-10-19,7,28.319,BUF,@,MIA,L 14-17,0,0,,0,0.0,1,6,0
75,1980,1980-10-26,8,28.326,BUF,,NWE,W 31-13,0,0,,0,0.0,1,3,0
76,1980,1980-11-02,9,28.333,BUF,,ATL,L 14-30,,,,,,,,
77,1980,1980-11-09,10,28.340,BUF,@,NYJ,W 31-24,,,,,,,,
78,1980,1980-11-16,11,28.347,BUF,@,CIN,W 14-0,,,,,,,,
79,1980,1980-11-23,12,28.354,BUF,,PIT,W 28-13,,,,,,,,
80,1980,1980-11-30,13,28.361,BUF,@,BAL,L 24-28,,,,,,,,
81,1980,1980-12-07,14,29.002,BUF,,RAM,W 10-7,,,,,,,,
82,1980,1980-12-14,15,29.009,BUF,@,NWE,L 2-24,0,0,,0,0.0,1,13,0
83,1980,1980-12-21,16,29.016,BUF,@,SFO,W 18-13,,,,,,,,
84,1981,1981-09-06,1,29.275,BUF,,NYJ,W 31-0,,,,,,,,
85,1981,1981-09-13,2,29.282,BUF,@,BAL,W 35-3,,,,,,,,
86,1981,1981-09-17,3,29.286,BUF,,PHI,L 14-20,,,,,,,,
87,1981,1981-09-27,4,29.296,BUF,@,CIN,L 24-27,,,,,,,,
88,1981,1981-10-04,5,29.303,BUF,,BAL,W 23-17,0,0,,0,0.0,1,0,0
89,1981,1981-10-12,6,29.311,BUF,,MIA,W 31-21,,,,,,,,
90,1981,1981-10-18,7,29.317,BUF,@,NYJ,L 14-33,,,,,,,,
91,1981,1981-10-25,8,29.324,BUF,,DEN,W 9-7,,,,,,,,
92,1981,1981-11-01,9,29.331,BUF,,CLE,W 22-13,0,0,,0,0.0,2,42,0
93,1981,1981-11-09,10,29.339,BUF,@,DAL,L 14-27,0,0,,0,0.0,1,0,0
94,1981,1981-11-15,11,29.345,BUF,@,STL,L 0-24,,,,,,,,
95,1981,1981-11-22,12,29.352,BUF,,NWE,W 20-17,,,,,,,,
96,1981,1981-11-29,13,29.359,BUF,,WAS,W 21-14,,,,,,,,
97,1981,1981-12-06,14,30.001,BUF,@,SDG,W 28-27,,,,,,,,
98,1981,1981-12-13,15,30.008,BUF,@,NWE,W 19-10,,,,,,,,
99,1981,1981-12-19,16,30.014,BUF,@,MIA,L 6-16,,,,,,,,
100,1982,1982-09-12,1,30.281,BUF,,KAN,W 14-9,0,0,,0,1.0,1,24,0
101,1982,1982-09-16,2,30.285,BUF,,MIN,W 23-22,0,0,,0,0.0,1,0,0
102,1982,1982-11-21,3,30.351,BUF,,MIA,L 7-9,0,0,,0,,,,
103,1982,1982-11-28,4,30.358,BUF,,BAL,W 20-0,0,0,,0,,,,
104,1982,1982-12-05,5,31.000,BUF,@,GNB,L 21-33,0,0,,0,,,,
105,1982,1982-12-12,6,31.007,BUF,,PIT,W 13-0,1,0,0.00,0,0.0,1,18,0
106,1982,1982-12-19,7,31.014,BUF,@,TAM,L 23-24,0,0,,0,0.0,1,3,0
107,1982,1982-12-27,8,31.022,BUF,@,MIA,L 10-27,0,0,,0,,,,
108,1982,1983-01-02,9,31.028,BUF,@,NWE,L 19-30,0,0,,0,,,,
