ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2000,2000-09-03,1,28.249,WAS,,CAR,W 20-17,,,,,
2,2000,2000-09-17,3,28.263,JAX,,CIN,W 13-0,,2,2,1.00,0
