ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1967,1967-10-01,3,23.181,NYJ,,MIA,W 29-7,0,0,,0,0,0,1,28,0
2,1967,1967-11-12,9,23.223,NYJ,,BUF,W 20-10,0,0,,0,0,0,1,0,0
3,1967,1967-11-19,10,23.230,NYJ,@,BOS,W 29-24,0,0,,0,0,0,1,7,0
4,1967,1967-12-17,13,23.258,NYJ,@,OAK,L 29-38,0,0,,0,0,0,1,19,0
5,1968,1968-09-22,2,24.172,NYJ,@,BOS,W 47-31,0,0,,0,1,6,1,68,1
6,1968,1968-10-05,4,24.185,NYJ,,SDG,W 23-20,0,0,,0,0,0,1,22,0
7,1968,1968-10-20,6,24.200,NYJ,@,HOU,W 20-14,0,0,,0,0,0,1,28,0
8,1968,1968-11-24,11,24.235,NYJ,@,SDG,W 37-15,0,0,,0,0,0,1,9,0
9,1969,1969-10-20,6,25.200,NYJ,,HOU,W 26-17,0,0,,0,0,0,1,0,0
10,1969,1969-10-26,7,25.206,NYJ,,BOS,W 23-17,0,0,,0,0,0,1,37,0
11,1970,1970-09-27,2,26.177,BOS,,NYJ,L 21-31,,,,,,,,,
12,1970,1970-10-04,3,26.184,BOS,,BAL,L 6-14,,,,,,,,,
13,1970,1970-10-11,4,26.191,BOS,@,KAN,L 10-23,,,,,,,,,
14,1970,1970-10-18,5,26.198,BOS,,NYG,L 0-16,,,,,,,,,
15,1970,1970-10-25,6,26.205,BOS,@,BAL,L 3-27,,,,,,,,,
16,1970,1970-11-01,7,26.212,BOS,,BUF,L 10-45,,,,,,,,,
17,1970,1970-11-08,8,26.219,BOS,@,STL,L 0-31,,,,,,,,,
18,1970,1970-11-15,9,26.226,BOS,,SDG,L 14-16,1,0,0.00,0,0,0,0,0,0
19,1970,1970-11-22,10,26.233,BOS,@,NYJ,L 3-17,,,,,,,,,
20,1970,1970-11-29,11,26.240,BOS,@,BUF,W 14-10,,,,,,,,,
21,1970,1970-12-06,12,26.247,BOS,@,MIA,L 20-37,,,,,,,,,
22,1970,1970-12-13,13,26.254,BOS,,MIN,L 14-35,,,,,,,,,
23,1970,1970-12-20,14,26.261,BOS,@,CIN,L 7-45,,,,,,,,,
24,1971,1971-10-31,7,27.211,NWE,@,SFO,L 10-27,0,0,,0,0,0,1,19,0
25,1971,1971-11-07,8,27.218,NWE,,HOU,W 28-20,0,0,,0,0,0,1,0,0
26,1971,1971-11-14,9,27.225,NWE,,BUF,W 38-33,,,,,,,,,
27,1971,1971-11-21,10,27.232,NWE,@,CLE,L 7-27,,,,,,,,,
28,1971,1971-11-28,11,27.239,NWE,@,BUF,L 20-27,,,,,,,,,
29,1971,1971-12-05,12,27.246,NWE,,MIA,W 34-13,,,,,,,,,
30,1971,1971-12-12,13,27.253,NWE,@,NYJ,L 6-13,,,,,,,,,
31,1971,1971-12-19,14,27.260,NWE,@,BAL,W 21-17,,,,,,,,,
