ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1967,1967-11-05,8,22.035,SFO,,RAM,L 7-17,2,0,0.00,0,0,0,0
2,1967,1967-11-26,11,22.056,SFO,,BAL,L 9-26,0,0,,0,1,7,0
3,1968,1968-09-22,2,22.357,SFO,,STL,W 35-17,1,0,0.00,0,0,0,0
4,1968,1968-11-17,10,23.047,SFO,,RAM,T 20-20,1,0,0.00,0,0,0,0
5,1969,1969-12-06,12,24.066,SFO,,CHI,W 42-21,0,0,,0,1,7,0
6,1970,1970-09-20,1,24.354,SFO,,WAS,W 26-17,,,,,,,
7,1970,1970-09-27,2,24.361,SFO,,CLE,W 34-31,,,,,,,
8,1970,1970-10-04,3,25.003,SFO,@,ATL,L 20-21,,,,,,,
9,1970,1970-10-11,4,25.010,SFO,@,RAM,W 20-6,,,,,,,
10,1970,1970-10-18,5,25.017,SFO,,NOR,T 20-20,,,,,,,
11,1970,1970-10-25,6,25.024,SFO,,DEN,W 19-14,,,,,,,
12,1970,1970-11-01,7,25.031,SFO,,GNB,W 26-10,0,0,,0,2,18,0
13,1970,1970-11-08,8,25.038,SFO,@,CHI,W 37-16,0,0,,0,1,24,0
14,1970,1970-11-15,9,25.045,SFO,@,HOU,W 30-20,,,,,,,
15,1970,1970-11-22,10,25.052,SFO,@,DET,L 7-28,,,,,,,
16,1970,1970-11-29,11,25.059,SFO,,RAM,L 13-30,,,,,,,
17,1970,1970-12-06,12,25.066,SFO,,ATL,W 24-20,,,,,,,
18,1970,1970-12-13,13,25.073,SFO,@,NOR,W 38-27,,,,,,,
19,1970,1970-12-20,14,25.080,SFO,@,OAK,W 38-7,,,,,,,
20,1971,1971-09-19,1,25.353,SFO,@,ATL,L 17-20,,,,,,,
21,1971,1971-09-26,2,25.360,SFO,@,NOR,W 38-20,,,,,,,
22,1971,1971-10-03,3,26.002,SFO,@,PHI,W 31-3,,,,,,,
23,1971,1971-10-10,4,26.009,SFO,,RAM,L 13-20,,,,,,,
24,1971,1971-10-17,5,26.016,SFO,,CHI,W 13-0,,,,,,,
25,1971,1971-10-24,6,26.023,SFO,@,STL,W 26-14,,,,,,,
26,1971,1971-10-31,7,26.030,SFO,,NWE,W 27-10,,,,,,,
27,1971,1971-11-07,8,26.037,SFO,@,MIN,W 13-9,,,,,,,
28,1971,1971-11-14,9,26.044,SFO,,NOR,L 20-26,,,,,,,
29,1971,1971-11-21,10,26.051,SFO,@,RAM,L 6-17,,,,,,,
30,1971,1971-11-28,11,26.058,SFO,@,NYJ,W 24-21,,,,,,,
31,1971,1971-12-06,12,26.066,SFO,,KAN,L 17-26,,,,,,,
32,1971,1971-12-12,13,26.072,SFO,,ATL,W 24-3,,,,,,,
33,1971,1971-12-19,14,26.079,SFO,,DET,W 31-27,0,0,,0,1,7,0
34,1972,1972-09-17,1,26.352,SFO,,SDG,W 34-3,,,,,,,
35,1972,1972-09-24,2,26.359,SFO,@,BUF,L 20-27,,,,,,,
36,1972,1972-10-01,3,27.000,SFO,@,NOR,W 37-2,,,,,,,
37,1972,1972-10-08,4,27.007,SFO,@,RAM,L 7-31,,,,,,,
38,1972,1972-10-15,5,27.014,SFO,,NYG,L 17-23,,,,,,,
39,1972,1972-10-22,6,27.021,SFO,,NOR,T 20-20,,,,,,,
40,1972,1972-10-29,7,27.028,SFO,@,ATL,W 49-14,0,0,,0,1,12,0
41,1972,1972-11-05,8,27.035,SFO,@,GNB,L 24-34,,,,,,,
42,1972,1972-11-19,10,27.049,SFO,@,CHI,W 34-21,,,,,,,
43,1972,1972-11-23,11,27.053,SFO,@,DAL,W 31-10,,,,,,,
44,1972,1972-12-04,12,27.064,SFO,,RAM,L 16-26,,,,,,,
45,1972,1972-12-10,13,27.070,SFO,,ATL,W 20-0,,,,,,,
46,1972,1972-12-16,14,27.076,SFO,,MIN,W 20-17,1,21,21.00,0,0,0,0
47,1973,1973-09-16,1,27.350,SFO,@,MIA,L 13-21,0,0,,0,1,13,0
48,1973,1973-09-23,2,27.357,SFO,@,DEN,W 36-34,,,,,,,
49,1973,1973-09-30,3,27.364,SFO,,RAM,L 20-40,,,,,,,
50,1973,1973-10-07,4,28.006,SFO,@,ATL,W 13-9,,,,,,,
51,1973,1973-10-14,5,28.013,SFO,,MIN,L 13-17,,,,,,,
52,1973,1973-10-21,6,28.020,SFO,,NOR,W 40-0,,,,,,,
53,1973,1973-10-28,7,28.027,SFO,,ATL,L 3-17,,,,,,,
54,1973,1973-11-04,8,28.034,SFO,@,DET,L 20-30,,,,,,,
55,1973,1973-11-11,9,28.041,SFO,@,WAS,L 9-33,,,,,,,
56,1973,1973-11-18,10,28.048,SFO,@,RAM,L 13-31,,,,,,,
57,1973,1973-11-26,11,28.056,SFO,,GNB,W 20-6,,,,,,,
58,1973,1973-12-02,12,28.062,SFO,,PHI,W 38-28,,,,,,,
59,1973,1973-12-09,13,28.069,SFO,@,NOR,L 10-16,,,,,,,
60,1973,1973-12-15,14,28.075,SFO,,PIT,L 14-37,,,,,,,
61,1974,1974-09-15,1,28.349,SFO,@,NOR,W 17-13,,,,,,,
62,1974,1974-09-22,2,28.356,SFO,@,ATL,W 16-10,,,,,,,
63,1974,1974-09-29,3,28.363,SFO,,CIN,L 3-21,,,,,,,
64,1974,1974-10-06,4,29.005,SFO,,STL,L 9-34,,,,,,,
65,1974,1974-10-14,5,29.013,SFO,@,DET,L 13-17,0,0,,0,1,20,0
66,1974,1974-10-20,6,29.019,SFO,@,RAM,L 14-37,,,,,,,
67,1974,1974-10-27,7,29.026,SFO,,OAK,L 24-35,,,,,,,
68,1974,1974-11-04,8,29.034,SFO,,RAM,L 13-15,,,,,,,
