ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-10-04,4,23.231,BAL,@,NWE,L 21-27,,,0,0,0.0,0,1,0,0,0
2,2009,2009-11-16,9,23.274,BAL,@,CLE,W 16-0,,,0,0,0.0,0,0,0,0,0
3,2009,2009-11-22,10,23.280,BAL,,IND,L 15-17,,,0,0,0.0,1,0,0,0,0
4,2009,2009-11-29,11,23.287,BAL,,PIT,W 20-17,,,0,0,0.0,0,2,1,26,0
5,2009,2009-12-07,12,23.295,BAL,@,GNB,L 14-27,*,,0,0,0.0,2,3,0,0,0
6,2009,2009-12-13,13,23.301,BAL,,DET,W 48-3,,,0,0,0.0,1,0,0,0,0
7,2009,2009-12-20,14,23.308,BAL,,CHI,W 31-7,,,0,0,0.0,0,1,0,0,0
8,2009,2009-12-27,15,23.315,BAL,@,PIT,L 20-23,,,,,,,,,,
9,2009,2010-01-03,16,23.322,BAL,@,OAK,W 21-13,,,,,,,,,,
10,2010,2010-10-03,4,24.230,BAL,@,PIT,W 17-14,,,0,0,0.0,0,0,0,0,0
11,2010,2010-10-24,7,24.251,BAL,,BUF,W 37-34,,,0,0,0.0,0,0,0,0,0
12,2010,2010-11-07,8,24.265,BAL,,MIA,W 26-10,,,,,,,,,,
13,2010,2010-11-11,9,24.269,BAL,@,ATL,L 21-26,,,,,,,,,,
14,2010,2010-11-21,10,24.279,BAL,@,CAR,W 37-13,,,0,0,1.0,1,0,0,0,0
15,2010,2010-11-28,11,24.286,BAL,,TAM,W 17-10,,,,,,,,,,
16,2010,2010-12-05,12,24.293,BAL,,PIT,L 10-13,,,,,,,,,,
17,2010,2010-12-13,13,24.301,BAL,@,HOU,W 34-28,,,,,,,,,,
18,2010,2010-12-19,14,24.307,BAL,,NOR,W 30-24,,,,,,,,,,
19,2010,2010-12-26,15,24.314,BAL,@,CLE,W 20-10,,,,,,,,,,
20,2010,2011-01-02,16,24.321,BAL,,CIN,W 13-7,,,,,,,,,,
21,2011,2011-09-11,1,25.208,BAL,,PIT,W 35-7,,,,,,,,,,
22,2011,2011-09-18,2,25.215,BAL,@,TEN,L 13-26,,,,,,,,,,
23,2011,2011-09-25,3,25.222,BAL,@,STL,W 37-7,,,0,0,0.0,2,0,0,0,0
24,2011,2011-10-02,4,25.229,BAL,,NYJ,W 34-17,,,0,0,0.0,1,0,0,0,0
25,2011,2011-10-16,5,25.243,BAL,,HOU,W 29-14,,,0,0,0.0,0,0,0,0,0
26,2011,2011-10-24,6,25.251,BAL,@,JAX,L 7-12,,,0,0,1.0,1,0,0,0,0
27,2011,2011-10-30,7,25.257,BAL,,ARI,W 30-27,,,0,0,2.0,2,0,0,0,0
