ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
22,1989,1989-09-17,2,26.272,RAI,@,KAN,L 19-24,,,,,,,,,,,,,,,,,,,,,,,,
23,1989,1989-09-24,3,26.279,RAI,@,DEN,L 21-31,,,,,,,,,,,,,,,,,,,,,,,,
24,1989,1989-10-01,4,26.286,RAI,,SEA,L 20-24,,,,,,,,,,,,,,,,,,,,,,,,
25,1989,1989-10-09,5,26.294,RAI,@,NYJ,W 14-7,,,,,,,,,,,,,,,,,,,,,,,,
26,1989,1989-10-15,6,26.300,RAI,,KAN,W 20-14,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
27,1989,1989-10-22,7,26.307,RAI,@,PHI,L 7-10,,1,20,20.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
28,1989,1989-10-29,8,26.314,RAI,,WAS,W 37-24,,,,,,,,,,,,,,,,,,,,,,,,
29,1989,1989-11-05,9,26.321,RAI,,CIN,W 28-7,,,,,,,,,,,,,,,,,,,,,,,,
30,1989,1989-11-12,10,26.328,RAI,@,SDG,L 12-14,,,,,,,,,,,,,,,,,,,,,,,,
31,1989,1989-11-19,11,26.335,RAI,@,HOU,L 7-23,,,,,,,,,,,,,,,,,,,,,,,,
32,1989,1989-11-26,12,26.342,RAI,,NWE,W 24-21,,,,,,,,,,,,,,,,,,,,,,,,
33,1989,1989-12-03,13,26.349,RAI,,DEN,W 16-13,,,,,,,,,,,,,,,,,,,,,,,,
34,1989,1989-12-10,14,26.356,RAI,,PHO,W 16-14,,,,,,,,,,,,,,,,,,,,,,,,
35,1989,1989-12-17,15,26.363,RAI,@,SEA,L 17-23,,,,,,,,,,,,,,,,,,,,,,,,
36,1989,1989-12-24,16,27.005,RAI,@,NYG,L 17-34,,1,1,1.00,1,,,0,0,,0,0,0,,0,0,0,,,0,,,1,6
37,1990,1990-09-09,1,27.264,RAI,,DEN,W 14-9,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
38,1990,1990-09-16,2,27.271,RAI,@,SEA,W 17-13,,,,,,,,,,,,,,,,,,,,,,,,
39,1990,1990-09-23,3,27.278,RAI,,PIT,W 20-3,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
40,1990,1990-09-30,4,27.285,RAI,,CHI,W 24-10,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
41,1990,1990-10-07,5,27.292,RAI,@,BUF,L 24-38,,,,,,,,,,,,,,,,,,,,,,,,
42,1990,1990-10-14,6,27.299,RAI,,SEA,W 24-17,,5,63,12.60,1,,,0,0,,0,0,0,,0,0,0,,,0,,,1,6
43,1990,1990-10-21,7,27.306,RAI,@,SDG,W 24-9,,1,24,24.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
44,1990,1990-11-04,8,27.320,RAI,@,KAN,L 7-9,,4,50,12.50,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
45,1990,1990-11-11,9,27.327,RAI,,GNB,L 16-29,,3,18,6.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
46,1990,1990-11-19,10,27.335,RAI,@,MIA,W 13-10,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
47,1990,1990-11-25,11,27.341,RAI,,KAN,L 24-27,,4,96,24.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
48,1990,1990-12-02,12,27.348,RAI,@,DEN,W 23-20,,4,35,8.75,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
49,1990,1990-12-10,13,27.356,RAI,@,DET,W 38-31,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
50,1990,1990-12-16,14,27.362,RAI,,CIN,W 24-7,,3,30,10.00,1,,,0,0,,0,0,0,,0,0,0,,,0,,,1,6
51,1990,1990-12-22,15,28.003,RAI,@,MIN,W 28-24,,2,10,5.00,1,,,0,0,,0,0,0,,0,0,0,,,0,,,1,6
52,1990,1990-12-30,16,28.011,RAI,,SDG,W 17-12,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
53,1991,1991-09-01,1,28.256,RAI,@,HOU,L 17-47,,,,,,,,,,,,,,,,,,,,,,,,
54,1991,1991-09-08,2,28.263,RAI,,DEN,W 16-13,,3,27,9.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
55,1991,1991-09-15,3,28.270,RAI,,IND,W 16-0,,,,,,,,,,,,,,,,,,,,,,,,
56,1991,1991-09-22,4,28.277,RAI,@,ATL,L 17-21,,3,19,6.33,1,,,0,0,,0,0,0,,0,0,0,,,0,,,1,6
57,1991,1991-09-29,5,28.284,RAI,,SFO,W 12-6,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
58,1991,1991-10-06,6,28.291,RAI,,SDG,L 13-21,,3,42,14.00,1,,,0,0,,0,0,0,,0,0,0,,,0,,,1,6
59,1991,1991-10-13,7,28.298,RAI,@,SEA,W 23-20,,9,79,8.78,1,,,0,0,,0,0,0,,0,0,0,,,0,,,1,6
60,1991,1991-10-20,8,28.305,RAI,,RAM,W 20-17,,4,93,23.25,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
61,1991,1991-10-28,9,28.313,RAI,@,KAN,L 21-24,,4,75,18.75,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
62,1991,1991-11-10,10,28.326,RAI,@,DEN,W 17-16,,4,34,8.50,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
63,1991,1991-11-17,11,28.333,RAI,,SEA,W 31-7,,7,123,17.57,1,,,0,0,,0,0,0,,0,0,0,,,0,,,1,6
64,1991,1991-11-24,12,28.340,RAI,@,CIN,W 38-14,,,,,,,,,,,,,,,,,,,,,,,,
65,1991,1991-12-01,13,28.347,RAI,@,SDG,W 9-7,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
66,1991,1991-12-08,14,28.354,RAI,,BUF,L 27-30,,2,29,14.50,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
67,1991,1991-12-16,15,28.362,RAI,@,NOR,L 0-27,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,,0,,,0,0
68,1991,1991-12-22,16,29.003,RAI,,KAN,L 21-27,,10,89,8.90,1,,,0,0,,0,0,0,,0,0,0,,,0,,,1,6
69,1992,1992-09-06,1,29.262,RAI,@,DEN,L 13-17,5,1,28,28.00,0,20.0%,5.60,0,0,,0,0,0,,0,0,0,,,0,,,0,0
70,1992,1992-09-13,2,29.269,RAI,@,CIN,L 21-24,6,5,88,17.60,0,83.3%,14.67,0,0,,0,0,0,,0,0,0,,,0,,,0,0
71,1992,1992-09-20,3,29.276,RAI,,CLE,L 16-28,7,3,32,10.67,0,42.9%,4.57,0,0,,0,0,0,,0,0,0,,,0,,,0,0
72,1992,1992-09-28,4,29.284,RAI,@,KAN,L 7-27,5,3,48,16.00,0,60.0%,9.60,0,0,,0,0,0,,0,0,0,,,0,,,0,0
73,1992,1992-10-04,5,29.290,RAI,,NYG,W 13-10,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,0,0,0,,,0,,,0,0
74,1992,1992-10-11,6,29.297,RAI,,BUF,W 20-3,3,1,22,22.00,0,33.3%,7.33,0,0,,0,0,0,,0,0,0,,,0,,,0,0
75,1992,1992-10-18,7,29.304,RAI,@,SEA,W 19-0,,,,,,0.0%,,,,,,,,,,,,,,,,,,
76,1992,1992-10-25,8,29.311,RAI,,DAL,L 13-28,4,1,26,26.00,0,25.0%,6.50,0,0,,0,0,0,,0,0,0,,,0,,,0,0
77,1992,1992-11-08,9,29.325,RAI,@,PHI,L 10-31,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,,0,,,0,0
78,1992,1992-11-15,10,29.332,RAI,,SEA,W 20-3,8,1,9,9.00,1,12.5%,1.13,0,0,,0,0,0,,0,0,0,,,0,,,1,6
79,1992,1992-11-22,11,29.339,RAI,,DEN,W 24-0,4,3,41,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,0,0,,,0,,,0,0
80,1992,1992-11-29,12,29.346,RAI,@,SDG,L 3-27,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,0,0,0,,,0,,,0,0
81,1992,1992-12-06,13,29.353,RAI,,KAN,W 28-7,5,5,18,3.60,1,100.0%,3.60,0,0,,0,0,0,,0,0,0,,,0,,,1,6
82,1992,1992-12-14,14,29.361,RAI,@,MIA,L 7-20,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,,,0,,,0,0
83,1992,1992-12-20,15,30.001,RAI,,SDG,L 14-36,,,,,,0.0%,,,,,,,,,,,,,,,,,,
84,1992,1992-12-26,16,30.007,RAI,@,WAS,W 21-20,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,,0,0,0,,,0,,,0,0
85,1993,1993-09-05,1,30.260,RAI,,MIN,W 24-7,6,6,76,12.67,0,100.0%,12.67,0,0,,0,0,0,,0,0,0,,,0,,,0,0
86,1993,1993-09-12,2,30.267,RAI,@,SEA,W 17-13,7,4,19,4.75,0,57.1%,2.71,0,0,,0,0,0,,0,0,0,,,0,,,0,0
87,1993,1993-09-19,3,30.274,RAI,,CLE,L 16-19,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,,0,,,0,0
88,1993,1993-10-03,4,30.288,RAI,@,KAN,L 9-24,,,,,,0.0%,,,,,,,,,,,,,,,,,,
89,1993,1993-10-10,5,30.295,RAI,,NYJ,W 24-20,7,2,20,10.00,0,28.6%,2.86,0,0,,0,0,0,,0,0,0,,,0,,,0,0
90,1993,1993-10-18,6,30.303,RAI,@,DEN,W 23-20,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,,0,,,0,0
91,1993,1993-10-31,7,30.316,RAI,,SDG,L 23-30,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,0,,,0,,,0,0
92,1993,1993-11-07,8,30.323,RAI,@,CHI,W 16-14,10,6,61,10.17,0,60.0%,6.10,0,0,,0,0,0,,0,0,0,,,0,,,0,0
93,1993,1993-11-14,9,30.330,RAI,,KAN,L 20-31,10,6,69,11.50,1,60.0%,6.90,0,0,,0,0,0,,0,0,0,,,0,,,1,6
94,1993,1993-11-21,10,30.337,RAI,@,SDG,W 12-7,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,0,,,0,,,0,0
95,1993,1993-11-28,11,30.344,RAI,@,CIN,L 10-16,,,,,,0.0%,,,,,,,,,,,,,,,,,,
96,1993,1993-12-05,12,30.351,RAI,@,BUF,W 25-24,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0
97,1993,1993-12-12,13,30.358,RAI,,SEA,W 27-23,5,4,46,11.50,0,80.0%,9.20,0,0,,0,0,0,,0,0,0,,,0,,,0,0
98,1993,1993-12-19,14,31.000,RAI,,TAM,W 27-20,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0,,0,0,0,,,0,,,0,0
99,1993,1993-12-26,15,31.007,RAI,@,GNB,L 0-28,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,,0,,,0,0
100,1993,1994-01-02,16,31.014,RAI,,DEN,W 33-30,5,2,36,18.00,0,40.0%,7.20,0,0,,0,0,0,,0,0,0,,,0,,,0,0
101,1994,1994-09-04,1,31.259,WAS,,SEA,L 7-28,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
102,1994,1994-09-11,2,31.266,WAS,@,NOR,W 38-24,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
103,1994,1994-09-18,3,31.273,WAS,@,NYG,L 23-31,5,3,16,5.33,1,60.0%,3.20,0,0,,0,0,0,,0,0,0,,,,,,1,6
104,1994,1994-09-25,4,31.280,WAS,,ATL,L 20-27,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
105,1994,1994-10-02,5,31.287,WAS,,DAL,L 7-34,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
106,1994,1994-10-09,6,31.294,WAS,@,PHI,L 17-21,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
107,1994,1994-10-16,7,31.301,WAS,,ARI,L 16-19,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
108,1994,1994-10-23,8,31.308,WAS,@,IND,W 41-27,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
109,1994,1994-10-30,9,31.315,WAS,,PHI,L 29-31,2,1,15,15.00,1,50.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
110,1994,1994-11-06,10,31.322,WAS,,SFO,L 22-37,5,2,17,8.50,1,40.0%,3.40,0,0,,0,0,0,,0,0,0,,,,,,1,6
111,1994,1994-11-20,11,31.336,WAS,@,DAL,L 7-31,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
112,1994,1994-11-27,12,31.343,WAS,,NYG,L 19-21,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
113,1994,1994-12-04,13,31.350,WAS,@,TAM,L 21-26,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
114,1994,1994-12-11,14,31.357,WAS,@,ARI,L 15-17,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
115,1994,1994-12-18,15,31.364,WAS,,TAM,L 14-17,4,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
116,1994,1994-12-24,16,32.005,WAS,@,RAM,W 24-21,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
