ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
28,1981,1981-12-06,14,26.079,DET,@,GNB,L 17-31,20,64,3.20,1,4,72,18.00,0,1,6
29,1981,1981-12-12,15,26.085,DET,,MIN,W 45-7,13,110,8.46,1,3,37,12.33,0,1,6
30,1981,1981-12-20,16,26.093,DET,,TAM,L 17-20,19,76,4.00,0,3,39,13.00,0,0,0
31,1982,1982-09-12,1,26.359,DET,,CHI,W 17-10,13,33,2.54,1,3,25,8.33,0,1,6
32,1982,1982-09-19,2,27.001,DET,@,RAM,W 19-14,25,119,4.76,0,5,103,20.60,0,0,0
33,1982,1982-11-21,3,27.064,DET,@,CHI,L 17-20,20,67,3.35,0,2,7,3.50,0,0,0
34,1982,1982-11-25,4,27.068,DET,,NYG,L 6-13,26,114,4.38,0,6,38,6.33,0,0,0
35,1982,1982-12-06,5,27.079,DET,,NYJ,L 13-28,12,43,3.58,0,6,85,14.17,0,0,0
36,1982,1982-12-12,6,27.085,DET,@,GNB,W 30-10,29,109,3.76,1,4,31,7.75,0,1,6
37,1982,1982-12-19,7,27.092,DET,,MIN,L 31-34,12,22,1.83,1,2,0,0.00,0,1,6
38,1982,1982-12-26,8,27.099,DET,@,TAM,L 21-23,21,68,3.24,1,1,21,21.00,0,1,6
39,1982,1983-01-02,9,27.106,DET,,GNB,W 27-24,14,64,4.57,0,5,32,6.40,0,0,0
40,1983,1983-09-04,1,27.351,DET,@,TAM,W 11-0,14,37,2.64,0,3,31,10.33,0,0,0
41,1983,1983-09-11,2,27.358,DET,,CLE,L 26-31,11,54,4.91,0,4,29,7.25,0,0,0
42,1983,1983-09-18,3,28.000,DET,,ATL,L 14-30,2,4,2.00,0,4,25,6.25,0,0,0
43,1983,1983-10-16,7,28.028,DET,,CHI,W 31-17,15,77,5.13,1,0,0,,0,1,6
44,1983,1983-10-23,8,28.035,DET,@,WAS,L 17-38,5,18,3.60,1,2,14,7.00,0,1,6
45,1983,1983-10-30,9,28.042,DET,@,CHI,W 38-17,19,91,4.79,0,3,24,8.00,0,0,0
46,1983,1983-11-07,10,28.050,DET,,NYG,W 15-9,14,86,6.14,1,3,17,5.67,0,1,6
47,1983,1983-11-13,11,28.056,DET,@,HOU,L 17-27,20,105,5.25,1,9,90,10.00,0,1,6
48,1983,1983-11-20,12,28.063,DET,@,GNB,W 23-20,36,189,5.25,0,5,47,9.40,0,0,0
49,1983,1983-11-24,13,28.067,DET,,PIT,W 45-3,26,106,4.08,2,2,48,24.00,0,2,12
50,1983,1983-12-05,14,28.078,DET,,MIN,W 13-2,23,137,5.96,0,0,0,,0,0,0
51,1983,1983-12-11,15,28.084,DET,@,CIN,L 9-17,20,80,4.00,0,2,13,6.50,0,0,0
52,1983,1983-12-18,16,28.091,DET,,TAM,W 23-20,15,56,3.73,1,5,81,16.20,0,1,6
53,1984,1984-09-02,1,28.350,DET,,SFO,L 27-30,17,69,4.06,1,2,5,2.50,0,1,6
54,1984,1984-09-09,2,28.357,DET,@,ATL,W 27-24,23,140,6.09,1,1,5,5.00,0,1,6
55,1984,1984-09-16,3,28.364,DET,@,TAM,L 17-21,11,39,3.55,0,5,28,5.60,0,0,0
56,1984,1984-09-23,4,29.005,DET,,MIN,L 28-29,12,66,5.50,0,6,46,7.67,0,0,0
57,1984,1984-09-30,5,29.012,DET,@,SDG,L 24-27,14,119,8.50,2,2,14,7.00,0,2,12
58,1984,1984-10-07,6,29.019,DET,,DEN,L 7-28,15,51,3.40,0,9,80,8.89,0,0,0
59,1984,1984-10-14,7,29.026,DET,,TAM,W 13-7,16,100,6.25,0,2,29,14.50,0,0,0
60,1984,1984-10-21,8,29.033,DET,@,MIN,W 16-14,22,103,4.68,1,4,32,8.00,0,1,6
